#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_LR134263.1_319@GCF_900636325.1 -            690 Glucosaminidase      PF01832.26   123   2.9e-33  108.9   0.7   1   1   4.4e-35   8.8e-33  107.3   0.7     2   123   396   535   395   535 0.94 -
WP_110516881.1@GCF_003226345.1 -            272 GNAT_acetyltran      PF12746.14   243   9.9e-40  130.2   0.0   1   1   5.6e-42   1.1e-39  130.0   0.0    11   243    23   267    14   267 0.89 -
WP_110516908.1@GCF_003226345.1 -            159 GSHPx                PF00255.26   108   2.1e-42  136.8   0.1   1   1   1.3e-44   2.7e-42  136.5   0.1     1   108     5   112     5   112 0.99 -
WP_103370989.1@GCF_002902305.1 -            520 GTP_EFTU             PF00009.34   188   5.9e-57  185.9   0.0   1   1   4.5e-59     9e-57  185.3   0.0     4   187    11   270     8   271 0.91 -
WP_103370989.1@GCF_002902305.1 -            520 GTP_EFTU_D2          PF03144.32    73   1.7e-15   50.9   0.2   1   1   1.7e-17   3.4e-15   50.0   0.2     2    72   308   373   307   374 0.98 -
WP_007110057.1@GCF_000731985.1 -            248 Hac8_like_N          PF22862.1    106     1e-50  164.5   0.5   1   1   1.5e-52     1e-50  164.5   0.5     1   106    16   121    16   121 0.99 -
WP_004043226.1@GCF_000025685.1 -            305 Hac8_like_N          PF22862.1    106   9.4e-47  151.7   2.4   1   1   2.6e-48   1.7e-46  150.9   2.4     1   106    52   164    52   164 0.97 -
WP_015299281.1@GCF_000230735.2 -            294 Hac8_like_N          PF22862.1    106   9.4e-39  126.0   1.1   1   1   2.5e-40   1.7e-38  125.2   1.1     1   105    58   162    58   163 0.98 -
WP_006183088.1@GCF_000230735.2 -             65 HacaP                PF26396.1     60     3e-08   28.1  12.3   1   1   1.9e-10   3.9e-08   27.8  12.3     1    56     1    53     1    57 0.79 -
WP_004043223.1@GCF_000025685.1 -            177 HTH_11               PF08279.19    55   1.5e-08   28.1   0.1   1   1   3.9e-10   3.9e-08   26.8   0.1     4    44    17    56    15    64 0.92 -
WP_004043232.1@GCF_000025685.1 -            118 HTH_20               PF12840.14    51   1.8e-09   31.2   0.1   1   1   5.7e-11   2.9e-09   30.6   0.1     1    49    17    64    17    66 0.94 -
WP_007110058.1@GCF_000731985.1 -            269 HTH_20               PF12840.14    51   2.5e-09   30.8   0.7   1   1   1.3e-10   6.4e-09   29.5   0.7     6    44    28    65    24    72 0.93 -
WP_006183081.1@GCF_000230735.2 -            273 HTH_20               PF12840.14    51   6.8e-09   29.4   2.7   1   1   3.4e-10   1.7e-08   28.1   2.7     4    44    28    67    24    69 0.94 -
WP_004043223.1@GCF_000025685.1 -            177 HTH_24               PF13412.13    48     2e-12   40.2   0.1   1   1   1.8e-14   3.7e-12   39.4   0.1     1    48    11    58    11    58 0.99 -
WP_058381523.1@GCF_001465795.2 -             69 HTH_26               PF13443.13    63   1.9e-26   85.8   0.1   1   1   3.1e-28   2.1e-26   85.7   0.1     1    61     6    66     6    68 0.97 -
WP_004043228.1@GCF_000025685.1 -             66 HTH_26               PF13443.13    63   1.2e-11   38.5   0.0   1   1   1.9e-13   1.3e-11   38.3   0.0     2    63     5    65     4    65 0.94 -
WP_082233101.1@GCF_900166625.1 -            193 HTH_26               PF13443.13    63   6.3e-08   26.5   0.0   1   1   1.6e-09   1.1e-07   25.7   0.0     2    57    21    75    20    77 0.94 -
WP_004043228.1@GCF_000025685.1 -             66 HTH_3                PF01381.29    55   7.6e-19   61.3   0.0   1   1   1.3e-20   8.5e-19   61.1   0.0     1    55     5    59     5    59 0.96 -
WP_082233101.1@GCF_900166625.1 -            193 HTH_3                PF01381.29    55   8.3e-17   54.7   0.4   1   1   2.9e-18     2e-16   53.5   0.1     1    54    21    74    21    75 0.97 -
WP_058381523.1@GCF_001465795.2 -             69 HTH_3                PF01381.29    55   8.7e-09   29.0   0.0   1   1   1.7e-10   1.1e-08   28.7   0.0     6    53    12    60     9    62 0.93 -
WP_082233101.1@GCF_900166625.1 -            193 HTH_31               PF13560.13    64   3.3e-11   37.1   0.0   1   1   6.5e-13   6.5e-11   36.1   0.0     1    57    16    71    16    78 0.93 -
WP_004043228.1@GCF_000025685.1 -             66 HTH_31               PF13560.13    64   2.4e-09   31.1   0.0   1   1   2.8e-11   2.9e-09   30.9   0.0    10    60     9    58     5    60 0.92 -
WP_006183081.1@GCF_000230735.2 -            273 HTH_5                PF01022.27    47   2.1e-07   24.5   0.2   1   1   1.8e-09   3.7e-07   23.7   0.2     4    43    30    69    27    72 0.95 -
WP_004043223.1@GCF_000025685.1 -            177 HTH_AsnC-type        PF13404.13    42   3.7e-10   33.2   0.4   1   1   4.6e-12   9.4e-10   32.0   0.1     1    42    11    52    11    52 0.98 -
WP_006183081.1@GCF_000230735.2 -            273 HTH_IclR             PF09339.17    52   4.4e-07   23.3   0.7   1   1   5.2e-09     1e-06   22.1   0.7     6    51    31    74    30    75 0.95 -
NZ_LR134263.1_323@GCF_900636325.1 -            381 HTH_OrfB_IS605       PF12323.15    47   2.2e-21   68.8   0.3   1   1   2.6e-23   5.3e-21   67.6   0.3     1    46     1    47     1    48 0.94 -
WP_007110058.1@GCF_000731985.1 -            269 HVO_A0261_N          PF25213.2     86   6.5e-28   90.2   1.9   1   1   1.9e-29   1.3e-27   89.3   1.9     2    85    17   101    16   102 0.96 -
WP_006183081.1@GCF_000230735.2 -            273 HVO_A0261_N          PF25213.2     86     8e-25   80.3   4.2   1   1   2.6e-26   1.7e-24   79.2   4.2     2    85    19   102    18   103 0.98 -
WP_004043227.1@GCF_000025685.1 -            264 HVO_A0261_N          PF25213.2     86     3e-17   56.0   1.2   1   1   8.4e-19   5.6e-17   55.1   1.2    10    83    13    87     6    90 0.93 -
NZ_PPQH01000083.1_3@GCF_002902385.1 -            682 Hydrolase            PF00702.33   191   1.5e-30  100.7   0.0   1   1   1.1e-32   2.2e-30  100.1   0.0     1   191   368   584   368   584 0.86 -
WP_058381512.1@GCF_001465795.2 -            252 Hydrolase_4          PF12146.16   238   9.5e-12   38.3   0.0   1   1     1e-10     2e-08   27.5   0.1    61   114   108   160    99   165 0.82 -
WP_103370994.1@GCF_002902305.1 -             72 IDEAL                PF08858.16    37   3.6e-15   49.2   3.9   1   1   2.9e-17   5.8e-15   48.5   3.9     1    37    27    63    27    63 0.98 -
WP_082233097.1@GCF_900166625.1 -            273 KR                   PF08659.17   180   1.7e-13   44.5   0.2   1   1   3.3e-15   2.2e-13   44.2   0.2     2   154     8   160     7   184 0.90 -
WP_082233102.1@GCF_900166625.1 -            253 KR                   PF08659.17   180   8.3e-09   29.2   0.5   1   1   1.7e-09   1.2e-07   25.5   0.1     3    92     8    92     7   108 0.81 -
WP_082233110.1@GCF_900166625.1 -            260 KR                   PF08659.17   180   1.9e-07   24.8   0.0   1   1     6e-09   4.1e-07   23.7   0.0    13    94    24   102    12   114 0.80 -
WP_110516912.1@GCF_003226345.1 -            284 Lactamase_B          PF00753.34   196   9.4e-19   61.7   1.0   1   1   9.4e-21   1.9e-18   60.7   1.0    13   196    31   222    25   222 0.89 -
WP_002456427.1@GCF_006742205.1 -            221 Lipoprotein_Ltp      PF07553.17    48   5.1e-48  154.7  10.5   1   2   1.1e-26   2.3e-24   79.0   0.9     4    48   125   169   122   169 0.97 -
WP_002456427.1@GCF_006742205.1 -            221 Lipoprotein_Ltp      PF07553.17    48   5.1e-48  154.7  10.5   2   2   4.1e-27   8.3e-25   80.4   2.9     1    48   172   219   172   219 0.98 -
WP_103370995.1@GCF_002902305.1 -            329 Lip_prot_lig_C       PF10437.15    85   2.7e-29   94.7   1.5   1   1   2.9e-31   5.9e-29   93.6   0.4     1    84   244   327   244   328 0.98 -
WP_082233106.1@GCF_900166625.1 -            167 LOR                  PF04525.19   163   2.2e-07   25.2   0.9   1   1   1.6e-09   3.2e-07   24.7   0.9    12   130    12   122     5   139 0.77 -
WP_103370995.1@GCF_002902305.1 -            329 LplA-B_cat           PF21948.2    200   4.3e-73  239.1   0.1   1   1     3e-75   6.1e-73  238.6   0.1     1   199    11   206    11   207 0.99 -
WP_006183076.1@GCF_000230735.2 -            430 MacB_PCD             PF12704.15   207   1.2e-27   91.1   3.9   1   1   1.8e-29   1.2e-27   91.1   3.9     1   205    21   265    21   267 0.73 -
WP_008456193.1@GCF_000337175.1 -            435 MacB_PCD             PF12704.15   207   1.5e-26   87.6   5.5   1   1   2.3e-28   1.5e-26   87.6   5.5     1   194    21   257    21   272 0.71 -
WP_007110063.1@GCF_000731985.1 -            438 MacB_PCD             PF12704.15   207   4.6e-26   86.0   5.7   1   1   6.9e-28   4.6e-26   86.0   5.7     1   176    21   212    21   274 0.73 -
NZ_LR134263.1_322@GCF_900636325.1 -            205 Methyltransf_11      PF08241.19    95   6.2e-15   49.4   0.0   1   1   1.3e-16   2.5e-14   47.4   0.0     1    94    45   135    45   136 0.89 -
NZ_LR134263.1_322@GCF_900636325.1 -            205 Methyltransf_12      PF08242.19    98   1.6e-15   51.3   0.1   1   1   1.2e-17   2.4e-15   50.8   0.1     1    97    45   133    45   134 0.94 -
NZ_LR134263.1_322@GCF_900636325.1 -            205 Methyltransf_23      PF13489.13   164   8.1e-16   51.8   0.0   1   1     5e-18     1e-15   51.5   0.0    21   144    39   162    19   194 0.80 -
NZ_LR134263.1_322@GCF_900636325.1 -            205 Methyltransf_25      PF13649.13    97   2.8e-17   56.9   0.0   1   1   3.5e-19     7e-17   55.7   0.0     1    97    44   132    44   132 0.95 -
NZ_LR134263.1_322@GCF_900636325.1 -            205 Methyltransf_31      PF13847.13   150   7.3e-09   29.2   0.0   1   1   5.1e-11     1e-08   28.7   0.0     4   123    41   152    39   185 0.77 -
WP_103370989.1@GCF_002902305.1 -            520 MMR_HSR1             PF01926.30   113   7.2e-09   29.5   0.3   1   1   2.2e-10   4.5e-08   26.9   0.0     2   113    13   140    12   140 0.72 -
WP_001829851.1@GCF_006742205.1 -            333 MR_MLE_C             PF13378.13   218   1.9e-15   50.8   0.0   1   1   1.3e-17   2.5e-15   50.4   0.0     7   167   134   285   129   322 0.80 -
WP_002469574.1@GCF_006742205.1 -            465 NAD_binding_8        PF13450.13    68   7.6e-16   51.9   0.1   1   1   1.7e-17   1.7e-15   50.8   0.0     1    54     7    62     7    74 0.91 -
WP_110516877.1@GCF_003226345.1 -            349 NAD_binding_8        PF13450.13    68   1.8e-07   25.0   0.0   1   1   7.1e-09   7.2e-07   23.2   0.0     1    38     9    46     9    57 0.92 -
WP_058381525.1@GCF_001465795.2 -            464 Na_H_antiporter      PF03553.22   303   1.9e-60  198.3  19.8   1   1   9.4e-63   1.9e-60  198.3  19.8     1   302   162   452   162   453 0.92 -
WP_110516904.1@GCF_003226345.1 -            475 Na_sulph_symp        PF00939.26   472   6.6e-78  256.4  37.5   1   1   1.5e-79   7.3e-78  256.2  37.5     8   470    10   472     3   474 0.93 -
WP_014862879.1@GCF_000337175.1 -            642 Na_sulph_symp        PF00939.26   472   9.8e-24   77.7  36.4   1   1   7.1e-20   3.6e-18   59.4  12.3   295   466   473   640   462   642 0.94 -
WP_172637306.1@GCF_000230735.2 -            622 Na_sulph_symp        PF00939.26   472     3e-23   76.1  40.6   1   1   8.3e-19   4.2e-17   55.9  16.4   294   466   452   620   412   622 0.92 -
WP_007110050.1@GCF_000731985.1 -            627 Na_sulph_symp        PF00939.26   472   3.7e-22   72.5  40.2   1   1   3.9e-19     2e-17   56.9  15.4   295   466   458   625   419   627 0.95 -
WP_082233112.1@GCF_900166625.1 -            518 Nitroreductase       PF00881.30   167     4e-15   50.0   0.0   1   1   7.2e-11   1.4e-08   28.7   0.0    46   166   388   504   374   505 0.85 -
WP_002456430.1@GCF_006742205.1 -            155 NUDIX                PF00293.35   134   5.9e-14   45.9   0.0   1   1   3.7e-16   7.5e-14   45.6   0.0     5    81    26    97    22   120 0.78 -
WP_058381515.1@GCF_001465795.2 -            143 N_methyl             PF07963.18    27   2.3e-09   30.3   2.7   1   1   4.4e-11   4.5e-09   29.3   2.7     1    26     1    26     1    27 0.94 -
WP_058381516.1@GCF_001465795.2 -            147 N_methyl             PF07963.18    27   5.5e-09   29.1   1.1   1   1   5.4e-11   5.5e-09   29.1   1.1     1    25     1    25     1    27 0.91 -
NZ_LR134263.1_323@GCF_900636325.1 -            381 OrfB_IS605           PF01385.26   120     4e-30   98.2   1.8   1   1   4.2e-32   8.4e-30   97.2   1.8    10   119   174   290   166   291 0.93 -
WP_161524652.1@GCF_003226345.1 -            144 PadR                 PF03551.21    75   1.7e-15   50.5   0.6   1   1   1.2e-17   2.4e-15   50.0   0.6     1    74    54   122    54   123 0.95 -
WP_103370991.1@GCF_002902305.1 -            653 PDZ_2                PF13180.13    80   1.9e-12   41.0   2.1   1   1     3e-14   6.1e-12   39.4   2.1    12    80   577   652   555   652 0.82 -
WP_103370991.1@GCF_002902305.1 -            653 PDZ_6                PF17820.8     54     4e-10   33.0   0.0   1   1   4.1e-12   8.4e-10   32.0   0.0     1    51   586   636   586   638 0.93 -
WP_002489635.1@GCF_006742205.1 -            530 PEPCK_ATP            PF01293.26   465    6e-225  740.8   0.1   1   1  3.4e-227    7e-225  740.6   0.1     4   464    22   482    19   483 0.98 -
WP_110516883.1@GCF_003226345.1 -            316 Peptidase_M23        PF01551.30    96   5.9e-18   58.6   0.0   1   1   6.1e-20   1.2e-17   57.6   0.0    13    88   196   286   190   293 0.87 -
WP_002456431.1@GCF_006742205.1 -            261 Peptidase_S9         PF00326.28   213   3.4e-12   40.0   0.0   1   1   4.8e-14   4.8e-12   39.5   0.0    67   209   117   254    83   258 0.78 -
WP_058381521.1@GCF_001465795.2 -            319 Peripla_BP_2         PF01497.24   235   2.8e-33  108.9   5.0   1   1   3.5e-35   3.5e-33  108.5   5.0     1   234    66   293    66   294 0.95 -
WP_110516873.1@GCF_003226345.1 -            307 Peripla_BP_2         PF01497.24   235     2e-32  106.1   0.3   1   1   2.4e-34   2.4e-32  105.8   0.3     1   231    55   278    55   281 0.93 -
WP_103370997.1@GCF_002902305.1 -            132 Phage_holin_4_1      PF05105.18   113   1.7e-29   96.0   3.8   1   1     1e-31   2.1e-29   95.7   3.8     6   111    15   120    11   122 0.93 -
WP_002456422.1@GCF_006742205.1 -            164 Phage_integrase      PF00589.28   172     3e-18   59.8   0.0   1   1   1.9e-20   3.8e-18   59.5   0.0    19   167    15   161     2   163 0.91 -
WP_082233107.1@GCF_900166625.1 -            191 PLDc_2               PF13091.13   131   7.1e-36  116.6   0.7   1   1     5e-38     1e-35  116.1   0.7     1   131    46   173    46   173 0.96 -
WP_110516888.1@GCF_003226345.1 -            151 Polyketide_cyc       PF03364.26   126   8.1e-08   26.3   0.1   1   1   7.3e-10   1.5e-07   25.4   0.1     1   106    10   119    10   132 0.79 -
WP_110516888.1@GCF_003226345.1 -            151 Polyketide_cyc2      PF10604.16   143   6.7e-12   39.5   0.1   1   1   4.3e-14   8.7e-12   39.1   0.1     2   143     2   148     1   148 0.76 -
NZ_LR134263.1_317@GCF_900636325.1 -            513 PTS_EIIA_2           PF00359.28   144   4.6e-36  117.6   0.6   1   1   4.1e-38   8.3e-36  116.8   0.6    15   142   379   507   366   509 0.95 -
NZ_LR134263.1_316@GCF_900636325.1 -            128 PTS_EIIB_BC_N        PF25554.2     88   3.6e-16   52.8   0.2   1   1   2.6e-18   5.4e-16   52.3   0.2     1    83     1    98     1   104 0.95 -
NZ_LR134263.1_317@GCF_900636325.1 -            513 PTS_EIIC             PF02378.24   319     8e-28   91.0  41.4   1   1     4e-30     8e-28   91.0  41.4     1   319     7   283     7   283 0.82 -
NZ_LR134263.1_316@GCF_900636325.1 -            128 PTS_IIB              PF02302.23    90   9.5e-23   74.4   0.3   1   1   6.3e-25   1.3e-22   74.0   0.3     2    89     5    94     4    95 0.95 -
WP_110516877.1@GCF_003226345.1 -            349 Pyr_redox_2          PF07992.21   291   8.1e-25   81.4   0.1   1   1   4.8e-27   9.6e-25   81.2   0.1     1   289     5   310     5   312 0.80 -
WP_110516877.1@GCF_003226345.1 -            349 Pyr_redox_3          PF13738.13   305   3.6e-23   75.8   0.2   1   1   1.1e-21   2.3e-19   63.4   0.0    94   305    76   286    58   286 0.78 -
NZ_LR134263.1_327@GCF_900636325.1 -            243 QueH                 PF02677.21   176   1.2e-61  201.5   2.3   1   1   7.7e-64   1.6e-61  201.1   2.3     1   175    38   218    38   219 0.96 -
WP_103370512.1@GCF_002902305.1 -            200 Rce1-like            PF02517.22    93   2.7e-11   37.4   6.6   1   1   1.3e-13   2.7e-11   37.4   6.6     5    89   104   190   100   194 0.90 -
WP_103370989.1@GCF_002902305.1 -            520 RF3_C                PF16658.12   131   3.4e-46  150.0   1.8   1   1   3.1e-48   6.4e-46  149.1   1.8     1   130   382   507   382   508 0.96 -
WP_006183071.1@GCF_000230735.2 -            235 Rib_5-P_isom_A       PF06026.21   173   4.2e-64  209.0   0.1   1   1   7.8e-66   5.2e-64  208.6   0.1     2   173    55   229    54   229 0.96 -
WP_008456198.1@GCF_000337175.1 -            235 Rib_5-P_isom_A       PF06026.21   173   1.1e-62  204.4   0.0   1   1     2e-64   1.3e-62  204.1   0.0     2   173    55   229    54   229 0.96 -
WP_007110068.1@GCF_000731985.1 -            235 Rib_5-P_isom_A       PF06026.21   173   1.7e-62  203.7   0.0   1   1     3e-64     2e-62  203.5   0.0     2   173    55   229    54   229 0.96 -
WP_058381517.1@GCF_001465795.2 -            165 Rubrerythrin         PF02915.24   137   5.7e-09   30.2   4.8   1   1   4.1e-11   8.2e-09   29.6   4.8     1   124     8   125     8   141 0.74 -
WP_082233107.1@GCF_900166625.1 -            191 SACK1                PF07894.19   274   1.5e-10   34.7   0.6   1   1   4.8e-12   9.7e-10   32.0   0.6   109   255    28   158    18   176 0.79 -
WP_006183084.1@GCF_000230735.2 -            373 SBP_bac_1            PF01547.31   307   2.4e-12   41.0   0.9   1   1   4.9e-14   3.3e-12   40.6   0.9    13   307    67   314    54   314 0.69 -
WP_008456178.1@GCF_000337175.1 -            359 SBP_bac_1            PF01547.31   307   6.5e-10   33.1   0.2   1   1   1.4e-11   9.4e-10   32.5   0.2    13   307    54   300    39   300 0.70 -
WP_049900695.1@GCF_000731985.1 -            359 SBP_bac_1            PF01547.31   307   8.1e-10   32.7   0.2   1   1     2e-11   1.3e-09   32.1   0.2    13   307    54   300    41   300 0.68 -
NZ_LR134263.1_328@GCF_900636325.1 -            499 SBP_bac_5            PF00496.28   369   6.9e-71  232.9   7.6   1   1   4.4e-73     9e-71  232.5   7.6     1   367    70   415    70   417 0.92 -
WP_006183084.1@GCF_000230735.2 -            373 SBP_bac_6            PF13343.12   245     9e-26   84.4   0.0   1   1   1.7e-27   1.1e-25   84.1   0.0    22   224   121   330   105   356 0.90 -
WP_049900695.1@GCF_000731985.1 -            359 SBP_bac_6            PF13343.12   245   1.4e-22   74.0   0.0   1   1   2.7e-24   1.8e-22   73.6   0.0    30   226   114   321    83   332 0.90 -
WP_008456178.1@GCF_000337175.1 -            359 SBP_bac_6            PF13343.12   245     3e-22   72.9   0.0   1   1   6.1e-24   4.1e-22   72.4   0.0    25   227   109   320   104   331 0.91 -
WP_008456178.1@GCF_000337175.1 -            359 SBP_bac_8            PF13416.12   279   4.9e-19   62.8   0.0   1   1   8.7e-21   5.8e-19   62.5   0.0     3   278    56   330    54   331 0.75 -
WP_006183084.1@GCF_000230735.2 -            373 SBP_bac_8            PF13416.12   279   3.6e-18   59.9   0.1   1   1   6.5e-20   4.4e-18   59.6   0.1     6   278    72   344    67   345 0.73 -
WP_049900695.1@GCF_000731985.1 -            359 SBP_bac_8            PF13416.12   279   5.7e-18   59.2   0.1   1   1   9.9e-20   6.7e-18   59.0   0.1     4   278    57   330    54   331 0.69 -
WP_082233097.1@GCF_900166625.1 -            273 SDR                  PF23441.1    258   4.9e-10   32.8   0.1   1   1   2.8e-12   5.6e-10   32.6   0.1     4   256     3   254     1   256 0.80 -
NZ_LR134263.1_326@GCF_900636325.1 -            147 SecB                 PF02556.20   141   1.3e-09   31.8   0.3   1   1   2.5e-11   5.1e-09   29.9   0.3    68   129    61   128    12   138 0.76 -
WP_001832974.1@GCF_006742205.1 -            184 Ser_hydrolase        PF06821.20   171   7.5e-21   68.4   0.0   1   1   4.8e-23   9.6e-21   68.1   0.0     1   164     4   173     4   179 0.83 -
WP_002456423.1@GCF_006742205.1 -             70 SH3b_P2              PF25606.2     94   3.3e-09   30.7   0.0   1   1   2.4e-11   4.9e-09   30.2   0.0     1    33    35    70    35    70 0.94 -
WP_236634692.1@GCF_003226345.1 -            187 Sigma70_r2           PF04542.21    71   4.4e-18   58.6   0.3   1   1   4.2e-20   8.4e-18   57.7   0.3     1    67    28    92    28    96 0.96 -
WP_236634692.1@GCF_003226345.1 -            187 Sigma70_r4_2         PF08281.19    54   4.5e-16   52.0   0.2   1   1   3.6e-18   7.3e-16   51.3   0.2     2    54   126   178   125   178 0.96 -
WP_058381528.1@GCF_001465795.2 -             65 TatA_B_E             PF02416.22    48   8.8e-20   63.8   0.3   1   1   1.1e-21   1.1e-19   63.5   0.3     2    47     3    48     1    49 0.95 -
WP_058381526.1@GCF_001465795.2 -             72 TatA_B_E             PF02416.22    48   1.4e-18   59.9   0.6   1   1   1.7e-20   1.7e-18   59.6   0.6     2    48     3    49     1    49 0.95 -
WP_058381527.1@GCF_001465795.2 -            245 TatC                 PF00902.24   208   1.1e-58  192.0  19.8   1   1   6.8e-61   1.4e-58  191.8  19.8     1   208     9   217     9   217 0.96 -
NZ_LR134263.1_322@GCF_900636325.1 -            205 TehB                 PF03848.21   193   1.7e-08   27.8   0.0   1   1   1.2e-10   2.4e-08   27.3   0.0    19   131    29   135    17   148 0.81 -
WP_103370990.1@GCF_002902305.1 -            264 TerC                 PF03741.23   178   3.6e-50  163.8   1.8   1   1   1.8e-52   3.6e-50  163.8   1.8     3   176    16   215    14   217 0.93 -
WP_006183086.1@GCF_000230735.2 -            345 TOBE_2               PF08402.17    76   1.4e-09   31.7   1.8   1   1   1.1e-10   7.3e-09   29.4   0.4     1    75   276   341   276   342 0.87 -
WP_007110053.1@GCF_000731985.1 -            349 TOBE_2               PF08402.17    76   1.8e-09   31.3   0.2   1   1   9.8e-11   6.6e-09   29.5   0.2     2    76   281   346   280   346 0.90 -
WP_008456175.1@GCF_000337175.1 -            349 TOBE_2               PF08402.17    76   1.3e-08   28.6   0.1   1   1     8e-10   5.4e-08   26.6   0.1     2    75   281   345   280   346 0.86 -
WP_014862879.1@GCF_000337175.1 -            642 TrkA_C               PF02080.27    71   5.1e-22   71.3   3.3   1   2     4e-12   2.7e-10   33.8   1.2     1    67   245   312   245   314 0.92 -
WP_014862879.1@GCF_000337175.1 -            642 TrkA_C               PF02080.27    71   5.1e-22   71.3   3.3   2   2     7e-13   4.7e-11   36.2   0.1     1    67   339   406   339   408 0.96 -
WP_172637306.1@GCF_000230735.2 -            622 TrkA_C               PF02080.27    71   1.3e-21   70.1   3.7   1   2   1.4e-11   9.7e-10   32.0   0.7     1    68   225   293   225   295 0.90 -
WP_172637306.1@GCF_000230735.2 -            622 TrkA_C               PF02080.27    71   1.3e-21   70.1   3.7   2   2   1.3e-13   8.5e-12   38.6   0.1     1    67   319   386   319   388 0.96 -
WP_007110050.1@GCF_000731985.1 -            627 TrkA_C               PF02080.27    71   3.4e-21   68.7   4.3   1   2   3.9e-12   2.6e-10   33.8   1.2     1    67   230   297   230   299 0.92 -
WP_007110050.1@GCF_000731985.1 -            627 TrkA_C               PF02080.27    71   3.4e-21   68.7   4.3   2   2   1.2e-12   8.3e-11   35.4   0.1     1    67   324   391   324   393 0.96 -
WP_049406746.1@GCF_002902305.1 -            452 TrkH                 PF02386.23   502     1e-66  219.0  29.7   1   1   6.9e-69   1.4e-66  218.6  29.7    60   489    41   432     8   442 0.89 -
WP_103370991.1@GCF_002902305.1 -            653 Trypsin              PF00089.33   220   2.6e-15   50.5   0.3   1   1   3.5e-17     7e-15   49.0   0.3    36   217   381   540   360   543 0.80 -
WP_103370991.1@GCF_002902305.1 -            653 Trypsin_2            PF13365.13   145   4.1e-32  105.6   0.6   1   1   5.1e-34     1e-31  104.3   0.6     1   145   368   517   368   517 0.95 -
WP_070502992.1@GCF_002902305.1 -            312 UbiA                 PF01040.24   250   1.6e-35  116.2  19.7   1   1   1.1e-37   2.1e-35  115.8  19.7     6   238    31   279    26   308 0.83 -
WP_002456355.1@GCF_006742205.1 -            353 URO-D                PF01208.24   346  2.4e-127  418.3   0.0   1   1  1.3e-129  2.7e-127  418.1   0.0     2   346    13   350    12   350 0.98 -
WP_002457867.1@GCF_006742205.1 -             82 YidD                 PF01809.24    67   2.5e-34  110.6   0.3   1   1   1.4e-36   2.8e-34  110.5   0.3     1    67     2    68     2    68 0.98 -
WP_082233099.1@GCF_900166625.1 -            244 YqcI_YcgG            PF08892.17   211   6.7e-73  238.6   0.1   1   1   7.8e-75   7.9e-73  238.4   0.1     1   211    32   240    32   240 0.99 -
WP_082233109.1@GCF_900166625.1 -            242 YqcI_YcgG            PF08892.17   211     9e-70  228.4   3.5   1   1     1e-71     1e-69  228.2   3.5     2   211    26   239    25   239 0.97 -
WP_167386221.1@GCF_002902305.1 -             77 YueH                 PF14166.12    79   2.9e-21   68.8   1.5   1   1   1.6e-23   3.1e-21   68.7   1.5    11    77    11    76     2    77 0.91 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /Users/rs1521/workspace/data/Pfam_38/Pfam-A.hmm
# Target file:     sequences/gene_context/gene_context_proteins.fasta
# Option settings: hmmsearch -o /dev/null --domtblout sequences/gene_context/pfam_38.domtblout.txt --cut_ga --cpu 4 /Users/rs1521/workspace/data/Pfam_38/Pfam-A.hmm sequences/gene_context/gene_context_proteins.fasta 
# Current dir:     /Users/rs1521/Documents/STAPHC8
# Date:            Sun Sep 14 15:18:02 2025
# [ok]
