#                                                                                   --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name                     accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ----------           -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
WP_008456175.1@GCF_000337175.1    -          WP_008456194.1@GCF_000337175.1 -            6.9e-33  107.7   2.1   1.2e-32  106.8   2.1   1.4   1   0   0   1   1   1   1 -
WP_007110053.1@GCF_000731985.1    -          WP_008456194.1@GCF_000337175.1 -            5.6e-32  104.7   2.4   7.6e-32  104.2   2.4   1.1   1   0   0   1   1   1   1 -
WP_006183086.1@GCF_000230735.2    -          WP_008456194.1@GCF_000337175.1 -            2.2e-30   99.5   1.9   3.2e-30   98.9   1.9   1.2   1   0   0   1   1   1   1 -
WP_007110066.1@GCF_000731985.1    -          WP_008456194.1@GCF_000337175.1 -            3.9e-22   72.4   4.9   7.8e-22   71.4   3.4   1.9   1   1   1   2   2   2   1 -
WP_008456196.1@GCF_000337175.1    -          WP_008456194.1@GCF_000337175.1 -            4.7e-22   72.2   3.8   1.5e-21   70.5   3.4   1.8   1   1   1   2   2   2   1 -
WP_004043237.1@GCF_000025685.1    -          WP_008456194.1@GCF_000337175.1 -            7.3e-22   71.5   6.2     9e-22   71.2   6.2   1.1   1   0   0   1   1   1   1 -
WP_015299278.1@GCF_000230735.2    -          WP_008456194.1@GCF_000337175.1 -            7.8e-22   71.4   4.8   1.2e-21   70.9   3.0   1.9   1   1   1   2   2   2   1 -
WP_110516875.1@GCF_003226345.1    -          WP_008456194.1@GCF_000337175.1 -            6.4e-16   52.1   0.1   1.2e-15   51.1   0.1   1.3   1   1   0   1   1   1   1 -
NZ_LR134263.1_331@GCF_900636325.1 -          WP_008456194.1@GCF_000337175.1 -            7.7e-15   48.5   0.0   1.2e-14   47.9   0.0   1.2   1   0   0   1   1   1   1 -
WP_008456195.1@GCF_000337175.1 -          WP_008456195.1@GCF_000337175.1 -            5.9e-67  216.1   4.9   6.5e-67  216.0   4.9   1.0   1   0   0   1   1   1   1 -
WP_007110065.1@GCF_000731985.1 -          WP_008456195.1@GCF_000337175.1 -            1.6e-58  189.0   6.8   1.8e-58  188.9   6.8   1.0   1   0   0   1   1   1   1 -
WP_006183074.1@GCF_000230735.2 -          WP_008456195.1@GCF_000337175.1 -            2.3e-41  133.9   3.6   2.6e-41  133.7   3.6   1.0   1   0   0   1   1   1   1 -
WP_008456196.1@GCF_000337175.1    -          WP_008456196.1@GCF_000337175.1 -           4.8e-202  663.0  11.4  5.3e-202  662.8  11.4   1.0   1   0   0   1   1   1   1 -
WP_007110066.1@GCF_000731985.1    -          WP_008456196.1@GCF_000337175.1 -           6.5e-198  649.4  10.4  7.2e-198  649.3  10.4   1.0   1   0   0   1   1   1   1 -
WP_015299278.1@GCF_000230735.2    -          WP_008456196.1@GCF_000337175.1 -           5.8e-168  551.1  10.7  6.5e-168  551.0  10.7   1.0   1   0   0   1   1   1   1 -
WP_004043237.1@GCF_000025685.1    -          WP_008456196.1@GCF_000337175.1 -            2.1e-84  276.8   5.4   2.6e-84  276.5   5.4   1.1   1   0   0   1   1   1   1 -
WP_006183086.1@GCF_000230735.2    -          WP_008456196.1@GCF_000337175.1 -            1.1e-30  100.5   1.0   1.7e-30   99.9   1.0   1.2   1   0   0   1   1   1   1 -
WP_007110053.1@GCF_000731985.1    -          WP_008456196.1@GCF_000337175.1 -              7e-27   88.1   1.8     1e-26   87.5   1.8   1.2   1   0   0   1   1   1   1 -
WP_008456175.1@GCF_000337175.1    -          WP_008456196.1@GCF_000337175.1 -            2.3e-24   79.8   2.1   3.3e-24   79.3   1.8   1.3   1   1   0   1   1   1   1 -
WP_006183075.1@GCF_000230735.2    -          WP_008456196.1@GCF_000337175.1 -            9.5e-23   74.5   3.0   1.3e-22   74.1   3.0   1.1   1   0   0   1   1   1   1 -
WP_007110064.1@GCF_000731985.1    -          WP_008456196.1@GCF_000337175.1 -            9.9e-22   71.2   4.1   1.3e-21   70.8   4.1   1.2   1   0   0   1   1   1   1 -
WP_008456194.1@GCF_000337175.1    -          WP_008456196.1@GCF_000337175.1 -            1.3e-21   70.8   3.5   1.9e-21   70.3   3.5   1.1   1   0   0   1   1   1   1 -
WP_110516875.1@GCF_003226345.1    -          WP_008456196.1@GCF_000337175.1 -            2.1e-14   47.1   0.1   3.8e-14   46.3   0.1   1.3   1   1   0   1   1   1   1 -
NZ_LR134263.1_331@GCF_900636325.1 -          WP_008456196.1@GCF_000337175.1 -            1.6e-11   37.7   0.0   1.5e-07   24.6   0.0   2.0   2   0   0   2   2   2   2 -
WP_008456197.1@GCF_000337175.1 -          WP_008456197.1@GCF_000337175.1 -           3.4e-175  574.6  28.2  3.8e-175  574.4  28.2   1.0   1   0   0   1   1   1   1 -
WP_007110067.1@GCF_000731985.1 -          WP_008456197.1@GCF_000337175.1 -           5.2e-161  528.1  27.0  5.8e-161  527.9  27.0   1.0   1   0   0   1   1   1   1 -
WP_006183072.1@GCF_000230735.2 -          WP_008456197.1@GCF_000337175.1 -           3.7e-127  417.1  27.2  4.1e-127  416.9  27.2   1.0   1   0   0   1   1   1   1 -
WP_013035087.1@GCF_000025685.1 -          WP_008456197.1@GCF_000337175.1 -            1.3e-18   61.1  23.8   2.3e-17   57.1  15.6   2.2   1   1   1   2   2   2   2 -
WP_008456198.1@GCF_000337175.1 -          WP_008456198.1@GCF_000337175.1 -           1.4e-150  492.8  18.0  1.5e-150  492.6  18.0   1.0   1   0   0   1   1   1   1 -
WP_007110068.1@GCF_000731985.1 -          WP_008456198.1@GCF_000337175.1 -           1.6e-144  472.9  18.2  1.8e-144  472.8  18.2   1.0   1   0   0   1   1   1   1 -
WP_006183071.1@GCF_000230735.2 -          WP_008456198.1@GCF_000337175.1 -           6.8e-125  408.7  18.8  7.6e-125  408.6  18.8   1.0   1   0   0   1   1   1   1 -
WP_008456199.1@GCF_000337175.1 -          WP_008456199.1@GCF_000337175.1 -            7.5e-99  321.4   5.0   8.3e-99  321.2   5.0   1.0   1   0   0   1   1   1   1 -
WP_006183070.1@GCF_000230735.2 -          WP_008456199.1@GCF_000337175.1 -            2.4e-22   73.1   2.9   2.5e-22   73.0   2.9   1.0   1   0   0   1   1   1   1 -
WP_006183070.1@GCF_000230735.2 -          WP_006183070.1@GCF_000230735.2 -            8.8e-92  298.0   7.5   9.8e-92  297.9   7.5   1.0   1   0   0   1   1   1   1 -
WP_008456199.1@GCF_000337175.1 -          WP_006183070.1@GCF_000230735.2 -            1.4e-22   73.7   2.2   1.6e-22   73.5   2.2   1.0   1   0   0   1   1   1   1 -
WP_006183071.1@GCF_000230735.2 -          WP_006183071.1@GCF_000230735.2 -           2.2e-149  488.9  19.9  2.5e-149  488.8  19.9   1.0   1   0   0   1   1   1   1 -
WP_007110068.1@GCF_000731985.1 -          WP_006183071.1@GCF_000230735.2 -           1.3e-126  414.4  18.4  1.5e-126  414.3  18.4   1.0   1   0   0   1   1   1   1 -
WP_008456198.1@GCF_000337175.1 -          WP_006183071.1@GCF_000230735.2 -           5.9e-125  409.0  18.3  6.6e-125  408.9  18.3   1.0   1   0   0   1   1   1   1 -
WP_006183072.1@GCF_000230735.2 -          WP_006183072.1@GCF_000230735.2 -           5.6e-179  587.1  30.4  6.2e-179  587.0  30.4   1.0   1   0   0   1   1   1   1 -
WP_008456197.1@GCF_000337175.1 -          WP_006183072.1@GCF_000230735.2 -           2.6e-127  417.7  27.0  2.9e-127  417.5  27.0   1.0   1   0   0   1   1   1   1 -
WP_007110067.1@GCF_000731985.1 -          WP_006183072.1@GCF_000230735.2 -             3e-127  417.5  26.2  3.3e-127  417.3  26.2   1.0   1   0   0   1   1   1   1 -
WP_013035087.1@GCF_000025685.1 -          WP_006183072.1@GCF_000230735.2 -            6.3e-18   58.8  25.8   9.6e-17   54.9  25.8   2.2   1   1   0   1   1   1   1 -
WP_015299278.1@GCF_000230735.2    -          WP_015299278.1@GCF_000230735.2 -           1.6e-204  671.5  11.2  1.7e-204  671.3  11.2   1.0   1   0   0   1   1   1   1 -
WP_008456196.1@GCF_000337175.1    -          WP_015299278.1@GCF_000230735.2 -           7.3e-168  551.1  10.4  8.1e-168  550.9  10.4   1.0   1   0   0   1   1   1   1 -
WP_007110066.1@GCF_000731985.1    -          WP_015299278.1@GCF_000230735.2 -           1.7e-167  549.8   9.7  1.9e-167  549.7   9.7   1.0   1   0   0   1   1   1   1 -
WP_004043237.1@GCF_000025685.1    -          WP_015299278.1@GCF_000230735.2 -            6.1e-84  275.6   5.0   7.6e-84  275.3   5.0   1.1   1   0   0   1   1   1   1 -
WP_006183086.1@GCF_000230735.2    -          WP_015299278.1@GCF_000230735.2 -            1.4e-25   84.0   1.2   2.1e-25   83.4   1.2   1.2   1   0   0   1   1   1   1 -
WP_007110053.1@GCF_000731985.1    -          WP_015299278.1@GCF_000230735.2 -            6.3e-25   81.8   1.8   9.3e-25   81.3   1.8   1.2   1   0   0   1   1   1   1 -
WP_008456175.1@GCF_000337175.1    -          WP_015299278.1@GCF_000230735.2 -            1.1e-23   77.8   1.4   1.6e-23   77.2   1.4   1.2   1   0   0   1   1   1   1 -
WP_006183075.1@GCF_000230735.2    -          WP_015299278.1@GCF_000230735.2 -            8.2e-22   71.6   2.7   1.3e-21   71.0   2.7   1.2   1   0   0   1   1   1   1 -
WP_008456194.1@GCF_000337175.1    -          WP_015299278.1@GCF_000230735.2 -            1.9e-21   70.4   3.6   2.5e-21   70.0   3.6   1.1   1   0   0   1   1   1   1 -
WP_007110064.1@GCF_000731985.1    -          WP_015299278.1@GCF_000230735.2 -            2.5e-21   70.0   4.4   3.5e-21   69.6   4.4   1.1   1   0   0   1   1   1   1 -
WP_110516875.1@GCF_003226345.1    -          WP_015299278.1@GCF_000230735.2 -            4.4e-12   39.7   0.0   7.8e-12   38.9   0.0   1.3   1   1   0   1   1   1   1 -
NZ_LR134263.1_331@GCF_900636325.1 -          WP_015299278.1@GCF_000230735.2 -            4.2e-09   29.9   0.0   1.4e-05   18.4   0.0   2.0   2   0   0   2   2   2   2 -
WP_006183074.1@GCF_000230735.2 -          WP_006183074.1@GCF_000230735.2 -            3.3e-67  216.8   4.0   3.7e-67  216.7   4.0   1.0   1   0   0   1   1   1   1 -
WP_007110065.1@GCF_000731985.1 -          WP_006183074.1@GCF_000230735.2 -            1.7e-43  140.7   5.6   1.9e-43  140.5   5.6   1.0   1   0   0   1   1   1   1 -
WP_008456195.1@GCF_000337175.1 -          WP_006183074.1@GCF_000230735.2 -            2.6e-41  133.7   4.0   2.9e-41  133.5   4.0   1.0   1   0   0   1   1   1   1 -
WP_006183075.1@GCF_000230735.2    -          WP_006183075.1@GCF_000230735.2 -           3.5e-163  534.0   7.9  3.9e-163  533.9   7.9   1.0   1   0   0   1   1   1   1 -
WP_008456194.1@GCF_000337175.1    -          WP_006183075.1@GCF_000230735.2 -           3.5e-138  452.2   6.9  4.2e-138  452.0   6.9   1.1   1   0   0   1   1   1   1 -
WP_007110064.1@GCF_000731985.1    -          WP_006183075.1@GCF_000230735.2 -           1.6e-135  443.5   7.6  1.9e-135  443.3   7.6   1.0   1   0   0   1   1   1   1 -
WP_008456175.1@GCF_000337175.1    -          WP_006183075.1@GCF_000230735.2 -            4.2e-35  114.9   2.2   6.3e-35  114.3   2.2   1.2   1   0   0   1   1   1   1 -
WP_007110053.1@GCF_000731985.1    -          WP_006183075.1@GCF_000230735.2 -            2.4e-34  112.5   2.7   3.2e-34  112.0   2.7   1.1   1   0   0   1   1   1   1 -
WP_006183086.1@GCF_000230735.2    -          WP_006183075.1@GCF_000230735.2 -            3.7e-34  111.8   1.3   5.2e-34  111.3   1.3   1.2   1   0   0   1   1   1   1 -
WP_007110066.1@GCF_000731985.1    -          WP_006183075.1@GCF_000230735.2 -            2.6e-23   76.4   4.7   9.8e-23   74.4   3.4   2.1   1   1   0   2   2   2   1 -
WP_008456196.1@GCF_000337175.1    -          WP_006183075.1@GCF_000230735.2 -            6.2e-23   75.1   4.3   2.4e-22   73.2   3.3   2.0   1   1   1   2   2   2   1 -
WP_015299278.1@GCF_000230735.2    -          WP_006183075.1@GCF_000230735.2 -            7.3e-22   71.6   4.9     2e-21   70.1   3.3   2.0   2   0   0   2   2   2   1 -
WP_004043237.1@GCF_000025685.1    -          WP_006183075.1@GCF_000230735.2 -            3.6e-20   66.1   4.0   4.3e-20   65.8   4.0   1.1   1   0   0   1   1   1   1 -
WP_110516875.1@GCF_003226345.1    -          WP_006183075.1@GCF_000230735.2 -            1.5e-17   57.5   0.1   2.6e-17   56.7   0.1   1.3   1   1   0   1   1   1   1 -
NZ_LR134263.1_331@GCF_900636325.1 -          WP_006183075.1@GCF_000230735.2 -            5.7e-15   49.0   0.0   8.5e-15   48.5   0.0   1.2   1   0   0   1   1   1   1 -
WP_006183076.1@GCF_000230735.2 -          WP_006183076.1@GCF_000230735.2 -           9.4e-278  914.4  21.8    1e-277  914.2  21.8   1.0   1   0   0   1   1   1   1 -
WP_007110063.1@GCF_000731985.1 -          WP_006183076.1@GCF_000230735.2 -           7.9e-236  776.3  22.3    9e-236  776.1  22.3   1.0   1   0   0   1   1   1   1 -
WP_008456193.1@GCF_000337175.1 -          WP_006183076.1@GCF_000230735.2 -           5.4e-235  773.5  21.1  6.1e-235  773.4  21.1   1.0   1   0   0   1   1   1   1 -
WP_006183077.1@GCF_000230735.2 -          WP_006183077.1@GCF_000230735.2 -           9.2e-118  384.1  11.3    1e-117  384.0  11.3   1.0   1   0   0   1   1   1   1 -
WP_008456191.1@GCF_000337175.1 -          WP_006183077.1@GCF_000230735.2 -            2.7e-53  174.0  21.7   1.2e-52  171.9  21.7   1.8   1   1   0   1   1   1   1 -
WP_007110062.1@GCF_000731985.1 -          WP_006183077.1@GCF_000230735.2 -            2.1e-52  171.1  30.0   3.4e-51  167.2  30.0   1.9   1   1   0   1   1   1   1 -
WP_006183078.1@GCF_000230735.2 -          WP_006183078.1@GCF_000230735.2 -              2e-42  135.5   3.8   2.1e-42  135.4   3.8   1.0   1   0   0   1   1   1   1 -
WP_241432499.1@GCF_000337175.1 -          WP_006183078.1@GCF_000230735.2 -            2.3e-25   81.7   0.5   2.4e-25   81.7   0.5   1.0   1   0   0   1   1   1   1 -
WP_239647725.1@GCF_000731985.1 -          WP_006183078.1@GCF_000230735.2 -            1.2e-23   76.3   0.6   1.2e-23   76.3   0.6   1.0   1   0   0   1   1   1   1 -
WP_006183079.1@GCF_000230735.2 -          WP_006183079.1@GCF_000230735.2 -                  0 1045.1  46.2         0 1044.9  46.2   1.0   1   0   0   1   1   1   1 -
WP_007110060.1@GCF_000731985.1 -          WP_006183079.1@GCF_000230735.2 -             5e-170  560.1  49.0  5.9e-170  559.9  49.0   1.0   1   0   0   1   1   1   1 -
WP_008456185.1@GCF_000337175.1 -          WP_006183079.1@GCF_000230735.2 -           3.6e-166  547.4  48.6  4.3e-166  547.1  48.6   1.0   1   0   0   1   1   1   1 -
WP_006183080.1@GCF_000230735.2 -          WP_006183080.1@GCF_000230735.2 -            5.2e-45  144.2   2.4   5.7e-45  144.0   2.4   1.0   1   0   0   1   1   1   1 -
WP_049888469.1@GCF_000337175.1 -          WP_006183080.1@GCF_000230735.2 -            5.4e-34  109.3   1.6   5.8e-34  109.2   1.6   1.0   1   0   0   1   1   1   1 -
WP_007110059.1@GCF_000731985.1 -          WP_006183080.1@GCF_000230735.2 -            1.4e-32  104.9   1.6   1.5e-32  104.8   1.6   1.0   1   0   0   1   1   1   1 -
WP_049914850.1@GCF_000025685.1 -          WP_006183080.1@GCF_000230735.2 -            5.2e-10   33.5   3.1   5.8e-10   33.3   3.1   1.0   1   0   0   1   1   1   1 -
WP_006183081.1@GCF_000230735.2 -          WP_006183081.1@GCF_000230735.2 -           2.8e-186  610.5   3.9  3.1e-186  610.4   3.9   1.0   1   0   0   1   1   1   1 -
WP_007110058.1@GCF_000731985.1 -          WP_006183081.1@GCF_000230735.2 -            7.7e-89  291.1   0.3   9.7e-89  290.8   0.3   1.0   1   0   0   1   1   1   1 -
WP_004043227.1@GCF_000025685.1 -          WP_006183081.1@GCF_000230735.2 -            1.7e-10   34.3   0.1   2.1e-10   34.0   0.1   1.0   1   0   0   1   1   1   1 -
WP_015299281.1@GCF_000230735.2 -          WP_015299281.1@GCF_000230735.2 -           3.5e-187  613.7  30.6  3.9e-187  613.5  30.6   1.0   1   0   0   1   1   1   1 -
WP_007110057.1@GCF_000731985.1 -          WP_015299281.1@GCF_000230735.2 -           5.2e-100  327.8  14.7  5.8e-100  327.7  14.7   1.0   1   0   0   1   1   1   1 -
WP_004043226.1@GCF_000025685.1 -          WP_015299281.1@GCF_000230735.2 -            7.1e-46  150.3  17.0     1e-45  149.7  17.0   1.3   1   0   0   1   1   1   1 -
WP_241432498.1@GCF_000337175.1 -          WP_015299281.1@GCF_000230735.2 -            4.8e-44  144.3  16.2   5.2e-44  144.1  16.2   1.0   1   0   0   1   1   1   1 -
WP_006183083.1@GCF_000230735.2 -          WP_006183083.1@GCF_000230735.2 -           2.3e-231  761.0  31.5  2.6e-231  760.8  31.5   1.0   1   0   0   1   1   1   1 -
WP_007110056.1@GCF_000731985.1 -          WP_006183083.1@GCF_000230735.2 -           2.3e-183  603.1  29.5  2.6e-183  603.0  29.5   1.0   1   0   0   1   1   1   1 -
WP_008456180.1@GCF_000337175.1 -          WP_006183083.1@GCF_000230735.2 -           1.7e-180  593.7  32.3  1.8e-180  593.6  32.3   1.0   1   0   0   1   1   1   1 -
WP_006183084.1@GCF_000230735.2 -          WP_006183084.1@GCF_000230735.2 -           2.7e-255  840.1  24.9  3.1e-255  839.9  24.9   1.0   1   0   0   1   1   1   1 -
WP_049900695.1@GCF_000731985.1 -          WP_006183084.1@GCF_000230735.2 -           2.6e-145  478.1  14.2  3.7e-145  477.6  14.2   1.2   1   0   0   1   1   1   1 -
WP_008456178.1@GCF_000337175.1 -          WP_006183084.1@GCF_000230735.2 -           4.3e-144  474.1  12.5  5.6e-144  473.7  12.5   1.1   1   0   0   1   1   1   1 -
WP_006183085.1@GCF_000230735.2 -          WP_006183085.1@GCF_000230735.2 -                  0 1326.1  61.6         0 1325.9  61.6   1.0   1   0   0   1   1   1   1 -
WP_007110054.1@GCF_000731985.1 -          WP_006183085.1@GCF_000230735.2 -                  0 1108.2  59.0         0 1107.9  59.0   1.0   1   0   0   1   1   1   1 -
WP_008456176.1@GCF_000337175.1 -          WP_006183085.1@GCF_000230735.2 -                  0 1107.5  59.4         0 1107.3  59.4   1.0   1   0   0   1   1   1   1 -
WP_006183086.1@GCF_000230735.2    -          WP_006183086.1@GCF_000230735.2 -           5.7e-229  752.3  11.0  6.4e-229  752.1  11.0   1.0   1   0   0   1   1   1   1 -
WP_007110053.1@GCF_000731985.1    -          WP_006183086.1@GCF_000230735.2 -             2e-176  579.6   8.5  2.2e-176  579.4   8.5   1.0   1   0   0   1   1   1   1 -
WP_008456175.1@GCF_000337175.1    -          WP_006183086.1@GCF_000230735.2 -           1.3e-173  570.3   7.3  1.5e-173  570.1   7.3   1.0   1   0   0   1   1   1   1 -
WP_006183075.1@GCF_000230735.2    -          WP_006183086.1@GCF_000230735.2 -            4.2e-34  111.8   2.2   4.9e-34  111.6   2.2   1.0   1   0   0   1   1   1   1 -
WP_007110066.1@GCF_000731985.1    -          WP_006183086.1@GCF_000230735.2 -            5.6e-31  101.5   2.9   6.3e-31  101.3   1.9   1.4   1   1   1   2   2   2   1 -
WP_008456196.1@GCF_000337175.1    -          WP_006183086.1@GCF_000230735.2 -            1.9e-30   99.8   3.3   2.1e-30   99.6   1.7   1.7   1   1   1   2   2   2   1 -
WP_008456194.1@GCF_000337175.1    -          WP_006183086.1@GCF_000230735.2 -            2.6e-30   99.3   2.2   3.2e-30   99.0   2.2   1.0   1   0   0   1   1   1   1 -
WP_007110064.1@GCF_000731985.1    -          WP_006183086.1@GCF_000230735.2 -            4.1e-30   98.7   2.2     5e-30   98.4   2.2   1.0   1   0   0   1   1   1   1 -
WP_004043237.1@GCF_000025685.1    -          WP_006183086.1@GCF_000230735.2 -            1.5e-27   90.3   2.7   1.9e-27   89.9   2.7   1.0   1   0   0   1   1   1   1 -
WP_015299278.1@GCF_000230735.2    -          WP_006183086.1@GCF_000230735.2 -            1.4e-25   83.8   2.3   1.8e-25   83.4   1.9   1.3   1   1   0   1   1   1   1 -
WP_110516875.1@GCF_003226345.1    -          WP_006183086.1@GCF_000230735.2 -            3.6e-25   82.4   0.0   4.3e-25   82.2   0.0   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_331@GCF_900636325.1 -          WP_006183086.1@GCF_000230735.2 -            1.8e-17   57.2   0.0   2.3e-17   56.8   0.0   1.0   1   0   0   1   1   1   1 -
WP_006183087.1@GCF_000230735.2 -          WP_006183087.1@GCF_000230735.2 -            2.7e-66  213.7   6.1     3e-66  213.6   6.1   1.0   1   0   0   1   1   1   1 -
WP_007110052.1@GCF_000731985.1 -          WP_006183087.1@GCF_000230735.2 -            9.7e-45  144.6   1.4   1.1e-44  144.5   1.4   1.0   1   0   0   1   1   1   1 -
WP_008456173.1@GCF_000337175.1 -          WP_006183087.1@GCF_000230735.2 -            1.7e-36  118.2   0.3     2e-36  118.0   0.3   1.1   1   0   0   1   1   1   1 -
WP_006183088.1@GCF_000230735.2 -          WP_006183088.1@GCF_000230735.2 -            1.8e-34  110.2  22.0   1.9e-34  110.1  22.0   1.0   1   0   0   1   1   1   1 -
WP_007110051.1@GCF_000731985.1 -          WP_006183088.1@GCF_000230735.2 -              6e-16   52.1  18.5   6.4e-16   52.0  18.5   1.1   1   0   0   1   1   1   1 -
WP_172637306.1@GCF_000230735.2 -          WP_172637306.1@GCF_000230735.2 -                  0 1323.7  33.4         0 1323.5  33.4   1.0   1   0   0   1   1   1   1 -
WP_007110050.1@GCF_000731985.1 -          WP_172637306.1@GCF_000230735.2 -                  0 1192.8  31.4         0 1192.7  31.4   1.0   1   0   0   1   1   1   1 -
WP_014862879.1@GCF_000337175.1 -          WP_172637306.1@GCF_000230735.2 -                  0 1189.6  31.9         0 1189.5  31.9   1.0   1   0   0   1   1   1   1 -
WP_110516904.1@GCF_003226345.1 -          WP_172637306.1@GCF_000230735.2 -            1.2e-16   54.0  27.5   5.5e-12   38.7   9.3   3.1   2   1   0   2   2   2   2 -
WP_006183090.1@GCF_000230735.2 -          WP_006183090.1@GCF_000230735.2 -            1.2e-59  191.8  11.7   1.3e-59  191.7  11.7   1.0   1   0   0   1   1   1   1 -
WP_008456168.1@GCF_000337175.1 -          WP_006183090.1@GCF_000230735.2 -            2.1e-42  136.7  13.0   2.5e-42  136.4  13.0   1.1   1   0   0   1   1   1   1 -
WP_007110049.1@GCF_000731985.1 -          WP_006183090.1@GCF_000230735.2 -            7.3e-42  135.0  11.1     9e-42  134.7  11.1   1.1   1   0   0   1   1   1   1 -
WP_006183091.1@GCF_000230735.2 -          WP_006183091.1@GCF_000230735.2 -           4.4e-108  351.8  10.3  4.8e-108  351.7  10.3   1.0   1   0   0   1   1   1   1 -
WP_007110048.1@GCF_000731985.1 -          WP_006183091.1@GCF_000230735.2 -            1.1e-82  269.3   9.7   1.2e-82  269.1   9.7   1.0   1   0   0   1   1   1   1 -
WP_008456167.1@GCF_000337175.1 -          WP_006183091.1@GCF_000230735.2 -              3e-78  254.8   7.9   3.4e-78  254.6   7.9   1.0   1   0   0   1   1   1   1 -
WP_004043219.1@GCF_000025685.1 -          WP_004043219.1@GCF_000025685.1 -                  0 1032.4  16.3         0 1032.3  16.3   1.0   1   0   0   1   1   1   1 -
WP_013035193.1@GCF_000025685.1 -          WP_013035193.1@GCF_000025685.1 -                  0 1260.1  39.6         0 1260.0  39.6   1.0   1   0   0   1   1   1   1 -
WP_004043221.1@GCF_000025685.1 -          WP_004043221.1@GCF_000025685.1 -                  0 1093.4  16.9         0 1093.3  16.9   1.0   1   0   0   1   1   1   1 -
WP_004043222.1@GCF_000025685.1 -          WP_004043222.1@GCF_000025685.1 -           9.9e-303  996.9   6.8  1.1e-302  996.8   6.8   1.0   1   0   0   1   1   1   1 -
WP_004043223.1@GCF_000025685.1 -          WP_004043223.1@GCF_000025685.1 -           4.9e-111  361.4   6.4  5.4e-111  361.3   6.4   1.0   1   0   0   1   1   1   1 -
WP_004043225.1@GCF_000025685.1 -          WP_004043225.1@GCF_000025685.1 -           1.3e-154  505.6   5.4  1.4e-154  505.4   5.4   1.0   1   0   0   1   1   1   1 -
WP_004043226.1@GCF_000025685.1 -          WP_004043226.1@GCF_000025685.1 -           3.3e-200  657.3  21.3  3.7e-200  657.1  21.3   1.0   1   0   0   1   1   1   1 -
WP_015299281.1@GCF_000230735.2 -          WP_004043226.1@GCF_000025685.1 -            1.2e-44  146.8  20.9   1.5e-44  146.4  20.9   1.1   1   0   0   1   1   1   1 -
WP_007110057.1@GCF_000731985.1 -          WP_004043226.1@GCF_000025685.1 -            2.5e-39  129.2  21.9   4.4e-39  128.5  21.9   1.4   1   1   0   1   1   1   1 -
WP_241432498.1@GCF_000337175.1 -          WP_004043226.1@GCF_000025685.1 -            2.8e-25   83.1  14.4   3.7e-25   82.8  14.4   1.2   1   0   0   1   1   1   1 -
WP_004043227.1@GCF_000025685.1 -          WP_004043227.1@GCF_000025685.1 -           1.9e-179  587.8   3.9  2.1e-179  587.7   3.9   1.0   1   0   0   1   1   1   1 -
WP_007110058.1@GCF_000731985.1 -          WP_004043227.1@GCF_000025685.1 -            6.3e-14   45.6   0.0   8.2e-14   45.2   0.0   1.0   1   0   0   1   1   1   1 -
WP_006183081.1@GCF_000230735.2 -          WP_004043227.1@GCF_000025685.1 -            3.8e-10   33.2   0.0   4.9e-10   32.8   0.0   1.0   1   0   0   1   1   1   1 -
WP_004043228.1@GCF_000025685.1 -          WP_004043228.1@GCF_000025685.1 -            2.5e-43  137.8   0.1   2.8e-43  137.7   0.1   1.0   1   0   0   1   1   1   1 -
WP_171810344.1@GCF_000025685.1 -          WP_171810344.1@GCF_000025685.1 -            2.2e-82  266.7   7.2   2.4e-82  266.5   7.2   1.0   1   0   0   1   1   1   1 -
WP_049914850.1@GCF_000025685.1 -          WP_049914850.1@GCF_000025685.1 -            3.3e-46  148.0   7.8   3.6e-46  147.9   7.8   1.0   1   0   0   1   1   1   1 -
WP_006183080.1@GCF_000230735.2 -          WP_049914850.1@GCF_000025685.1 -              2e-10   34.7   1.5   2.1e-10   34.6   1.5   1.0   1   0   0   1   1   1   1 -
WP_049888469.1@GCF_000337175.1 -          WP_049914850.1@GCF_000025685.1 -            5.6e-09   30.1   1.1   6.8e-09   29.8   1.1   1.0   1   0   0   1   1   1   1 -
WP_007110059.1@GCF_000731985.1 -          WP_049914850.1@GCF_000025685.1 -            2.1e-08   28.3   0.9   2.2e-08   28.2   0.9   1.0   1   0   0   1   1   1   1 -
WP_004043231.1@GCF_000025685.1 -          WP_004043231.1@GCF_000025685.1 -           1.7e-197  648.4  31.1  1.9e-197  648.2  31.1   1.0   1   0   0   1   1   1   1 -
WP_004043232.1@GCF_000025685.1 -          WP_004043232.1@GCF_000025685.1 -            2.9e-77  249.9   2.3   3.2e-77  249.7   2.3   1.0   1   0   0   1   1   1   1 -
WP_004043233.1@GCF_000025685.1 -          WP_004043233.1@GCF_000025685.1 -            1.3e-65  211.9  11.0   1.4e-65  211.7  11.0   1.0   1   0   0   1   1   1   1 -
WP_049914851.1@GCF_000025685.1 -          WP_049914851.1@GCF_000025685.1 -           5.4e-137  448.2  35.2    6e-137  448.1  35.2   1.0   1   0   0   1   1   1   1 -
