core_protein_id,assembly_accession,protein_id,contig_id,source,type,start,end,na1,strand,na2,metadata,description
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043223.1,NC_013966.1,Protein Homology,CDS,322110,322643,.,+,0,"ID=cds-WP_004043223.1;Parent=gene-HVO_RS03230;Dbxref=GenBank:WP_004043223.1,GeneID:8923471;Name=WP_004043223.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004043223.1;locus_tag=HVO_RS03230;product=Lrp/AsnC family transcriptional regulator;protein_id=WP_004043223.1;transl_table=11",Lrp/AsnC family transcriptional regulator
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,NC_013966.1_RS03235,NC_013966.1,Protein Homology,CDS,323165,323504,.,+,0,"ID=cds-HVO_RS03235;Parent=gene-HVO_RS03235;Dbxref=GeneID:8923259;Note=frameshifted%3B incomplete%3B partial in the middle of a contig%3B missing N-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004595756.1;locus_tag=HVO_RS03235;partial=true;product=transposase;pseudo=true;start_range=.,323165;transl_table=11",transposase
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043225.1,NC_013966.1,Protein Homology,CDS,324116,324808,.,-,0,"ID=cds-WP_004043225.1;Parent=gene-HVO_RS03240;Dbxref=GenBank:WP_004043225.1,GeneID:8923796;Name=WP_004043225.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004064528.1;locus_tag=HVO_RS03240;product=hypothetical protein;protein_id=WP_004043225.1;transl_table=11",hypothetical protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043226.1,NC_013966.1,Protein Homology,CDS,324918,325835,.,-,0,"ID=cds-WP_004043226.1;Parent=gene-HVO_RS03245;Dbxref=GenBank:WP_004043226.1,GeneID:8923732;Name=WP_004043226.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004064530.1;locus_tag=HVO_RS03245;product=halocin C8-like domain-containing protein;protein_id=WP_004043226.1;transl_table=11",halocin C8-like domain-containing protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043227.1,NC_013966.1,Protein Homology,CDS,326055,326849,.,+,0,"ID=cds-WP_004043227.1;Parent=gene-HVO_RS03250;Dbxref=GenBank:WP_004043227.1,GeneID:8923572;Name=WP_004043227.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004043227.1;locus_tag=HVO_RS03250;product=winged helix-turn-helix domain-containing protein;protein_id=WP_004043227.1;transl_table=11",winged helix-turn-helix domain-containing protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043228.1,NC_013966.1,Protein Homology,CDS,326858,327058,.,-,0,"ID=cds-WP_004043228.1;Parent=gene-HVO_RS03255;Dbxref=GenBank:WP_004043228.1,GeneID:8923821;Name=WP_004043228.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015320032.1;locus_tag=HVO_RS03255;product=helix-turn-helix transcriptional regulator;protein_id=WP_004043228.1;transl_table=11",helix-turn-helix transcriptional regulator
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_171810344.1,NC_013966.1,Protein Homology,CDS,327064,327459,.,-,0,"ID=cds-WP_171810344.1;Parent=gene-HVO_RS03260;Dbxref=GenBank:WP_171810344.1,GeneID:8923556;Name=WP_171810344.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004975855.1;locus_tag=HVO_RS03260;product=hypothetical protein;protein_id=WP_171810344.1;transl_table=11",hypothetical protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_049914850.1,NC_013966.1,Protein Homology,CDS,327461,327691,.,-,0,"ID=cds-WP_049914850.1;Parent=gene-HVO_RS03265;Dbxref=GenBank:WP_049914850.1,GeneID:8923453;Name=WP_049914850.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008096255.1;locus_tag=HVO_RS03265;product=hypothetical protein;protein_id=WP_049914850.1;transl_table=11",hypothetical protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043231.1,NC_013966.1,Protein Homology,CDS,328146,329093,.,-,0,"ID=cds-WP_004043231.1;Parent=gene-HVO_RS03270;Dbxref=GenBank:WP_004043231.1,GeneID:8923514;Name=WP_004043231.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008605801.1;locus_tag=HVO_RS03270;product=hypothetical protein;protein_id=WP_004043231.1;transl_table=11",hypothetical protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043232.1,NC_013966.1,Protein Homology,CDS,329316,329672,.,+,0,"ID=cds-WP_004043232.1;Parent=gene-HVO_RS03275;Dbxref=GenBank:WP_004043232.1,GeneID:8923430;Name=WP_004043232.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004043232.1;locus_tag=HVO_RS03275;product=helix-turn-helix domain-containing protein;protein_id=WP_004043232.1;transl_table=11",helix-turn-helix domain-containing protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043233.1,NC_013966.1,Protein Homology,CDS,329674,329997,.,+,0,"ID=cds-WP_004043233.1;Parent=gene-HVO_RS03280;Dbxref=GenBank:WP_004043233.1,GeneID:8923709;Name=WP_004043233.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004043233.1;locus_tag=HVO_RS03280;product=hypothetical protein;protein_id=WP_004043233.1;transl_table=11",hypothetical protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_049914851.1,NC_013966.1,Protein Homology,CDS,330580,331287,.,-,0,"ID=cds-WP_049914851.1;Parent=gene-HVO_RS03285;Dbxref=GenBank:WP_049914851.1,GeneID:8923270;Name=WP_049914851.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004064543.1;locus_tag=HVO_RS03285;product=hypothetical protein;protein_id=WP_049914851.1;transl_table=11",hypothetical protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_236995443.1,NC_013966.1,Protein Homology,CDS,331609,332316,.,-,0,"ID=cds-WP_236995443.1;Parent=gene-HVO_RS03290;Dbxref=GenBank:WP_236995443.1,GeneID:8923761;Name=WP_236995443.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006600925.1;locus_tag=HVO_RS03290;product=hypothetical protein;protein_id=WP_236995443.1;transl_table=11",hypothetical protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_013035087.1,NC_013966.1,Protein Homology,CDS,332424,333305,.,+,0,"ID=cds-WP_013035087.1;Parent=gene-HVO_RS03295;Dbxref=GenBank:WP_013035087.1,GeneID:8923542;Name=WP_013035087.1;Ontology_term=GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008319496.1;locus_tag=HVO_RS03295;product=ABC transporter permease;protein_id=WP_013035087.1;transl_table=11",ABC transporter permease
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043237.1,NC_013966.1,Protein Homology,CDS,333302,334057,.,+,0,"ID=cds-WP_004043237.1;Parent=gene-HVO_RS03300;Dbxref=GenBank:WP_004043237.1,GeneID:8923443;Name=WP_004043237.1;Ontology_term=GO:0005524;gbkey=CDS;go_function=ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004043237.1;locus_tag=HVO_RS03300;product=ABC transporter ATP-binding protein;protein_id=WP_004043237.1;transl_table=11",ABC transporter ATP-binding protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043238.1,NC_013966.1,Protein Homology,CDS,334054,334635,.,+,0,"ID=cds-WP_004043238.1;Parent=gene-HVO_RS03305;Dbxref=GenBank:WP_004043238.1,GeneID:8923711;Name=WP_004043238.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004043238.1;locus_tag=HVO_RS03305;product=hypothetical protein;protein_id=WP_004043238.1;transl_table=11",hypothetical protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_167386221.1,NZ_PPPX01000001.1,Protein Homology,CDS,490139,490372,.,+,0,"ID=cds-WP_167386221.1;Parent=gene-CD039_RS02495;Dbxref=GenBank:WP_167386221.1,GeneID:98297206;Name=WP_167386221.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF025531.6;locus_tag=CD039_RS02495;product=YueH family protein;protein_id=WP_167386221.1;transl_table=11",YueH family protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370989.1,NZ_PPPX01000001.1,Protein Homology,CDS,490393,491955,.,+,0,"ID=cds-WP_103370989.1;Parent=gene-CD039_RS02500;Dbxref=GenBank:WP_103370989.1,GeneID:98297207;Name=WP_103370989.1;Ontology_term=GO:0006415,GO:0003924;gbkey=CDS;go_function=GTPase activity|0003924||IEA;go_process=translational termination|0006415||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:YP_499509.1;locus_tag=CD039_RS02500;product=peptide chain release factor 3;protein_id=WP_103370989.1;transl_table=11",peptide chain release factor 3
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370990.1,NZ_PPPX01000001.1,Protein Homology,CDS,492280,493074,.,+,0,"ID=cds-WP_103370990.1;Parent=gene-CD039_RS02505;Dbxref=GenBank:WP_103370990.1,GeneID:98297208;Name=WP_103370990.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002472265.1;locus_tag=CD039_RS02505;product=TerC family protein;protein_id=WP_103370990.1;transl_table=11",TerC family protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370991.1,NZ_PPPX01000001.1,Protein Homology,CDS,493436,495397,.,+,0,"ID=cds-WP_103370991.1;Parent=gene-CD039_RS02510;Dbxref=GenBank:WP_103370991.1,GeneID:98297209;Name=WP_103370991.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002472244.1;locus_tag=CD039_RS02510;product=S1C family serine protease;protein_id=WP_103370991.1;transl_table=11",S1C family serine protease
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_049406746.1,NZ_PPPX01000001.1,Protein Homology,CDS,495416,496774,.,+,0,"ID=cds-WP_049406746.1;Parent=gene-CD039_RS02515;Dbxref=GenBank:WP_049406746.1,GeneID:98297210;Name=WP_049406746.1;Ontology_term=GO:0030001,GO:0008324,GO:0015079;gbkey=CDS;go_function=monoatomic cation transmembrane transporter activity|0008324||IEA,potassium ion transmembrane transporter activity|0015079||IEA;go_process=metal ion transport|0030001||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:YP_499512.1;locus_tag=CD039_RS02515;product=TrkH family potassium uptake protein;protein_id=WP_049406746.1;transl_table=11",TrkH family potassium uptake protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370992.1,NZ_PPPX01000001.1,Protein Homology,CDS,496953,498464,.,+,0,"ID=cds-WP_103370992.1;Parent=gene-CD039_RS02520;Dbxref=GenBank:WP_103370992.1,GeneID:98297211;Name=WP_103370992.1;Ontology_term=GO:0009166,GO:0000166,GO:0008253,GO:0042578,GO:0046872;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,5'-nucleotidase activity|0008253||IEA,phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA;go_process=nucleotide catabolic process|0009166||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002472260.1;locus_tag=CD039_RS02520;product=bifunctional metallophosphatase/5'-nucleotidase;protein_id=WP_103370992.1;transl_table=11",bifunctional metallophosphatase/5'-nucleotidase
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370993.1,NZ_PPPX01000001.1,Protein Homology,CDS,498756,499490,.,+,0,"ID=cds-WP_103370993.1;Parent=gene-CD039_RS02525;Dbxref=GenBank:WP_103370993.1,GeneID:98297212;Name=WP_103370993.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002490110.1;locus_tag=CD039_RS02525;product=halocin C8 precursor-like protein;protein_id=WP_103370993.1;transl_table=11",halocin C8 precursor-like protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_186303058.1,NZ_PPPX01000001.1,Protein Homology,CDS,500217,500783,.,-,0,"ID=cds-WP_186303058.1;Parent=gene-CD039_RS02540;Dbxref=GenBank:WP_186303058.1,GeneID:98297215;Name=WP_186303058.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002471889.1;locus_tag=CD039_RS02540;product=competence protein ComK;protein_id=WP_186303058.1;transl_table=11",competence protein ComK
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370994.1,NZ_PPPX01000001.1,Protein Homology,CDS,501063,501281,.,+,0,"ID=cds-WP_103370994.1;Parent=gene-CD039_RS02545;Dbxref=GenBank:WP_103370994.1,GeneID:98297216;Name=WP_103370994.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002471866.1;locus_tag=CD039_RS02545;product=IDEAL domain-containing protein;protein_id=WP_103370994.1;transl_table=11",IDEAL domain-containing protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370995.1,NZ_PPPX01000001.1,Protein Homology,CDS,501368,502357,.,-,0,"ID=cds-WP_103370995.1;Parent=gene-CD039_RS02550;Dbxref=GenBank:WP_103370995.1,GeneID:98297217;Name=WP_103370995.1;Ontology_term=GO:0009249,GO:0017118;gbkey=CDS;go_function=lipoyltransferase activity|0017118||IEA;go_process=protein lipoylation|0009249||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:YP_499516.1;locus_tag=CD039_RS02550;product=lipoate--protein ligase;protein_id=WP_103370995.1;transl_table=11",lipoate--protein ligase
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_002471890.1,NZ_PPPX01000001.1,Protein Homology,CDS,502644,502829,.,+,0,"ID=cds-WP_002471890.1;Parent=gene-CD039_RS02555;Dbxref=GenBank:WP_002471890.1,GeneID:98297218;Name=WP_002471890.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015899900.1;locus_tag=CD039_RS02555;product=YkvS family protein;protein_id=WP_002471890.1;transl_table=11",YkvS family protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370512.1,NZ_PPPX01000001.1,Protein Homology,CDS,502834,503436,.,+,0,"ID=cds-WP_103370512.1;Parent=gene-CD039_RS02560;Dbxref=GenBank:WP_103370512.1,GeneID:98297219;Name=WP_103370512.1;Ontology_term=GO:0070007,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=glutamic-type endopeptidase activity|0070007||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:YP_499518.1;locus_tag=CD039_RS02560;product=type II CAAX prenyl endopeptidase Rce1 family protein;protein_id=WP_103370512.1;transl_table=11",type II CAAX prenyl endopeptidase Rce1 family protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370996.1,NZ_PPPX01000001.1,GeneMarkS-2+,CDS,503617,504756,.,-,0,"ID=cds-WP_103370996.1;Parent=gene-CD039_RS02565;Dbxref=GenBank:WP_103370996.1,GeneID:98297220;Name=WP_103370996.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=CD039_RS02565;product=hypothetical protein;protein_id=WP_103370996.1;transl_table=11",hypothetical protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370997.1,NZ_PPPX01000001.1,Protein Homology,CDS,505064,505462,.,+,0,"ID=cds-WP_103370997.1;Parent=gene-CD039_RS02570;Dbxref=GenBank:WP_103370997.1,GeneID:98297221;Name=WP_103370997.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002471908.1;locus_tag=CD039_RS02570;product=phage holin family protein;protein_id=WP_103370997.1;transl_table=11",phage holin family protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,NZ_PPPX01000001.1_RS02575,NZ_PPPX01000001.1,Protein Homology,CDS,505443,506012,.,+,0,"ID=cds-CD039_RS02575;Parent=gene-CD039_RS02575;Dbxref=GeneID:98297222;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;end_range=506012,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020219525.1;locus_tag=CD039_RS02575;partial=true;product=N-acetylmuramoyl-L-alanine amidase family protein;pseudo=true;transl_table=11",N-acetylmuramoyl-L-alanine amidase family protein
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103370999.1,NZ_PPPX01000001.1,Protein Homology,CDS,506123,506710,.,+,0,"ID=cds-WP_103370999.1;Parent=gene-CD039_RS02580;Dbxref=GenBank:WP_103370999.1,GeneID:98297223;Name=WP_103370999.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002471910.1;locus_tag=CD039_RS02580;product=GNAT family N-acetyltransferase;protein_id=WP_103370999.1;transl_table=11",GNAT family N-acetyltransferase
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_070502992.1,NZ_PPPX01000001.1,Protein Homology,CDS,506860,507798,.,-,0,"ID=cds-WP_070502992.1;Parent=gene-CD039_RS02585;Dbxref=GenBank:WP_070502992.1,GeneID:98297224;Name=WP_070502992.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001831680.1;locus_tag=CD039_RS02585;product=1%2C4-dihydroxy-2-naphthoate polyprenyltransferase;protein_id=WP_070502992.1;transl_table=11",1%2C4-dihydroxy-2-naphthoate polyprenyltransferase
WP_103370993.1@GCF_002902305.1,GCF_002902305.1,WP_103371000.1,NZ_PPPX01000001.1,Protein Homology,CDS,507982,509334,.,+,0,"ID=cds-WP_103371000.1;Parent=gene-CD039_RS02590;Dbxref=GenBank:WP_103371000.1,GeneID:98297225;Name=WP_103371000.1;Ontology_term=GO:0009234,GO:0008909,GO:0005737;gbkey=CDS;go_component=cytoplasm|0005737||IEA;go_function=isochorismate synthase activity|0008909||IEA;go_process=menaquinone biosynthetic process|0009234||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002471917.1;locus_tag=CD039_RS02590;product=isochorismate synthase;protein_id=WP_103371000.1;transl_table=11",isochorismate synthase
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_316,NZ_LR134263.1,Prodigal_v2.6.3,CDS,363615,363998,92.4,+,0,ID=1_316;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.453;conf=100.00;score=92.39;cscore=74.62;sscore=17.76;rscore=10.77;uscore=3.59;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_317,NZ_LR134263.1,Prodigal_v2.6.3,CDS,363999,365537,296.7,+,0,ID=1_317;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.446;conf=99.99;score=296.66;cscore=292.40;sscore=4.26;rscore=0.56;uscore=-0.99;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_318,NZ_LR134263.1,Prodigal_v2.6.3,CDS,365679,367538,318.9,+,0,ID=1_318;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.395;conf=99.99;score=318.86;cscore=307.54;sscore=11.32;rscore=7.75;uscore=0.16;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_319,NZ_LR134263.1,Prodigal_v2.6.3,CDS,368012,370081,317.2,-,0,ID=1_319;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.415;conf=99.99;score=317.23;cscore=311.26;sscore=5.96;rscore=14.75;uscore=-0.68;tscore=-7.45;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_320,NZ_LR134263.1,Prodigal_v2.6.3,CDS,370409,373243,525.0,+,0,ID=1_320;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.412;conf=99.99;score=525.05;cscore=506.28;sscore=18.77;rscore=10.77;uscore=4.59;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_321,NZ_LR134263.1,Prodigal_v2.6.3,CDS,373404,373769,27.6,+,0,ID=1_321;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.355;conf=99.82;score=27.58;cscore=23.76;sscore=3.82;rscore=-2.87;uscore=3.28;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_322,NZ_LR134263.1,Prodigal_v2.6.3,CDS,374182,374796,92.0,+,0,ID=1_322;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418;conf=100.00;score=91.96;cscore=85.41;sscore=6.55;rscore=10.77;uscore=2.34;tscore=-6.56;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_323,NZ_LR134263.1,Prodigal_v2.6.3,CDS,375478,376620,60.8,+,0,ID=1_323;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.358;conf=100.00;score=60.76;cscore=42.72;sscore=18.04;rscore=10.77;uscore=4.52;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_324,NZ_LR134263.1,Prodigal_v2.6.3,CDS,376801,377367,62.4,+,0,ID=1_324;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.302;conf=100.00;score=62.39;cscore=46.78;sscore=15.60;rscore=14.75;uscore=-1.90;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_325,NZ_LR134263.1,Prodigal_v2.6.3,CDS,377394,377690,36.6,+,0,ID=1_325;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.249;conf=99.98;score=36.61;cscore=17.53;sscore=19.08;rscore=10.77;uscore=3.91;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_326,NZ_LR134263.1,Prodigal_v2.6.3,CDS,377690,378130,65.5,+,0,ID=1_326;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.277;conf=100.00;score=65.47;cscore=42.50;sscore=22.97;rscore=14.75;uscore=3.53;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_327,NZ_LR134263.1,Prodigal_v2.6.3,CDS,378380,379108,127.5,+,0,ID=1_327;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.365;conf=100.00;score=127.47;cscore=116.25;sscore=11.22;rscore=5.57;uscore=2.89;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_328,NZ_LR134263.1,Prodigal_v2.6.3,CDS,379212,380708,289.6,+,0,ID=1_328;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.402;conf=99.99;score=289.62;cscore=272.27;sscore=17.36;rscore=10.51;uscore=3.44;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_329,NZ_LR134263.1,Prodigal_v2.6.3,CDS,380698,381684,113.8,+,0,ID=1_329;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.445;conf=100.00;score=113.78;cscore=110.86;sscore=2.92;rscore=-0.88;uscore=-0.83;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_330,NZ_LR134263.1,Prodigal_v2.6.3,CDS,381681,382505,114.9,+,0,ID=1_330;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.429;conf=100.00;score=114.90;cscore=99.43;sscore=15.47;rscore=10.77;uscore=-2.84;tscore=3.41;,
NZ_LR134263.1_321@GCF_900636325.1,GCF_900636325.1,NZ_LR134263.1_331,NZ_LR134263.1,Prodigal_v2.6.3,CDS,382498,383274,96.8,+,0,ID=1_331;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.429;conf=100.00;score=96.85;cscore=77.67;sscore=19.18;rscore=14.75;uscore=-0.23;tscore=3.41;,
WP_002456424.1@GCF_006742205.1,GCF_006742205.1,WP_001829861.1,NZ_AP019721.1,Protein Homology,CDS,1009196,1009813,.,+,0,ID=cds-WP_001829861.1;Parent=gene-FNL83_RS05075;Dbxref=GenBank:WP_001829861.1;Name=WP_001829861.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017465246.1;locus_tag=FNL83_RS05075;product=CadD family cadmium resistance transporter;protein_id=WP_001829861.1;transl_table=11,CadD family cadmium resistance transporter
WP_002456424.1@GCF_006742205.1,GCF_006742205.1,WP_001829811.1,NZ_AP019721.1,Protein Homology,CDS,1010375,1010878,.,-,0,ID=cds-WP_001829811.1;Parent=gene-FNL83_RS05080;Dbxref=GenBank:WP_001829811.1;Name=WP_001829811.1;gbkey=CDS;gene=traP;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001829811.1;locus_tag=FNL83_RS05080;product=signal transduction protein TRAP;protein_id=WP_001829811.1;transl_table=11,signal transduction protein TRAP
WP_002456424.1@GCF_006742205.1,GCF_006742205.1,WP_002456355.1,NZ_AP019721.1,Protein Homology,CDS,1011171,1012232,.,+,0,"ID=cds-WP_002456355.1;Parent=gene-FNL83_RS05085;Dbxref=GenBank:WP_002456355.1;Name=WP_002456355.1;Ontology_term=GO:0006779,GO:0004853;gbkey=CDS;gene=hemE;go_function=uroporphyrinogen decarboxylase activity|0004853||IEA;go_process=porphyrin-containing compound biosynthetic process|0006779||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002446746.1;locus_tag=FNL83_RS05085;product=uroporphyrinogen decarboxylase;protein_id=WP_002456355.1;transl_table=11",uroporphyrinogen decarboxylase
WP_002456424.1@GCF_006742205.1,GCF_006742205.1,WP_001829846.1,NZ_AP019721.1,Protein Homology,CDS,1012309,1013232,.,+,0,"ID=cds-WP_001829846.1;Parent=gene-FNL83_RS05090;Dbxref=GenBank:WP_001829846.1;Name=WP_001829846.1;Ontology_term=GO:0006779,GO:0004325;gbkey=CDS;gene=hemH;go_function=ferrochelatase activity|0004325||IEA;go_process=porphyrin-containing compound biosynthetic process|0006779||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002485187.1;locus_tag=FNL83_RS05090;product=ferrochelatase;protein_id=WP_001829846.1;transl_table=11",ferrochelatase
