Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	C3_20min_Rep_1	C3_20min_Rep_2	C3_20min_Rep_3	C3_3h_Rep_1	C3_3h_Rep_2	C3_3h_Rep_3	Control_20min_Rep_1	Control_20min_Rep_2	Control_20min_Rep_3	Control_3h_Rep_1	Control_3h_Rep_2	Control_3h_Rep_3
sense	CP000029.1	Genbank	CDS	404708	405751	.	+	0	ID=cds395;Parent=gene423;Dbxref=NCBI_GP:AAW53792.1;Name=AAW53792.1;Note=identified by match to protein family HMM PF01497;gbkey=CDS;product=transferrin receptor;protein_id=AAW53792.1;transl_table=11	174.125	336.5666666666666	177.7	566.0	216.83333333333334	446.1166666666666	169.58333333333334	176.0	131.33333333333331	147.84285714285716	122.5	121.03333333333333
sense	CP000029.1	Genbank	CDS	405902	406216	.	-	0	ID=cds396;Parent=gene424;Dbxref=NCBI_GP:AAW53793.1;Name=AAW53793.1;Note=identified by similarity to OMNI:SA0800%3B match to protein family HMM PF05495;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53793.1;transl_table=11	1709.0	3281.25	2355.0625	4004.5	2867.5	3967.3333333333335	1608.6666666666665	1290.5	1084.0	1742.5	2240.5	1551.5
sense	CP000029.1	Genbank	CDS	406238	407158	.	-	0	ID=cds397;Parent=gene425;Dbxref=NCBI_GP:AAW53803.1;Name=AAW53803.1;Note=identified by match to protein family HMM PF01565%3B match to protein family HMM PF02215%3B match to protein family HMM PF02873;gbkey=CDS;gene=murB;product=UDP-N-acetylenolpyruvoylglucosamine reductase;protein_id=AAW53803.1;transl_table=11	2547.6666666666665	7965.392857142857	1404.5	3648.5	1869.75	7323.5	2065.2	1278.2	891.5833333333333	2305.5	2029.0	1477.0
sense	CP000029.1	Genbank	CDS	407287	407814	.	-	0	ID=cds398;Parent=gene426;Dbxref=NCBI_GP:AAW53804.1;Name=AAW53804.1;Note=identified by similarity to OMNI:SA0802%3B match to protein family HMM PF04229;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53804.1;transl_table=11	127.5	464.83333333333337	266.0	521.2	407.5	501.5333333333333	62.0	89.5	73.0	76.75	65.33333333333333	49.0
sense	CP000029.1	Genbank	CDS	407931	408821	.	+	0	ID=cds399;Parent=gene427;Dbxref=NCBI_GP:AAW53805.1;Name=AAW53805.1;gbkey=CDS;product=lipoprotein%2C putative;protein_id=AAW53805.1;transl_table=11	210.66666666666666	412.125	222.83333333333331	784.2	401.1111111111111	757.25	217.5	270.25	180.56666666666666	310.2222222222222	253.33333333333331	280.1111111111111
sense	CP000029.1	Genbank	CDS	408970	409290	.	+	0	ID=cds400;Parent=gene428;Dbxref=NCBI_GP:AAW53806.1;Name=AAW53806.1;Note=identified by similarity to OMNI:SA0804;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53806.1;transl_table=11	9059.0	14922.142857142857	7982.033333333333	15375.949999999999	9711.083333333332	14724.541666666666	3705.333333333333	2214.7	1919.5	1337.0	1360.111111111111	1402.75
sense	CP000029.1	Genbank	CDS	409561	410691	.	+	0	ID=cds401;Parent=gene429;Dbxref=NCBI_GP:AAW53807.1;Name=AAW53807.1;Note=identified by similarity to OMNI:NTL01SA0718%3B match to protein family HMM PF02595%3B match to protein family HMM TIGR00045;gbkey=CDS;product=glycerate kinase family protein;protein_id=AAW53807.1;transl_table=11	846.0	3192.5333333333333	1109.5833333333335	2897.35	1613.1666666666667	3542.0666666666666	829.2	870.3333333333334	604.8333333333334	774.7916666666667	633.0	628.125
sense	CP000029.1	Genbank	CDS	410782	412020	.	-	0	ID=cds402;Parent=gene430;Dbxref=NCBI_GP:AAW53808.1;Name=AAW53808.1;Note=identified by similarity to EGAD:45970%3B match to protein family HMM PF01546%3B match to protein family HMM TIGR01882;gbkey=CDS;gene=pepT;product=peptidase T;protein_id=AAW53808.1;transl_table=11	4101.5	16513.559523809523	4319.958333333334	6749.5	4656.7	10471.083333333332	3366.666666666667	3150.0	2308.333333333333	2665.916666666667	2660.5	2497.3333333333335
sense	CP000029.1	Genbank	CDS	412041	412535	.	-	0	ID=cds403;Parent=gene431;Dbxref=NCBI_GP:AAW53809.1;Name=AAW53809.1;Note=identified by similarity to OMNI:SA0807;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53809.1;transl_table=11	652.5	3765.3333333333335	678.8095238095237	1179.5	787.5	1839.5	554.0	472.5	397.5	633.8333333333334	556.1428571428571	474.8333333333333
sense	CP000029.1	Genbank	CDS	412551	413312	.	-	0	ID=cds404;Parent=gene432;Dbxref=NCBI_GP:AAW53810.1;Name=AAW53810.1;gbkey=CDS;product=membrane protein%2C putative;protein_id=AAW53810.1;transl_table=11	988.0	3411.3333333333335	1406.8333333333333	1586.8333333333333	1231.5	1742.0	952.5	830.0	682.5	991.5	655.0	776.5
sense	CP000029.1	Genbank	CDS	413507	414583	.	-	0	ID=cds405;Parent=gene433;Dbxref=NCBI_GP:AAW53819.1;Name=AAW53819.1;Note=identified by match to protein family HMM PF00990%3B match to protein family HMM TIGR00254;gbkey=CDS;product=GGDEF domain protein;protein_id=AAW53819.1;transl_table=11	5445.98717948718	45473.95	5678.75	7782.74358974359	5596.666666666667	37700.24166666667	2828.0	2848.5	2270.45	1334.5	1258.076923076923	1263.7
sense	CP000029.1	Genbank	CDS	414923	416002	.	+	0	ID=cds406;Parent=gene434;Dbxref=NCBI_GP:AAW53820.1;Name=AAW53820.1;Note=Possible involvement in methicillin resistance%3B identified by similarity to EGAD:23076%3B match to protein family HMM PF00953;gbkey=CDS;product=glycosyl transferase%2C group 4 family protein;protein_id=AAW53820.1;transl_table=11	11647.583333333332	18004.0	9826.166666666668	15859.366666666667	12016.535714285714	11367.916666666666	8363.75	5836.333333333333	4595.333333333333	5879.5	7449.833333333333	5074.833333333333
sense	CP000029.1	Genbank	CDS	416063	416704	.	-	0	ID=cds407;Parent=gene435;Dbxref=NCBI_GP:AAW53821.1;Name=AAW53821.1;Note=identified by similarity to OMNI:SA0811%3B match to protein family HMM PF01205%3B match to protein family HMM TIGR00257;gbkey=CDS;product=conserved hypothetical protein TIGR00257;protein_id=AAW53821.1;transl_table=11	1714.5	6561.033333333333	1960.5	3054.833333333333	2067.5	3041.833333333333	1347.0	1366.1666666666667	1011.25	1216.0	1353.5	1044.5
sense	CP000029.1	Genbank	CDS	416849	417715	.	+	0	ID=cds408;Parent=gene436;Dbxref=NCBI_GP:AAW53822.1;Name=AAW53822.1;Note=identified by match to protein family HMM PF02645%3B match to protein family HMM TIGR00762;gbkey=CDS;product=DegV family protein;protein_id=AAW53822.1;transl_table=11	5311.833333333333	25538.833333333332	6476.750000000001	6673.533333333333	4579.583333333333	10548.5	3798.5	3092.25	2396.2	3765.0	2873.5	2925.5
sense	CP000029.1	Genbank	CDS	417958	419121	.	+	0	ID=cds409;Parent=gene437;Dbxref=NCBI_GP:AAW53823.1;Name=AAW53823.1;Note=identified by similarity to EGAD:24480%3B match to protein family HMM PF00271;gbkey=CDS;product=comF operon protein 1%2C putative;protein_id=AAW53823.1;transl_table=11	224.5	957.7500000000001	279.5833333333333	1098.3333333333333	639.5	1507.5	155.5	183.5	119.5	209.0	218.0	198.2
sense	CP000029.1	Genbank	CDS	419114	419788	.	+	0	ID=cds410;Parent=gene438;Dbxref=NCBI_GP:AAW53824.1;Name=AAW53824.1;gbkey=CDS;product=comF operon protein 3;protein_id=AAW53824.1;transl_table=11	110.0	320.0	108.5	389.33333333333337	266.5	505.5	67.0	56.833333333333336	39.0	74.5	53.0	54.5
sense	CP000029.1	Genbank	CDS	419849	420418	.	+	0	ID=cds411;Parent=gene439;Dbxref=NCBI_GP:AAW53825.1;Name=AAW53825.1;Note=identified by match to protein family HMM PF02482%3B match to protein family HMM TIGR00741;gbkey=CDS;product=ribosomal subunit interface protein;protein_id=AAW53825.1;transl_table=11	227.5	1112.6	286.0	545.6428571428571	397.8333333333333	1536.5	208.25	218.58333333333334	171.0	2249.583333333333	1348.0	1305.0
sense	CP000029.1	Genbank	CDS	421084	423618	.	+	0	ID=cds412;Parent=gene440;Dbxref=NCBI_GP:AAW53826.1;Name=AAW53826.1;Note=identified by similarity to EGAD:17570%3B match to protein family HMM PF00271%3B match to protein family HMM PF01043%3B match to protein family HMM PF02810%3B match to protein family HMM TIGR00963;gbkey=CDS;gene=secA;product=preprotein translocase%2C SecA subunit;protein_id=AAW53826.1;transl_table=11	3851.533333333333	9787.7	3819.2	5459.133333333333	2780.0833333333335	6291.185714285713	5175.7	5085.2	3234.333333333333	3522.333333333333	3405.0	3020.5
sense	CP000029.1	Genbank	CDS	423814	423885	.	+	0	ID=cds413;Parent=gene441;Dbxref=NCBI_GP:AAW53835.1;Name=AAW53835.1;Note=identified by match to protein family HMM PF00472%3B match to protein family HMM PF03462%3B match to protein family HMM TIGR00020%3B programmed frameshift;exception=ribosomal slippage;gbkey=CDS;gene=prfB;product=peptide chain release factor 2;protein_id=AAW53835.1;transl_table=11	149.0	172.0	123.5	215.5	158.5	194.0	199.0	266.0	191.5	516.5	455.5	402.5
sense	CP000029.1	Genbank	CDS	423887	424930	.	+	0	ID=cds413;Parent=gene441;Dbxref=NCBI_GP:AAW53835.1;Name=AAW53835.1;Note=identified by match to protein family HMM PF00472%3B match to protein family HMM PF03462%3B match to protein family HMM TIGR00020%3B programmed frameshift;exception=ribosomal slippage;gbkey=CDS;gene=prfB;product=peptide chain release factor 2;protein_id=AAW53835.1;transl_table=11	4857.333333333333	14017.616666666667	3641.5	5021.25	3086.3333333333335	10380.5	3485.333333333333	3673.2	2413.083333333333	3317.0	4198.75	3720.8333333333335
sense	CP000029.1	Genbank	CDS	425270	426070	.	+	0	ID=cds414;Parent=gene442;Dbxref=NCBI_GP:AAW53836.1;Name=AAW53836.1;Note=identified by match to protein family HMM PF01476%3B match to protein family HMM PF05257;gbkey=CDS;product=LysM domain protein;protein_id=AAW53836.1;transl_table=11	1085.5	4876.608333333333	1215.5	3818.5	2381.0	7888.666666666667	733.0	585.0	390.0	287.5	289.5	195.5
sense	CP000029.1	Genbank	CDS	426379	427020	.	+	0	ID=cds415;Parent=gene443;Dbxref=NCBI_GP:AAW53837.1;Name=AAW53837.1;gbkey=CDS;product=HD domain protein%2C putative;protein_id=AAW53837.1;transl_table=11	265.75	2282.833333333333	267.33333333333337	587.5	395.6666666666667	997.3333333333333	166.33333333333334	188.86666666666667	124.5	279.0	179.0	226.75
sense	CP000029.1	Genbank	CDS	427026	427259	.	+	0	ID=cds416;Parent=gene444;Dbxref=NCBI_GP:AAW53838.1;Name=AAW53838.1;Note=identified by similarity to EGAD:12337;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53838.1;transl_table=11	187.75	752.3333333333333	258.0	309.0	218.75	369.0	115.25	118.0	68.0	140.0	74.5	105.5
sense	CP000029.1	Genbank	CDS	427742	427834	.	-	0	ID=cds417;Parent=gene445;Dbxref=NCBI_GP:AAW53839.1;Name=AAW53839.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53839.1;transl_table=11	111.0	163.0	192.0	412.0	338.0	310.0	59.0	106.0	79.0	32.0	31.0	35.0
sense	CP000029.1	Genbank	CDS	427816	429801	.	+	0	ID=cds418;Parent=gene446;Dbxref=NCBI_GP:AAW53840.1;Name=AAW53840.1;Note=identified by similarity to EGAD:24137%3B match to protein family HMM PF00271%3B match to protein family HMM PF02151%3B match to protein family HMM TIGR00631;gbkey=CDS;gene=uvrB;product=excinuclease ABC%2C B subunit;protein_id=AAW53840.1;transl_table=11	697.3833333333334	1234.583333333333	532.1666666666666	1931.2916666666665	1046.8333333333335	1992.2499999999995	686.4261904761905	678.5333333333333	529.6666666666666	853.3333333333334	906.3333333333333	740.3333333333335
sense	CP000029.1	Genbank	CDS	429809	432643	.	+	0	ID=cds419;Parent=gene447;Dbxref=NCBI_GP:AAW53841.1;Name=AAW53841.1;Note=identified by similarity to EGAD:107662%3B match to protein family HMM PF00005%3B match to protein family HMM TIGR00630;gbkey=CDS;gene=uvrA;product=excinuclease ABC%2C A subunit;protein_id=AAW53841.1;transl_table=11	1598.259523809524	2592.3333333333335	1338.525	5634.249999999999	2624.8333333333335	4636.5	1803.142857142857	1725.9583333333335	1191.3428571428572	1971.1777777777777	2016.0	1647.0
sense	CP000029.1	Genbank	CDS	432998	433930	.	+	0	ID=cds420;Parent=gene448;Dbxref=NCBI_GP:AAW53842.1;Name=AAW53842.1;Note=identified by similarity to SP:Q9ZA98%3B match to protein family HMM PF02603%3B match to protein family HMM TIGR00679;gbkey=CDS;gene=hprK;product=HPr kinase/phosphatase;protein_id=AAW53842.1;transl_table=11	509.2	1167.6666666666665	386.0333333333333	823.7	496.25	958.5833333333334	792.5	730.1666666666667	519.25	1729.3095238095236	1333.8333333333333	1331.9166666666667
sense	CP000029.1	Genbank	CDS	433936	434775	.	+	0	ID=cds421;Parent=gene449;Dbxref=NCBI_GP:AAW53851.1;Name=AAW53851.1;Note=identified by similarity to EGAD:40086%3B match to protein family HMM PF01790%3B match to protein family HMM TIGR00544;gbkey=CDS;gene=lgt;product=prolipoprotein diacylglyceryl transferase;protein_id=AAW53851.1;transl_table=11	420.5	1154.7499999999998	498.0	1004.9102564102564	559.0	829.0	689.0	570.0	368.25	1578.8333333333335	1299.0	1199.0
sense	CP000029.1	Genbank	CDS	434781	435308	.	+	0	ID=cds422;Parent=gene450;Dbxref=NCBI_GP:AAW53852.1;Name=AAW53852.1;Note=identified by match to protein family HMM PF00132;gbkey=CDS;product=acetyltransferase%2C putative;protein_id=AAW53852.1;transl_table=11	999.0	1602.55	888.25	1265.9166666666667	675.0	1616.5	1052.7	877.5	658.0	1511.5	1402.75	1352.25
sense	CP000029.1	Genbank	CDS	435275	436714	.	+	0	ID=cds423;Parent=gene451;Dbxref=NCBI_GP:AAW53853.1;Name=AAW53853.1;Note=identified by similarity to GP:5690062%3B match to protein family HMM PF00515;gbkey=CDS;gene=yvcD;product=yvcD protein;protein_id=AAW53853.1;transl_table=11	3808.5	6856.508333333333	4467.809523809523	6618.666666666666	3792.866666666667	6779.0	3466.75	3252.4761904761904	2447.0	3921.8333333333335	4028.5833333333335	3142.25
sense	CP000029.1	Genbank	CDS	436779	437711	.	+	0	ID=cds424;Parent=gene452;Dbxref=NCBI_GP:AAW53854.1;Name=AAW53854.1;Note=identified by similarity to SP:P80880%3B match to protein family HMM PF00070%3B match to protein family HMM TIGR01292;gbkey=CDS;gene=trxB;product=thioredoxin-disulfide reductase;protein_id=AAW53854.1;transl_table=11	5881.611111111111	13564.033333333333	7018.0	5529.4	2694.7833333333333	5261.599999999999	5979.5	5003.833333333334	3723.3333333333335	2470.5	2987.5	2193.0
sense	CP000029.1	Genbank	CDS	437908	438795	.	+	0	ID=cds425;Parent=gene453;Dbxref=NCBI_GP:AAW53855.1;Name=AAW53855.1;Note=identified by similarity to OMNI:SA0830%3B match to protein family HMM PF03668;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53855.1;transl_table=11	419.0	1289.75	517.3333333333334	1093.4583333333335	515.8333333333333	1346.5	401.75	479.83333333333337	333.5	826.4444444444443	653.3333333333333	735.0
sense	CP000029.1	Genbank	CDS	438804	439790	.	+	0	ID=cds426;Parent=gene454;Dbxref=NCBI_GP:AAW53856.1;Name=AAW53856.1;Note=identified by similarity to OMNI:SA0831%3B match to protein family HMM PF01933%3B match to protein family HMM TIGR01826;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53856.1;transl_table=11	534.8333333333333	971.0000000000001	533.9761904761905	1450.5	763.5	1407.25	552.75	530.25	393.0	625.1428571428571	585.5	551.2
sense	CP000029.1	Genbank	CDS	439919	440863	.	+	0	ID=cds427;Parent=gene455;Dbxref=NCBI_GP:AAW53857.1;Name=AAW53857.1;Note=identified by similarity to OMNI:SA0832%3B match to protein family HMM PF02650%3B match to protein family HMM TIGR00647;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53857.1;transl_table=11	1236.7	3271.616666666667	1340.0833333333333	2816.7833333333333	1614.0333333333333	2957.333333333333	1165.1666666666665	1240.416666666667	829.3333333333333	670.9761904761904	661.5833333333334	549.25
sense	CP000029.1	Genbank	tRNA	440931	441002	.	-	.	ID=rna21;Parent=gene456;gbkey=tRNA;product=tRNA-Arg	7023.0	5721.0	10595.0	6298.0	6203.0	4149.333333333334	4925.0	4672.5	3630.0	3650.0	5367.0	4534.0
sense	CP000029.1	Genbank	CDS	441191	441775	.	+	0	ID=cds428;Parent=gene457;Dbxref=NCBI_GP:AAW53858.1;Name=AAW53858.1;Note=identified by similarity to EGAD:109994%3B match to protein family HMM PF00574%3B match to protein family HMM TIGR00493;gbkey=CDS;gene=clpP;product=ATP-dependent Clp protease%2C proteolytic subunit ClpP;protein_id=AAW53858.1;transl_table=11	10254.833333333334	16017.7	7975.75	8897.5	5824.75	12420.2	4686.75	4122.7	3333.0833333333335	4270.15	3906.142857142857	3947.45
sense	CP000029.1	Genbank	CDS	442037	442228	.	-	0	ID=cds429;Parent=gene458;Dbxref=NCBI_GP:AAW53868.1;Name=AAW53868.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53868.1;transl_table=11	165.5	953.5	220.16666666666666	307.5	212.95	601.0	107.0	157.0	117.5	139.5	111.5	117.0
sense	CP000029.1	Genbank	CDS	442259	443158	.	-	0	ID=cds430;Parent=gene459;Dbxref=NCBI_GP:AAW53869.1;Name=AAW53869.1;Note=identified by match to protein family HMM TIGR01777;gbkey=CDS;product=conserved hypothetical protein TIGR01777;protein_id=AAW53869.1;transl_table=11	953.5	8748.2	803.5	1665.3333333333333	955.5	4727.5	1122.5	1000.0	731.0	1242.0	1274.5	1042.0
sense	CP000029.1	Genbank	CDS	444023	444643	.	+	0	ID=cds431;Parent=gene460;Dbxref=NCBI_GP:AAW53870.1;Name=AAW53870.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53870.1;transl_table=11	1871.6666666666667	3171.1666666666665	2201.833333333333	4463.666666666667	2553.5	3782.0000000000005	955.0	1227.25	933.8333333333334	700.0	768.1428571428571	609.1428571428571
sense	CP000029.1	Genbank	CDS	444816	445052	.	-	0	ID=cds432;Parent=gene461;Dbxref=NCBI_GP:AAW53871.1;Name=AAW53871.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53871.1;transl_table=11	1485.5	2367.0	3042.3333333333335	2596.125	1999.8333333333333	1815.0	1299.75	1815.0	1390.5	1091.5	1415.8333333333333	1200.0
sense	CP000029.1	Genbank	CDS	445408	446421	.	+	0	ID=cds433;Parent=gene462;Dbxref=NCBI_GP:AAW53872.1;Name=AAW53872.1;Note=identified by similarity to OMNI:SA0837%3B match to protein family HMM PF04198;gbkey=CDS;gene=gapR;product=gap transcriptional regulator;protein_id=AAW53872.1;transl_table=11	28878.083333333336	53488.333333333336	15456.5	45595.75	25767.0	62421.55952380953	39493.666666666664	29899.5	23655.5	23173.166666666668	16665.75	21013.333333333332
sense	CP000029.1	Genbank	CDS	446473	447483	.	+	0	ID=cds434;Parent=gene463;Dbxref=NCBI_GP:AAW53873.1;Name=AAW53873.1;Note=identified by similarity to EGAD:22254%3B match to protein family HMM PF00044%3B match to protein family HMM PF02800%3B match to protein family HMM TIGR01534;gbkey=CDS;gene=gapA-1;product=glyceraldehyde 3-phosphate dehydrogenase;protein_id=AAW53873.1;transl_table=11	39744.083333333336	117426.83333333333	33385.2	60090.91666666667	36471.11666666667	107781.58333333331	35164.333333333336	27519.75	18754.833333333336	81506.08333333334	68897.75	63321.5
sense	CP000029.1	Genbank	CDS	447677	448867	.	+	0	ID=cds435;Parent=gene464;Dbxref=NCBI_GP:AAW53874.1;Name=AAW53874.1;Note=identified by similarity to EGAD:109234%3B match to protein family HMM PF00162;gbkey=CDS;gene=pgk;product=phosphoglycerate kinase;protein_id=AAW53874.1;transl_table=11	1675.6666666666667	2794.6666666666665	1127.8333333333335	7271.342857142857	3104.5833333333335	6287.899999999999	2107.0833333333335	1990.7833333333333	1279.8333333333333	11332.000000000002	7561.666666666667	7491.333333333333
sense	CP000029.1	Genbank	CDS	448998	449759	.	+	0	ID=cds436;Parent=gene465;Dbxref=NCBI_GP:AAW53875.1;Name=AAW53875.1;Note=identified by similarity to EGAD:19971%3B match to protein family HMM PF00121%3B match to protein family HMM TIGR00419;gbkey=CDS;gene=tpiA;product=triosephosphate isomerase;protein_id=AAW53875.1;transl_table=11	2201.95	2738.0	1550.0333333333333	8977.916666666668	2917.1666666666665	7258.666666666667	2426.3333333333335	2489.2	1508.0	14034.116666666665	10742.333333333334	10270.0
sense	CP000029.1	Genbank	CDS	449762	451279	.	+	0	ID=cds437;Parent=gene466;Dbxref=NCBI_GP:AAW53885.1;Name=AAW53885.1;Note=identified by similarity to SP:P39773%3B match to protein family HMM PF01676%3B match to protein family HMM TIGR01307;gbkey=CDS;gene=pgm;product=phosphoglycerate mutase%2C 2%2C3-bisphosphoglycerate-independent;protein_id=AAW53885.1;transl_table=11	5820.0	9960.916666666666	4226.3166666666675	27303.840909090908	9796.493589743588	23637.666666666657	6809.083333333334	6280.366666666665	3818.366666666667	30654.116666666665	21435.75	19230.283333333336
sense	CP000029.1	Genbank	CDS	451418	452722	.	+	0	ID=cds438;Parent=gene467;Dbxref=NCBI_GP:AAW53886.1;Name=AAW53886.1;Note=identified by similarity to SP:O69174%3B match to protein family HMM PF00113%3B match to protein family HMM PF03952%3B match to protein family HMM TIGR01060;gbkey=CDS;gene=eno;product=enolase;protein_id=AAW53886.1;transl_table=11	10108.916666666666	53344.0	7502.976190476189	27719.583333333332	11367.75	54580.777777777774	10709.166666666668	8250.666666666666	5339.5	35178.47619047619	30094.5	23888.666666666668
sense	CP000029.1	Genbank	CDS	452888	453346	.	+	0	ID=cds439;Parent=gene468;Dbxref=NCBI_GP:AAW53887.1;Name=AAW53887.1;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53887.1;transl_table=11	4884.033333333334	7612.783333333334	7951.5	7694.833333333334	6014.642857142857	5501.277777777777	4295.2	4963.5	3503.0	2388.583333333333	1943.6666666666665	1412.0
sense	CP000029.1	Genbank	CDS	453415	453648	.	+	0	ID=cds440;Parent=gene469;Dbxref=NCBI_GP:AAW53888.1;Name=AAW53888.1;Note=identified by match to protein family HMM PF03840%3B match to protein family HMM TIGR00810;gbkey=CDS;gene=secG;product=preprotein translocase%2C SecG subunit;protein_id=AAW53888.1;transl_table=11	24980.0	34264.833333333336	36033.083333333336	47834.36666666666	34006.666666666664	31793.25	19536.116666666665	22243.0	16486.0	19586.0	24008.333333333336	18042.166666666664
sense	CP000029.1	Genbank	CDS	453949	454689	.	+	0	ID=cds441;Parent=gene470;Dbxref=NCBI_GP:AAW53889.1;Name=AAW53889.1;Note=identified by similarity to EGAD:18058;gbkey=CDS;gene=est;product=carboxylesterase;protein_id=AAW53889.1;transl_table=11	5247.5	10923.866666666667	3221.666666666667	6774.142857142857	3508.0	8435.642857142857	2147.25	2026.5	1334.5	634.6428571428571	735.0	522.0833333333333
sense	CP000029.1	Genbank	CDS	454724	457102	.	+	0	ID=cds442;Parent=gene471;Dbxref=NCBI_GP:AAW53890.1;Name=AAW53890.1;Note=identified by match to protein family HMM PF00575%3B match to protein family HMM PF00773%3B match to protein family HMM TIGR00358;gbkey=CDS;product=exoribonuclease%2C VacB/RNase II family;protein_id=AAW53890.1;transl_table=11	10685.366666666665	15826.333333333332	9695.916666666668	18350.416666666664	6822.45	15090.426190476192	5190.616666666666	5306.75	3627.033333333333	1515.3333333333333	1813.0	1203.3333333333335
sense	CP000029.1	Genbank	CDS	457127	457597	.	+	0	ID=cds443;Parent=gene472;Dbxref=NCBI_GP:AAW53891.1;Name=AAW53891.1;Note=identified by match to protein family HMM PF01668%3B match to protein family HMM TIGR00086;gbkey=CDS;gene=smpB;product=SsrA-binding protein;protein_id=AAW53891.1;transl_table=11	4676.0	7228.5	4056.0	7564.5	3631.0	6670.0	2875.0	1990.0	1637.5	1066.0	992.0	941.0
sense	CP000029.1	Genbank	CDS	458147	458377	.	-	0	ID=cds444;Parent=gene474;Dbxref=NCBI_GP:AAW53892.1;Name=AAW53892.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53892.1;transl_table=11	25.0	44.25	47.0	83.0	72.66666666666666	86.4	29.0	35.0	27.0	34.0	48.0	51.0
sense	CP000029.1	Genbank	CDS	458978	459166	.	+	0	ID=cds445;Parent=gene476;Dbxref=NCBI_GP:AAW53901.1;Name=AAW53901.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53901.1;transl_table=11	4244.5	3926.0	4010.3333333333335	4459.0	4198.5	4625.5	1852.0	1708.5	1491.5	113.0	99.0	62.0
sense	CP000029.1	Genbank	CDS	459310	459852	.	-	0	ID=cds446;Parent=gene477;Dbxref=NCBI_GP:AAW53902.1;Name=AAW53902.1;gbkey=CDS;product=lipoprotein%2C putative;protein_id=AAW53902.1;transl_table=11	156.5	142.0	185.33333333333331	379.0	326.33333333333337	340.33333333333337	95.5	102.0	94.64285714285714	63.33333333333333	46.5	51.416666666666664
sense	CP000029.1	Genbank	CDS	460587	460757	.	+	0	ID=cds447;Parent=gene478;Dbxref=NCBI_GP:AAW53784.1;Name=AAW53784.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53784.1;transl_table=11	127.0	534.0	95.0	170.5	183.0	529.2	39.333333333333336	51.0	36.0	17.0	9.0	13.166666666666666
sense	CP000029.1	Genbank	CDS	461015	461248	.	-	0	ID=cds448;Parent=gene479;Dbxref=NCBI_GP:AAW53785.1;Name=AAW53785.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53785.1;transl_table=11	23.0	94.33333333333333	47.0	168.33333333333334	92.2	178.5	17.0	27.0	19.0	31.066666666666666	22.0	35.0
sense	CP000029.1	Genbank	CDS	461861	463168	.	-	0	ID=cds449;Parent=gene480;Dbxref=NCBI_GP:AAW53786.1;Name=AAW53786.1;Note=identified by match to protein family HMM PF02386;gbkey=CDS;product=sodium transport family protein;protein_id=AAW53786.1;transl_table=11	2142.5	7864.333333333334	2827.833333333333	4418.45	3364.8333333333335	7386.333333333333	1645.8333333333333	1637.0	1303.4	1669.5	1926.0833333333333	1574.5
sense	CP000029.1	Genbank	CDS	463194	463289	.	-	0	ID=cds450;Parent=gene481;Dbxref=NCBI_GP:AAW53794.1;Name=AAW53794.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW53794.1;transl_table=11	5.5	25.0	4.0	19.0	9.75	27.0	4.5	8.0	4.5	8.0	7.5	5.5
sense	CP000029.1	Genbank	CDS	463394	463738	.	+	0	ID=cds451;Parent=gene482;Dbxref=NCBI_GP:AAW53795.1;Name=AAW53795.1;Note=identified by similarity to OMNI:NTL02ML4319;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW53795.1;transl_table=11	918.0	2518.5	1307.5	2639.5	2062.5	3330.7	488.0	595.0	397.0	152.0	121.5	136.5
sense	CP000029.1	Genbank	CDS	463958	464374	.	-	0	ID=cds452;Parent=gene483;Dbxref=NCBI_GP:AAW53796.1;Name=AAW53796.1;gbkey=CDS;product=glyoxalase family protein;protein_id=AAW53796.1;transl_table=11	26.0	261.0	68.0	240.5	157.16666666666669	376.5833333333333	18.0	33.0	19.5	13.5	11.0	15.5
