query	target	evalue	bits	tstart	tend	taxlineage
NP_391619.1	JAEWTL010000078.1_48	9.875E-29	127	18	210	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_SZUA-584;g_JAEWCC01;s_JAEWCC01 sp023459495
NP_391619.1	CACZQX010000046.1_2	9.875E-29	127	1	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_RUG12871;s_RUG12871 sp902783445
NP_391619.1	DUOA01000027.1_8	9.875E-29	127	18	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Caldicoprobacterales;f_DTU083;g_DUOA01;s_DUOA01 sp012839095
NP_391619.1	JAAYLA010000319.1_4	9.875E-29	127	19	222	d_Bacteria;p_Bacillota G;c_Limnochordia;o_DTU080;f_JAAYLA01;g_JAAYLA01;s_JAAYLA01 sp012522135
NP_391619.1	LFST01000008.1_77	9.875E-29	127	18	223	d_Bacteria;p_Bacillota E;c_DTU015;o_DTU015;f_DTU015;g_DTU015;s_DTU015 sp001513185
NP_391619.1	NZ_HE578923.1_473	1.348E-28	126	13	210	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Dielma;s_Dielma fastidiosa
NP_391619.1	CAKVNP010000023.1_10	1.348E-28	126	1	237	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp934777095
NP_391619.1	NZ_JABDSR010000002.1_188	1.348E-28	126	19	205	d_Bacteria;p_Bacillota A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Peptoniphilus A;s_Peptoniphilus A faecalis
NP_391619.1	SVDN01000026.1_9	1.348E-28	126	1	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_RUG12871;s_RUG12871 sp015057825
NP_391619.1	NZ_LTAQ01000056.1_284	1.348E-28	126	1	241	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae G;g_Bacillus A;s_Bacillus A gaemokensis
NP_391619.1	JAEWER010000006.1_15	1.348E-28	126	1	213	d_Bacteria;p_Bacillota A;c_Clostridia;o_Saccharofermentanales;f_DTU023;g_JAEWER01;s_JAEWER01 sp023389255
NP_391619.1	DUUO01000012.1_33	1.348E-28	126	19	216	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_DTU072;g_JAAZJD01;s_JAAZJD01 sp012841525
NP_391619.1	NZ_CP068564.1_263	1.840E-28	126	1	222	d_Bacteria;p_Bacillota A;c_Clostridia;o_Tissierellales;f_Tepidimicrobiaceae;g_Keratinibaculum;s_Keratinibaculum paraultunense
NP_391619.1	JAFZHS010000007.1_122	1.840E-28	126	18	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Saccharofermentanales;f_Saccharofermentanaceae;g_Saccharofermentans;s_Saccharofermentans sp017554745
NP_391619.1	JAAYPF010000140.1_11	1.840E-28	126	18	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Acetivibrionales;f_Acetivibrionaceae;g_Acetivibrio;s_Acetivibrio sp012519925
NP_391619.1	QQUF01000016.1_39	1.840E-28	126	16	209	d_Bacteria;p_CLD3;c_CLD3;o_CLD3;f_CLD3;g_CLD3;s_CLD3 sp008501735
NP_391619.1	JAAZEL010000066.1_13	1.840E-28	126	6	223	d_Bacteria;p_Bacillota E;c_DTU015;o_DTU015;f_DTU015;g_DTU015;s_DTU015 sp012512325
NP_391619.1	JAFTSA010000002.1_37	1.840E-28	126	65	270	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_CAG-917;g_RGIG4097;s_RGIG4097 sp017461985
NP_391619.1	NC_018704.1_753	2.511E-28	126	1	202	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales D;f_Amphibacillaceae;g_Amphibacillus;s_Amphibacillus xylanus
NP_391619.1	JAFSVU010000012.1_18	2.511E-28	126	4	209	d_Bacteria;p_Bacillota A;c_Clostridia;o_UBA1212;f_UBA1212;g_UBA1212;s_UBA1212 sp017444825
NP_391619.1	JAFWFB010000184.1_3	2.511E-28	126	18	204	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_RGIG5681;s_RGIG5681 sp017512625
NP_391619.1	NZ_FOIF01000091.1_4	2.511E-28	126	18	211	d_Bacteria;p_Bacillota D;c_Proteinivoracia;o_Proteinivoracales;f_Proteinivoraceae;g_Anaerobranca;s_Anaerobranca gottschalkii
NP_391619.1	NZ_FRAI01000008.1_20	2.511E-28	126	18	211	d_Bacteria;p_Bacillota D;c_Proteinivoracia;o_Proteinivoracales;f_Proteinivoraceae;g_Anaerobranca;s_Anaerobranca californiensis
NP_391619.1	NZ_JH556659.1_381	2.511E-28	126	18	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Acetivibrionales;f_Acetivibrionaceae;g_Acetivibrio;s_Acetivibrio cellulolyticus
NP_391619.1	NZ_QNRR01000002.1_734	2.511E-28	126	17	220	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Verrucomicrobiaceae;g_Roseimicrobium;s_Roseimicrobium gellanilyticum
NP_391619.1	NZ_CP064048.1_497	3.427E-28	125	6	211	d_Bacteria;p_Bacillota;c_Bacilli;o_Brevibacillales;f_Brevibacillaceae;g_Brevibacillus;s_Brevibacillus sediminis A
NP_391619.1	SVJD01000007.1_33	3.427E-28	125	22	212	d_Bacteria;p_Bacillota A;c_Clostridia;o_UBA1212;f_UBA1255;g_Egerieisoma;s_Egerieisoma sp015069165
NP_391619.1	DGFC01000014.1_10	3.427E-28	125	22	224	d_Bacteria;p_Bacillota G;c_Limnochordia;o_DTU010;f_DTU010;g_UBA3910;s_UBA3910 sp002391465
NP_391619.1	JAEZIN010000006.1_332	3.427E-28	125	7	215	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_CAG-74;g_JAEWAH01;s_JAEWAH01 sp023436585
NP_391619.1	JAEUHY010000063.1_46	3.427E-28	125	7	227	d_Bacteria;p_Planctomycetota;c_UBA1135;o_UBA1135;f_GCA-002686595;g_WYBT01;s_WYBT01 sp016795325
NP_391619.1	JABLXA010000010.1_45	3.427E-28	125	18	206	d_Bacteria;p_Bacillota G;c_SHA-98;o_Ch115;f_Ch115;g_Ch115;s_Ch115 sp013178415
NP_391619.1	CALVNY010000009.1_47	3.427E-28	125	511	702	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_UBA1242;g_CALVNY01;s_CALVNY01 sp944350085
NP_391619.1	JAAZMA010000291.1_7	4.676E-28	125	1	222	d_Bacteria;p_Bacillota A;c_Clostridia;o_Tissierellales;f_Tepidimicrobiaceae;g_JAAZMA01;s_JAAZMA01 sp012799055
NP_391619.1	DQHV01000102.1_5	4.676E-28	125	1	208	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_UBA8522;g_UBA8522;s_UBA8522 sp003524335
NP_391619.1	NZ_JAEEGB010000003.1_175	4.676E-28	125	18	224	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AM;s_Clostridium AM aciditolerans
NP_391619.1	JAFVRJ010000018.1_31	4.676E-28	125	19	216	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_DTU072;g_Stercoripulliclostridium A;s_Stercoripulliclostridium A sp017504305
NP_391619.1	CAJUEA010000005.1_3	4.676E-28	125	15	212	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_UBA3700;g_MGBC100798;s_MGBC100798 sp910584975
NP_391619.1	JAEOTO010000031.1_49	6.382E-28	124	23	215	d_Archaea;p_Asgardarchaeota;c_Hermodarchaeia;o_Hermodarchaeales;f_Hermodarchaeaceae;g_Hermodarchaeum;s_Hermodarchaeum sp016839805
NP_391619.1	NC_015436.1_710	6.382E-28	124	36	223	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Sphaerochaetales;f_Sphaerochaetaceae;g_Sphaerochaeta A;s_Sphaerochaeta A coccoides
NP_391619.1	CP091734.1_692	6.382E-28	124	55	263	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_CAG-917;g_CAG-349;s_CAG-349 sp003539515
NP_391619.1	JAFTZC010000072.1_2	6.382E-28	124	24	216	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_DTU072;g_Stercoripulliclostridium A;s_Stercoripulliclostridium A sp017461065
NP_391619.1	CAAGRM010000094.1_2	8.709E-28	124	9	191	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Fusicatenibacter;s_Fusicatenibacter sp900772675
NP_391619.1	CALVJJ010000002.1_100	8.709E-28	124	1	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_UBA1242;g_CALVJJ01;s_CALVJJ01 sp944332185
NP_391619.1	CADBUH010000078.1_7	8.709E-28	124	16	210	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Bulleidia;s_Bulleidia sp902797775
NP_391619.1	NZ_WKKI01000034.1_38	8.709E-28	124	19	209	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Metabacillus C;s_Metabacillus C lacus
NP_391619.1	WQRX01000002.1_42	8.709E-28	124	1	212	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_WQUN01;g_WQRX01;s_WQRX01 sp009786535
NP_391619.1	JAEFBB010000009.1_28	8.709E-28	124	18	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Saccharofermentanales;f_Saccharofermentanaceae;g_Saccharofermentans;s_Saccharofermentans sp016292215
NP_391619.1	CAAEDU010000098.1_5	8.709E-28	124	36	227	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_CAG-917;g_Limadaptatus;s_Limadaptatus sp900754695
NP_391619.1	JALFUR010000004.1_213	8.709E-28	124	1	207	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_UBA3700;g_UBA3700;s_UBA3700 sp022784465
NP_391619.1	JAFTOZ010000043.1_15	8.709E-28	124	40	241	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_CAG-1252;g_RUG14300;s_RUG14300 sp017463565
NP_391619.1	NZ_OX216966.1_1890	8.709E-28	124	3	227	d_Bacteria;p_Bacillota;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus B;s_Paenibacillus B dendritiformis A
NP_391619.1	JADBKR010000006.1_198	8.709E-28	124	41	230	d_Bacteria;p_Bacillota G;c_Limnochordia;o_Limnochordales;f_Bu05;g_Bu05;s_Bu05 sp014896295
NP_391619.1	MKRK01000039.1_20	8.709E-28	124	1	230	d_Bacteria;p_Bacillota A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_MKRK01;s_MKRK01 sp001896915
NP_391619.1	CACZNV010000081.1_5	1.188E-27	124	4	209	d_Bacteria;p_Bacillota A;c_Clostridia;o_UBA1212;f_UBA1212;g_UBA1212;s_UBA1212 sp902782645
NP_391619.1	CALVTO010000003.1_110	1.188E-27	124	1	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_UBA1242;g_CALVTO01;s_CALVTO01 sp944362705
NP_391619.1	KE993464.1_109	1.188E-27	124	1	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AT;s_Clostridium AT sp000466585
NP_391619.1	NZ_CP049143.1_3177	1.188E-27	124	17	206	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Verrucomicrobiaceae;g_Roseimicrobium;s_Roseimicrobium sp011044495
NP_391619.1	JAFGQK010000049.1_4	1.188E-27	124	21	221	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_SZUA-6;f_JAFGRV01;g_JAFGRV01;s_JAFGRV01 sp016935735
NP_391619.1	CAKPYT010000017.1_23	1.188E-27	124	19	223	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_CAG-314;g_CAKPYT01;s_CAKPYT01 sp934203075
NP_391619.1	DUSN01000015.1_4	1.188E-27	124	31	224	d_Bacteria;p_Bacillota A;c_Clostridia;o_Caldicoprobacterales;f_DTU083;g_DUSN01;s_DUSN01 sp012842605
NP_391619.1	JADYYP010000062.1_42	1.188E-27	124	21	215	d_Bacteria;p_Planctomycetota;c_UBA1135;o_UBA1135;f_GCA-002686595;g_F1-120-MAGs118;s_F1-120-MAGs118 sp020853575
NP_391619.1	JAFQOO010000007.1_62	1.188E-27	124	24	216	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_DTU072;g_Stercoripulliclostridium A;s_Stercoripulliclostridium A sp017403145
NP_391619.1	JAFXIB010000107.1_10	1.188E-27	124	24	216	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_DTU072;g_Stercoripulliclostridium A;s_Stercoripulliclostridium A sp017533505
NP_391619.1	DBWH01000008.1_18	1.622E-27	123	18	209	d_Bacteria;p_Bacillota A;c_Clostridia;o_UBA1212;f_UBA1212;g_UBA1212;s_UBA1212 sp002308595
NP_391619.1	SLMV01000001.1_15	1.622E-27	123	19	212	d_Bacteria;p_Bacillota E;c_SLMV01;o_SLMV01;f_SLMV01;g_SLMV01;s_SLMV01 sp007133365
NP_391619.1	JAFZEI010000128.1_2	1.622E-27	123	22	212	d_Bacteria;p_Bacillota A;c_Clostridia;o_UBA1212;f_UBA1255;g_Egerieisoma;s_Egerieisoma sp017560765
NP_391619.1	CAKQMI010000001.1_71	1.622E-27	123	64	261	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_CAG-917;g_CAG-349;s_CAG-349 sp934254835
NP_391619.1	CALVVN010000055.1_8	1.622E-27	123	1	202	d_Bacteria;p_Bacillota;c_Bacilli;o_RF39;f_UBA660;g_CALVVN01;s_CALVVN01 sp944363865
NP_391619.1	JAAZKG010000010.1_7	2.213E-27	123	1	204	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_UBA1783;s_UBA1783 sp012799935
NP_391619.1	JAHEAD010000001.1_181	2.213E-27	123	19	208	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Sysuiplasmatales;f_Sysuiplasmataceae;g_Sysuiplasma;s_Sysuiplasma jiujiangense
NP_391619.1	JAEZYR010000148.1_4	2.213E-27	123	1	207	d_Bacteria;p_Bacillota A;c_Clostridia;o_Saccharofermentanales;f_Fastidiosipilaceae;g_JAEZYR01;s_JAEZYR01 sp023442635
NP_391619.1	JAEOTB010000082.1_12	2.213E-27	123	23	215	d_Archaea;p_Asgardarchaeota;c_Hermodarchaeia;o_Hermodarchaeales;f_Hermodarchaeaceae;g_YT-063;s_YT-063 sp016840065
NP_391619.1	JAGCST010000004.1_25	3.019E-27	123	1	213	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosyncoccaceae;g_Nanosyncoccus;s_Nanosyncoccus sp017964025
NP_391619.1	OMXA01000021.1_26	3.019E-27	123	16	210	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Bulleidia;s_Bulleidia sp900314905
NP_391619.1	WRBM01000004.1_71	3.019E-27	123	1	211	d_Bacteria;p_Bacillota;c_Bacilli;o_Acholeplasmatales;f_WRBM01;g_WRBM01;s_WRBM01 sp009784525
NP_391619.1	UQPV01000011.1_6	3.019E-27	123	17	238	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Merdibacter;s_Merdibacter merdipullorum
NP_391619.1	NZ_JAESWC010000004.1_224	3.019E-27	123	1	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AT;s_Clostridium AT sp016765585
NP_391619.1	NZ_CP012152.1_515	3.019E-27	123	1	215	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Anoxybacillaceae;g_Anoxybacillus;s_Anoxybacillus gonensis
NP_391619.1	CAJTDL010000036.1_11	3.019E-27	123	1	234	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_14-2;s_14-2 sp910575035
NP_391619.1	HF998491.1_72	3.019E-27	123	25	230	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_CAG-314;g_Fimimonas;s_Fimimonas gallinarum
NP_391619.1	DUUG01000218.1_2	3.019E-27	123	19	215	d_Bacteria;p_Bacillota A;c_Clostridia;o_Oscillospirales;f_QAMX01;g_DUUG01;s_DUUG01 sp012841675
NP_391619.1	CP062796.1_529	3.019E-27	123	1	219	d_Bacteria;p_Bacillota E;c_DTU015;o_DTU015;f_DTU015;g_DULV01;s_DULV01 sp012840505
NP_391619.1	LDXX01000012.1_23	3.019E-27	123	10	239	d_Bacteria;p_Bacteroidota;c_Kryptonia;o_Kryptoniales;f_Kryptoniaceae;g_Kryptonium;s_Kryptonium thompsonii
NP_391619.1	NZ_JAFKOH010000002.1_65	3.019E-27	123	1	210	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae B;g_Rossellomorea;s_Rossellomorea sp017303375
NP_391619.1	JALEMK010000061.1_14	4.120E-27	122	16	210	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_JALEVB01;s_JALEVB01 sp022768265
NP_391619.1	CAJFUF010000005.1_25	4.120E-27	122	19	238	d_Bacteria;p_Bacillota A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Schneewindia;s_Schneewindia gallinarum
NP_391619.1	JAFXPH010000002.1_16	4.120E-27	122	1	206	d_Bacteria;p_Bacillota A;c_Clostridia;o_TANB77;f_CAG-508;g_Scatovivens;s_Scatovivens sp017528085
NP_391619.1	JAAXUP010000008.1_19	4.120E-27	122	22	212	d_Bacteria;p_Bacillota A;c_Clostridia;o_Eubacteriales;f_Alkalibacteraceae;g_JAAXUP01;s_JAAXUP01 sp013335935
NP_391619.1	QNXS01000019.1_2	4.120E-27	122	1	205	d_Archaea;p_Halobacteriota;c_Archaeoglobi;o_Archaeoglobales;f_Archaeoglobaceae;g_Archaeoglobus C;s_Archaeoglobus C sp003978865
NP_391619.1	NC_000868.1_1067	4.120E-27	122	16	210	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Pyrococcus;s_Pyrococcus abyssi
NP_391619.1	NZ_NFHE01000001.1_93	4.120E-27	122	6	240	d_Bacteria;p_Bacillota A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Enterenecus;s_Enterenecus sp002161235
NP_391619.1	NZ_NSEB01000003.1_111	4.120E-27	122	1	226	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae L;g_Ferdinandcohnia;s_Ferdinandcohnia onubensis
NP_391619.1	JALEYA010000243.1_6	5.621E-27	122	13	212	d_Bacteria;p_Bacillota A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857;s_UBA6857 sp022779945
NP_391619.1	CAAEDX010000247.1_19	5.621E-27	122	17	238	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Merdibacter;s_Merdibacter merdavium
NP_391619.1	NZ_FRAD01000012.1_4	5.621E-27	122	1	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Hathewaya;s_Hathewaya proteolytica
NP_391619.1	NZ_CP040924.1_674	5.621E-27	122	18	219	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AU;s_Clostridium AU thermarum
NP_391619.1	JAEZDX010000388.1_4	5.621E-27	122	18	211	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_JAEZDX01;s_JAEZDX01 sp023417975
NP_391619.1	DCTT01000009.1_34	5.621E-27	122	1	238	d_Bacteria;p_Bacillota A;c_Clostridia;o_Eubacteriales;f_UBA1433;g_UBA1433;s_UBA1433 sp002329295
NP_391619.1	CALWHM010000001.1_70	5.621E-27	122	1	224	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_UBA3700;g_Alloclostridium;s_Alloclostridium sp944380395
NP_391619.1	JAGXSS010000071.1_15	5.621E-27	122	5	241	d_Bacteria;p_Bacillota H;c_UBA994;o_UBA994;f_UBA994;g_BS524;s_BS524 sp018334055
NP_391619.1	JABXGY010000101.1_8	5.621E-27	122	23	215	d_Archaea;p_Asgardarchaeota;c_Hermodarchaeia;o_Hermodarchaeales;f_Hermodarchaeaceae;g_Hermodarchaeum;s_Hermodarchaeum sp016550395
NP_391619.1	JAEOSA010000161.1_4	5.621E-27	122	23	215	d_Archaea;p_Asgardarchaeota;c_Hermodarchaeia;o_Hermodarchaeales;f_Hermodarchaeaceae;g_Hermodarchaeum;s_Hermodarchaeum sp016840595
NP_391619.1	CALWRJ010000010.1_55	5.621E-27	122	22	220	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_UBA1242;g_UBA7867;s_UBA7867 sp944383915
NP_391619.1	JAFLUZ010000009.1_8	5.621E-27	122	523	717	d_Bacteria;p_Bacillota;c_Bacilli;o_RFN20;f_CAG-826;g_RUG131;s_RUG131 sp022508535
NP_391619.1	CALVCO010000002.1_65	7.669E-27	121	13	210	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_JALEVB01;s_JALEVB01 sp944326095
NP_391619.1	NZ_CP058559.1_1552	7.669E-27	121	18	211	d_Bacteria;p_Bacillota D;c_Proteinivoracia;o_Proteinivoracales;f_Proteinivoraceae;g_Alkalicella;s_Alkalicella caledoniensis
NP_391619.1	JAGGTO010000121.1_12	7.669E-27	121	20	214	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Aciduliprofundales;f_Aciduliprofundaceae;g_S014-41;s_S014-41 sp021163705
NP_391619.1	NZ_NFMB01000011.1_6	7.669E-27	121	1	234	d_Bacteria;p_Bacillota A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Flavonifractor;s_Flavonifractor avistercoris
NP_391619.1	JAGPNG010000011.1_5	7.669E-27	121	19	220	d_Bacteria;p_Bacillota E;c_DTU015;o_DTU015;f_DTU015;g_UBA3907;s_UBA3907 sp018052475
NP_391619.1	WYBT01000056.1_132	7.669E-27	121	20	208	d_Bacteria;p_Planctomycetota;c_UBA1135;o_UBA1135;f_GCA-002686595;g_WYBT01;s_WYBT01 sp011525785
NP_391619.1	JABMQR010000071.1_3	7.669E-27	121	31	251	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_JABMQR01;f_JABMQR01;g_JABMQR01;s_JABMQR01 sp013202335
NP_391619.1	JAFYUV010000007.1_210	1.046E-26	121	16	213	d_Bacteria;p_Bacillota A;c_Clostridia;o_TANB77;f_CAG-465;g_UMGS1649;s_UMGS1649 sp017549425
NP_391619.1	JAFQWT010000088.1_3	1.046E-26	121	19	204	d_Bacteria;p_Bacillota A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_UBA1740;s_UBA1740 sp017407375
NP_391619.1	NZ_FQXU01000008.1_197	1.046E-26	121	18	206	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium T;s_Clostridium T intestinale
NP_391619.1	JAAYUF010000021.1_10	1.046E-26	121	19	207	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_CAG-74;g_Limiplasma;s_Limiplasma sp012517815
NP_391619.1	DURJ01000171.1_2	1.046E-26	121	24	212	d_Bacteria;p_DTU030;c_DTU030;o_DUMP01;f_DUMP01;g_DUNI01;s_DUNI01 sp012837285
NP_391619.1	DUQH01000003.1_117	1.046E-26	121	7	223	d_Bacteria;p_Bacillota E;c_DTU015;o_DTU015;f_DTU015;g_DTU015;s_DTU015 sp012837895
NP_391619.1	JAEOSK010000012.1_3	1.046E-26	121	23	215	d_Archaea;p_Asgardarchaeota;c_Hermodarchaeia;o_Hermodarchaeales;f_Hermodarchaeaceae;g_Hermodarchaeum;s_Hermodarchaeum yapensis
NP_391619.1	NZ_SLVV01000002.1_381	1.046E-26	121	1	210	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_DSM-18226;g_Bacillus AZ;s_Bacillus AZ foraminis
NP_391619.1	CADBFJ010000064.1_3	1.427E-26	121	13	205	d_Bacteria;p_Bacillota A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_UMGS1865;s_UMGS1865 sp902793915
NP_391619.1	JAFWGU010000006.1_4	1.427E-26	121	15	212	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_RUG521;s_RUG521 sp017512285
NP_391619.1	DCHW01000021.1_17	1.427E-26	121	17	218	d_Bacteria;p_Bacillota A;c_Clostridia;o_TANB77;f_CAG-508;g_CAG-452;s_CAG-452 sp002314935
NP_391619.1	ONPK01000006.1_10	1.427E-26	121	15	212	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_RUG521;s_RUG521 sp900319675
NP_391619.1	JAAZJL010000062.1_12	1.427E-26	121	1	204	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_UBA1783;s_UBA1783 sp012800355
NP_391619.1	JAEYPN010000026.1_67	1.427E-26	121	1	237	d_Bacteria;p_Bacillota;c_Bacilli;o_Izemoplasmatales;f_UBA1188;g_JAEYPN01;s_JAEYPN01 sp023410715
NP_391619.1	JAAWON010000014.1_28	1.427E-26	121	1	240	d_Bacteria;p_Bacillota;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_C-19;s_C-19 sp022799495
NP_391619.1	CAJTMC010000100.1_3	1.427E-26	121	1	234	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1 sp910577115
NP_391619.1	NZ_SIHI01000001.1_1499	1.427E-26	121	17	207	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_Thalassoglobus;s_Thalassoglobus neptunius
NP_391619.1	JAGQPO010000710.1_2	1.427E-26	121	3	208	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Stieleria;s_Stieleria sp020426665
NP_391619.1	NZ_LS974202.1_705	1.427E-26	121	21	240	d_Bacteria;p_Thermotogota;c_Thermotogae;o_Petrotogales;f_Kosmotogaceae;g_Mesotoga;s_Mesotoga infera B
NP_391619.1	JAEOUH010000016.1_7	1.427E-26	121	25	215	d_Archaea;p_Asgardarchaeota;c_Hermodarchaeia;o_Hermodarchaeales;f_Hermodarchaeaceae;g_Hermodarchaeum;s_Hermodarchaeum sp016839365
NP_391619.1	DUCM01000014.1_191	1.427E-26	121	29	214	d_Bacteria;p_Planctomycetota;c_UBA1135;o_UBA1135;f_GCA-002686595;g_DUCM01;s_DUCM01 sp012959785
NP_391619.1	NZ_JAFBEE010000001.1_331	1.427E-26	121	1	210	d_Bacteria;p_Bacillota A;c_Clostridia;o_Peptostreptococcales;f_Natronincolaceae;g_Alkaliphilus;s_Alkaliphilus hydrothermalis
