#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_JHVN01000001.1_341-Anoxybacillus_A_tepidamans_A -            415 AHH                  PF14412.9    112   2.7e-13   46.4   0.9   1   1   3.6e-16   5.2e-13   45.5   0.3     8   108   312   402   306   406 0.91 -
NZ_JANJYH010000004.1_317-Haloarchaeobius_sp024609245     -            427 Amidohydro_3         PF07969.14   473   8.6e-26   87.8  16.0   1   1   1.2e-20   3.7e-20   69.2   9.8   237   472   165   398    89   399 0.79 -
NZ_CP100763.1_3025-Natrinema_sp024296685                 -            432 Amidohydro_3         PF07969.14   473     9e-26   87.7  15.3   1   1   2.7e-21   8.2e-21   71.4  11.0   228   472   140   401    93   402 0.77 -
NZ_CP064786.1_170-Natronoarchaeum_sulfidigenes           -            433 Amidohydro_3         PF07969.14   473   9.1e-26   87.7  10.1   1   1   3.4e-22     1e-21   74.4   5.8   263   472   191   400   125   401 0.82 -
NC_015666.1_572-Halopiger_xanaduensis                    -            434 Amidohydro_3         PF07969.14   473   9.3e-26   87.7  17.1   1   1   4.8e-20   1.5e-19   67.3  13.4   194   472   129   401    75   402 0.73 -
NZ_JACAWU010000001.1_507-Natronomonas_gomsonensis_A      -            430 Amidohydro_3         PF07969.14   473   9.9e-26   87.6  18.1   1   1   2.8e-21   8.6e-21   71.3  14.2   151   473    85   400    64   400 0.82 -
JAHFDG010000035.1_17-Methanoperedens_sp023249105         -            422 Amidohydro_3         PF07969.14   473   9.9e-26   87.6   1.2   1   1   8.8e-18   2.7e-17   59.8   0.0   355   472   275   394   238   395 0.92 -
NZ_CP100355.1_342-Tc-Br11_sp024204665                    -            429 Amidohydro_3         PF07969.14   473   9.9e-26   87.6  13.3   1   1     2e-22   6.3e-22   75.1   8.4   152   472    91   399    70   400 0.84 -
NZ_BMPG01000001.1_45-Halocalculus_aciditolerans          -            425 Amidohydro_3         PF07969.14   473     1e-25   87.6  18.4   1   1   1.9e-22   5.8e-22   75.2  13.7   147   472    81   399    64   400 0.84 -
NZ_NHOA01000104.1_21-Halorubrum_persicum                 -            451 Amidohydro_3         PF07969.14   473     1e-25   87.5  22.0   1   1   4.5e-21   1.4e-20   70.6  15.1   154   472   112   418    88   419 0.79 -
NZ_CP099391.1_3796-Natronococcus_sp023913515             -            432 Amidohydro_3         PF07969.14   473   1.1e-25   87.5  10.8   1   1   9.8e-21     3e-20   69.5   8.2   238   472   169   401    92   402 0.78 -
NZ_CP100762.1_2373-AD-4_sp024296665                      -            433 Amidohydro_3         PF07969.14   473   1.2e-25   87.3  14.6   1   1     1e-20   3.1e-20   69.5  10.4   239   472   174   401    96   402 0.85 -
NZ_CP058334.1_2193-Natronomonas_halophila                -            432 Amidohydro_3         PF07969.14   473   1.2e-25   87.3  14.6   1   1   1.2e-22   3.6e-22   75.9   9.5   151   472    87   401    66   402 0.84 -
NZ_CP085335.1_2814-Haladaptatus_sp020618475              -            430 Amidohydro_3         PF07969.14   473   1.2e-25   87.3  14.3   1   1   2.4e-22   7.2e-22   74.9   7.8   243   472   174   399   162   400 0.89 -
NZ_JNCS01000004.1_143-Natrinema_altunense                -            432 Amidohydro_3         PF07969.14   473   1.3e-25   87.2  13.3   1   1   1.4e-20   4.4e-20   69.0  10.8   229   472   141   401    89   402 0.77 -
CP040678.1_112-Halostella_pelagica                       -            432 Amidohydro_3         PF07969.14   473   1.3e-25   87.2  14.4   1   1   7.5e-21   2.3e-20   69.9   9.9   224   472   149   401    96   402 0.84 -
NZ_JAANTH010000001.1_129-Halobacterium_sp011734195       -            429 Amidohydro_3         PF07969.14   473   1.4e-25   87.2  19.8   1   1   2.8e-21   8.6e-21   71.3  13.8   210   472   125   399    81   400 0.75 -
NZ_FOZS01000001.1_75-Halostagnicola_kamekurae            -            432 Amidohydro_3         PF07969.14   473   1.4e-25   87.1   9.9   1   1   1.9e-20   5.7e-20   68.6   6.9   238   472   169   401    89   402 0.79 -
NZ_NSKC01000001.1_493-Halorubrum_salipaludis             -            445 Amidohydro_3         PF07969.14   473   1.5e-25   87.0  21.2   1   1   2.1e-20   6.3e-20   68.5  14.9   214   472   168   414   103   415 0.81 -
NZ_JDTH01000001.1_455-Haladaptatus_cibarius              -            434 Amidohydro_3         PF07969.14   473   1.5e-25   87.0  10.1   1   1   2.3e-21     7e-21   71.6   7.3   238   472   175   403    93   404 0.82 -
NZ_AOIT01000049.1_36-Natrinema_limicola                  -            432 Amidohydro_3         PF07969.14   473   1.6e-25   86.9  12.5   1   1   2.1e-20   6.6e-20   68.4   8.3   241   472   174   401    91   402 0.81 -
NZ_SDJP01000021.1_36-Halorubrum_amylolyticum             -            438 Amidohydro_3         PF07969.14   473   1.7e-25   86.8  21.4   1   1   3.6e-20   1.1e-19   67.7  15.3   230   472   171   407    96   408 0.79 -
NZ_FOTC01000003.1_373-Halogranum_rubrum                  -            431 Amidohydro_3         PF07969.14   473   1.7e-25   86.8  18.2   1   1   2.5e-20   7.7e-20   68.2  12.5   237   472   172   401    89   402 0.85 -
NZ_AOMC01000124.1_44-Halococcus_morrhuae                 -            431 Amidohydro_3         PF07969.14   473   1.7e-25   86.8  18.1   1   1   1.7e-20   5.3e-20   68.7  12.6   242   472   173   399    97   400 0.84 -
NZ_AP017569.1_1515-Halorubrum_trapanicum_A               -            439 Amidohydro_3         PF07969.14   473   1.8e-25   86.8  20.9   1   1   6.1e-21   1.9e-20   70.2  15.6   152   472    99   407    76   408 0.85 -
NZ_SDIC01000003.1_264-Halegenticoccus_tardaugens         -            435 Amidohydro_3         PF07969.14   473   1.9e-25   86.7  17.0   1   1   3.6e-20   1.1e-19   67.7  14.1   240   472   174   404    94   405 0.80 -
NZ_CP084472.1_3262-Natrinema_sp020405225                 -            432 Amidohydro_3         PF07969.14   473   1.9e-25   86.6  14.8   1   1   2.3e-19     7e-19   65.0  12.8   236   472   171   401    89   402 0.79 -
NZ_CP100400.1_3411-Halorussus_sp024218795                -            432 Amidohydro_3         PF07969.14   473     2e-25   86.6  16.7   1   1   6.5e-21     2e-20   70.1  10.0   154   472    96   402    73   403 0.78 -
NZ_FNPB01000002.1_184-Halobellus_clavatus                -            440 Amidohydro_3         PF07969.14   473     2e-25   86.6  22.5   1   1   6.6e-21     2e-20   70.1  16.4   152   472   102   410    75   411 0.80 -
NZ_JANHAU010000001.1_89-Haloarchaeobius_salinus          -            427 Amidohydro_3         PF07969.14   473   2.1e-25   86.5  18.4   1   1   6.4e-20     2e-19   66.8  11.9   209   472   140   398    87   399 0.80 -
NZ_BMOQ01000003.1_72-Halarchaeum_nitratireducens         -            429 Amidohydro_3         PF07969.14   473   2.3e-25   86.4  19.0   1   1     1e-20   3.1e-20   69.5  14.2   154   473    93   400    70   400 0.75 -
PXQO01000076.1_56-Halovenus_sp003021285                  -            433 Amidohydro_3         PF07969.14   473   2.4e-25   86.4   7.6   1   1   1.2e-21   3.7e-21   72.5   3.3   239   472   171   402   109   403 0.87 -
NZ_SBIS02000007.1_376-Halorussus_salinus                 -            432 Amidohydro_3         PF07969.14   473   2.5e-25   86.3  11.9   1   1   1.5e-20   4.5e-20   68.9   8.2   165   472   137   402    92   403 0.78 -
NZ_AOJE01000028.1_34-Halorubrum_saccharovorum            -            451 Amidohydro_3         PF07969.14   473   2.5e-25   86.3  21.3   1   1   7.3e-20   2.2e-19   66.7  15.0   231   472   183   418   112   419 0.80 -
PUNZ01000194.1_10-Halovenus_sp003551945                  -            433 Amidohydro_3         PF07969.14   473   2.8e-25   86.1  14.4   1   1   1.2e-21   3.8e-21   72.5   6.6   154   472    97   403    76   404 0.75 -
NZ_VCNL01000006.1_86-Halorubrum_salsamenti               -            442 Amidohydro_3         PF07969.14   473   2.9e-25   86.1  23.1   1   1   1.2e-20   3.6e-20   69.3  15.8   154   472   104   410    81   411 0.80 -
SKKJ01000226.1_2-Natronomonas_sp007121575                -            432 Amidohydro_3         PF07969.14   473   3.3e-25   85.9  11.9   1   1   1.2e-20   3.8e-20   69.2   7.9   205   473   138   400    72   400 0.79 -
NC_007426.1_485-Natronomonas_pharaonis                   -            431 Amidohydro_3         PF07969.14   473   3.5e-25   85.8  15.2   1   1   4.6e-21   1.4e-20   70.6  11.1   152   473    91   400    68   400 0.86 -
NC_017941.2_168-Haloferax_mediterranei                   -            430 Amidohydro_3         PF07969.14   473   3.5e-25   85.8  18.7   1   1   9.6e-21     3e-20   69.6  13.6   211   472   128   401    92   402 0.85 -
NZ_JAAKXY010000002.1_667-Natronolimnobius_sp011043775    -            431 Amidohydro_3         PF07969.14   473   3.5e-25   85.8  10.1   1   1   3.9e-21   1.2e-20   70.8   4.6   240   472   171   401   147   402 0.85 -
PXQR01000101.1_18-Halococcus_sp003021235                 -            457 Amidohydro_3         PF07969.14   473   3.6e-25   85.7  10.4   1   1   1.1e-19   3.4e-19   66.1   6.6   137   472   107   425    90   426 0.78 -
NZ_REFZ01000005.1_84-Natrarchaeobius_chitinivorans_A     -            430 Amidohydro_3         PF07969.14   473   3.7e-25   85.7  14.6   1   1     7e-20   2.2e-19   66.7  10.1   237   472   170   399    79   400 0.79 -
NZ_REFY01000004.1_442-Natrarchaeobius_halalkaliphilus    -            430 Amidohydro_3         PF07969.14   473   3.8e-25   85.7  13.7   1   1   2.6e-20     8e-20   68.1  10.8   239   472   172   399    94   400 0.85 -
PXSG01000069.1_3-SW-9-67-25_sp003023485                  -            436 Amidohydro_3         PF07969.14   473   3.8e-25   85.7  12.7   1   1   4.7e-21   1.4e-20   70.6   5.6   240   472   174   404   100   405 0.90 -
NZ_CP058529.1_2470-Halobaculum_halophilum                -            444 Amidohydro_3         PF07969.14   473     4e-25   85.6  21.6   1   1   1.2e-21   3.8e-21   72.5  15.0   152   472   105   413    81   414 0.81 -
NZ_SSNL01000003.1_95-Salinigranum_halophilum             -            431 Amidohydro_3         PF07969.14   473   4.1e-25   85.6  18.0   1   1   3.7e-20   1.1e-19   67.6  11.5   157   472    98   401    72   402 0.78 -
NZ_WUAX01000004.1_73-Halorubrum_sp009806985              -            436 Amidohydro_3         PF07969.14   473   4.4e-25   85.5  16.2   1   1   2.6e-19   8.1e-19   64.8  13.1   233   472   164   403   125   404 0.83 -
NZ_WSZK01000015.1_597-Halomarina_oriensis                -            435 Amidohydro_3         PF07969.14   473   4.4e-25   85.5  15.7   1   1   2.9e-21     9e-21   71.3  10.2   234   472   169   405    89   406 0.83 -
LKNH01000162.1_6-Halovenus_sp001564135                   -            430 Amidohydro_3         PF07969.14   473   4.6e-25   85.4  13.8   1   1   3.1e-21   9.4e-21   71.2   6.3   255   472   183   400    79   401 0.74 -
NZ_JANHDL010000001.1_424-Halorubrum_laminariae           -            442 Amidohydro_3         PF07969.14   473   4.6e-25   85.4  18.8   1   1     1e-20   3.2e-20   69.4  14.4   154   472   104   410    78   411 0.82 -
NZ_BATA01000018.1_16-Halarchaeum_acidiphilum             -            429 Amidohydro_3         PF07969.14   473   4.6e-25   85.4  19.1   1   1   2.9e-20   8.8e-20   68.0  14.3   234   472   167   399    70   400 0.77 -
PWMF01000137.1_1-Natronococcus_sp003559215               -            411 Amidohydro_3         PF07969.14   473   4.7e-25   85.4  10.7   1   1   2.2e-19   6.7e-19   65.1   7.5   246   472   141   380    74   381 0.77 -
QNGA01000001.1_417-Haladaptatus_sp003298465              -            430 Amidohydro_3         PF07969.14   473   4.8e-25   85.3  17.8   1   1   2.4e-22   7.2e-22   74.9  13.8   151   471    85   398    67   400 0.83 -
NZ_FNIA01000001.1_93-Haloarchaeobius_iranensis           -            427 Amidohydro_3         PF07969.14   473   4.9e-25   85.3  16.3   1   1     1e-19   3.2e-19   66.2   9.6   238   472   166   398    89   399 0.80 -
CP071596.1_439-Tc-Br11_sp017357105                       -            429 Amidohydro_3         PF07969.14   473   5.4e-25   85.2  13.3   1   1   1.2e-21   3.7e-21   72.5   8.2   152   472    91   399    73   400 0.82 -
NZ_CP034145.1_3464-Haloplanus_aerogenes                  -            430 Amidohydro_3         PF07969.14   473     6e-25   85.0  18.4   1   1   4.3e-20   1.3e-19   67.4  10.6   242   472   173   399    91   400 0.84 -
NZ_BMOC01000015.1_79-Halobellus_salinus                  -            435 Amidohydro_3         PF07969.14   473   6.2e-25   85.0  21.3   1   1   4.5e-23   1.4e-22   77.2  10.8   239   472   178   405   164   406 0.87 -
NZ_CP081958.1_1803-Halobaculum_magnesiiphilum            -            433 Amidohydro_3         PF07969.14   473   6.3e-25   85.0  16.5   1   1     2e-21   6.2e-21   71.8  13.3   232   472   168   402   100   403 0.79 -
NZ_CP019285.1_1039-Halobiforma_lacisalsi                 -            434 Amidohydro_3         PF07969.14   473   6.4e-25   84.9  15.3   1   1     1e-20   3.1e-20   69.5  11.6   235   472   170   401    74   402 0.79 -
NZ_CP058579.1_655-Halobaculum_salinum                    -            432 Amidohydro_3         PF07969.14   473   6.4e-25   84.9  21.0   1   1   2.4e-21   7.2e-21   71.6  14.7   152   472    93   401    67   402 0.80 -
NZ_LN831302.1_2537-Halobacterium_hubeiense               -            429 Amidohydro_3         PF07969.14   473   6.5e-25   84.9  15.3   1   1   1.4e-21   4.4e-21   72.3  11.9   223   472   144   399    78   400 0.78 -
DPJP01000039.1_7-UBA11051_sp003542955                    -            431 Amidohydro_3         PF07969.14   473   6.5e-25   84.9   2.5   1   1   4.1e-19   1.3e-18   64.2   0.6   250   473   184   404   109   404 0.86 -
NZ_AOIA01000031.1_106-Natronococcus_jeotgali             -            430 Amidohydro_3         PF07969.14   473   7.4e-25   84.7  14.4   1   1   4.1e-19   1.2e-18   64.2   9.8   242   472   173   399    88   400 0.83 -
NZ_CP031305.1_1185-Natronorubrum_bangense                -            432 Amidohydro_3         PF07969.14   473   7.5e-25   84.7   8.6   1   1   1.1e-21   3.2e-21   72.7   5.7   208   472   149   401    92   402 0.80 -
NZ_NEDJ01000078.1_14-Halorubrum_ezzemoulense             -            438 Amidohydro_3         PF07969.14   473   7.8e-25   84.6  20.4   1   1   2.8e-20   8.7e-20   68.0  15.1   153   471    99   405    75   407 0.84 -
LKND01000018.1_33-Tc-Br11_sp001564275                    -            432 Amidohydro_3         PF07969.14   473     9e-25   84.4  10.5   1   1   4.1e-19   1.3e-18   64.2   7.4   240   472   170   400   100   401 0.86 -
NZ_FNFE01000004.1_36-Natronorubrum_texcoconense          -            432 Amidohydro_3         PF07969.14   473   9.3e-25   84.4   9.0   1   1   1.2e-20   3.8e-20   69.2   5.6   242   472   175   401   102   402 0.84 -
NZ_CP031310.1_99-Halapricum_salinum                      -            432 Amidohydro_3         PF07969.14   473   9.3e-25   84.4  16.0   1   1   3.6e-21   1.1e-20   71.0   8.5   230   472   162   402    80   403 0.80 -
NZ_CP029078.1_1552-Streptomyces_griseoviridis_A          -            431 Amidohydro_3         PF07969.14   473   9.5e-25   84.4  12.3   1   1   1.6e-19   4.8e-19   65.6   6.2   145   472    82   409    72   410 0.74 -
NZ_AOMF01000151.1_43-Halococcus_thailandensis            -            429 Amidohydro_3         PF07969.14   473   9.7e-25   84.3  16.9   1   1   4.8e-20   1.5e-19   67.2  11.4   242   472   173   399    97   400 0.86 -
NZ_CP089588.1_1544-Halobacterium_sp021249345             -            429 Amidohydro_3         PF07969.14   473   9.9e-25   84.3  17.1   1   1   1.5e-20   4.5e-20   69.0  11.2   240   472   171   399    87   400 0.81 -
NZ_AOIL01000051.1_92-Natrialba_taiwanensis               -            432 Amidohydro_3         PF07969.14   473   1.1e-24   84.2  13.1   1   1   3.4e-19     1e-18   64.5   8.4   230   472   165   401    91   402 0.82 -
NZ_CP096658.1_988-Halorussus_sp023238445                 -            432 Amidohydro_3         PF07969.14   473   1.1e-24   84.2  14.9   1   1   2.2e-20   6.8e-20   68.4  11.7   208   472   126   402    92   403 0.81 -
NZ_CP096019.1_1737-Halocatena_sp023115355                -            429 Amidohydro_3         PF07969.14   473   1.1e-24   84.1  12.6   1   1   5.2e-22   1.6e-21   73.7   5.1   240   472   170   398   156   399 0.88 -
NZ_AOLN01000011.1_376-Haloferax_mucosum                  -            430 Amidohydro_3         PF07969.14   473   1.1e-24   84.1  16.9   1   1   9.5e-20   2.9e-19   66.3  12.7   210   472   127   401    79   402 0.82 -
NZ_FNFC01000008.1_36-Halovenus_aranensis                 -            432 Amidohydro_3         PF07969.14   473   1.2e-24   84.1  13.5   1   1   1.3e-20   3.9e-20   69.2   6.6   238   472   169   401    74   402 0.86 -
NZ_SRIF01000002.1_102-Halomicroarcula_amylolytica        -            432 Amidohydro_3         PF07969.14   473   1.2e-24   84.0  12.8   1   1   5.8e-20   1.8e-19   67.0   8.5   245   472   176   401    92   402 0.85 -
NZ_CP084090.1_1437-Halomicrobium_urmianum                -            434 Amidohydro_3         PF07969.14   473   1.3e-24   83.9   9.0   1   1   1.2e-18   3.7e-18   62.6   4.5   239   472   171   402   104   403 0.84 -
NZ_FOFD01000003.1_112-Natrinema_salaciae                 -            431 Amidohydro_3         PF07969.14   473   1.3e-24   83.9  10.4   1   1   2.2e-21   6.6e-21   71.7   9.4   234   472   146   401    97   402 0.80 -
NZ_BMOF01000010.1_43-Calditerricola_satsumensis          -            437 Amidohydro_3         PF07969.14   473   1.4e-24   83.8   9.8   1   1   2.4e-22   7.4e-22   74.8   4.0   249   473   186   407   109   407 0.85 -
NZ_JAIWPJ010000003.1_46-Natrinema_amylolyticum           -            432 Amidohydro_3         PF07969.14   473   1.4e-24   83.8  15.4   1   1   7.1e-21   2.2e-20   70.0   9.8   229   472   141   401    89   402 0.78 -
NZ_QMIM01000011.1_29-Halorubrum_sp003287355              -            439 Amidohydro_3         PF07969.14   473   1.4e-24   83.8  20.2   1   1     7e-20   2.1e-19   66.7  13.9   231   472   171   406    88   407 0.82 -
NZ_CP085301.1_992-Haladaptatus_pallidirubidus            -            433 Amidohydro_3         PF07969.14   473   1.4e-24   83.8  15.4   1   1   1.5e-21   4.5e-21   72.3   9.0   234   472   170   402    91   403 0.82 -
NZ_CVRT01000109.1_26-Halorubrum_sp001261915              -            441 Amidohydro_3         PF07969.14   473   1.4e-24   83.8  21.0   1   1   6.1e-20   1.9e-19   66.9  15.9   152   472   101   409    80   410 0.84 -
NZ_SOSC01000007.1_96-Halorientalis_salina                -            430 Amidohydro_3         PF07969.14   473   1.5e-24   83.7  16.4   1   1   1.9e-20   5.8e-20   68.6   9.9   225   472   152   399    88   400 0.76 -
NZ_JALLGW010000001.1_818-Halomarina_salina               -            435 Amidohydro_3         PF07969.14   473   1.6e-24   83.7  15.7   1   1   8.3e-21   2.5e-20   69.8  10.1   231   472   166   405    79   406 0.76 -
NZ_CP100404.1_256-Halomicroarcula_sp024218775            -            434 Amidohydro_3         PF07969.14   473   1.6e-24   83.6  17.4   1   1   1.9e-19   5.8e-19   65.3  10.5   235   472   166   401    93   402 0.86 -
NZ_CP019067.1_2006-Halorientalis_sp001989615             -            434 Amidohydro_3         PF07969.14   473   1.7e-24   83.6  12.7   1   1   3.1e-20   9.3e-20   67.9   7.1   210   472   129   403    93   404 0.78 -
KE356579.1_478-Halovenus_sp000416085                     -            437 Amidohydro_3         PF07969.14   473   1.7e-24   83.6  15.5   1   1   1.3e-20     4e-20   69.1   8.3   249   472   184   405    96   406 0.87 -
NZ_REGA01000008.1_78-Natrarchaeobius_chitinivorans       -            430 Amidohydro_3         PF07969.14   473   1.7e-24   83.5  14.5   1   1   3.6e-22   1.1e-21   74.3   9.0   239   472   168   399    88   400 0.78 -
NZ_AOLM01000022.1_119-Haloferax_sulfurifontis            -            430 Amidohydro_3         PF07969.14   473   1.7e-24   83.5  19.1   1   1     2e-19     6e-19   65.2  15.4   147   472    83   401    66   402 0.87 -
NZ_AOLI01000023.1_2-Haloferax_larsenii                   -            430 Amidohydro_3         PF07969.14   473   1.8e-24   83.5  18.9   1   1     6e-20   1.9e-19   66.9  13.3   212   472   129   401   107   402 0.87 -
NZ_LWHG01000011.1_419-Haladaptatus_sp001625445           -            430 Amidohydro_3         PF07969.14   473   1.8e-24   83.4  15.1   1   1   1.2e-20   3.8e-20   69.2   9.7   153   472    92   399    68   400 0.81 -
NZ_VCNM01000003.1_128-Halorubrum_depositum               -            443 Amidohydro_3         PF07969.14   473   1.9e-24   83.4  21.7   1   1   9.1e-20   2.8e-19   66.3  17.2   151   472    98   412    77   413 0.83 -
NZ_AOIJ01000051.1_150-Natrinema_gari                     -            432 Amidohydro_3         PF07969.14   473     2e-24   83.3  14.4   1   1   7.3e-20   2.2e-19   66.7  11.2   229   472   141   401    88   402 0.76 -
NZ_CP024047.1_3392-Natrarchaeobaculum_sulfurireducens    -            432 Amidohydro_3         PF07969.14   473     2e-24   83.3  11.3   1   1   7.5e-19   2.3e-18   63.3   7.9   242   471   175   400   102   402 0.85 -
NZ_CP007055.1_2723-Halostagnicola_larsenii               -            432 Amidohydro_3         PF07969.14   473     2e-24   83.3  11.4   1   1   1.1e-19   3.4e-19   66.1   8.0   238   472   169   401    90   402 0.82 -
PXRR01000008.1_73-Halomarina_sp003021975                 -            430 Amidohydro_3         PF07969.14   473     2e-24   83.3  16.7   1   1   5.3e-21   1.6e-20   70.4  11.5   227   472   156   400    79   401 0.85 -
NZ_CP099993.1_2048-Halorussus_sp024138125                -            430 Amidohydro_3         PF07969.14   473     2e-24   83.3  13.8   1   1   9.7e-20     3e-19   66.3  10.1   152   472   122   400    90   401 0.79 -
PXRS01000020.1_5-QS-5-68-33_sp003023785                  -            434 Amidohydro_3         PF07969.14   473   2.1e-24   83.2  13.2   1   1     1e-20   3.1e-20   69.5   7.8   239   472   170   401   106   402 0.86 -
JAFWYK010000001.1_5-Scatovivens_sp017517685              -            426 Amidohydro_3         PF07969.14   473   2.2e-24   83.2   0.0   1   1   2.4e-18   7.4e-18   61.6   0.0   300   472   231   400   185   401 0.83 -
NZ_CP100000.1_2014-Halorussus_sp024138165                -            429 Amidohydro_3         PF07969.14   473   2.3e-24   83.1  18.6   1   1   9.6e-21     3e-20   69.6  13.1   193   472   126   399    86   400 0.77 -
NZ_CP099997.1_2259-Tc-Br11_sp024138145                   -            429 Amidohydro_3         PF07969.14   473   2.3e-24   83.1  13.1   1   1   3.2e-21   9.9e-21   71.1   8.0   151   472    85   399    67   400 0.85 -
NC_014297.1_415-Halalkalicoccus_jeotgali                 -            428 Amidohydro_3         PF07969.14   473   2.3e-24   83.1  14.1   1   1   6.1e-21   1.9e-20   70.2   7.8   239   472   168   399    81   400 0.75 -
NZ_JAKRVX010000001.1_641-Natronocalculus_amylovorans     -            432 Amidohydro_3         PF07969.14   473   2.4e-24   83.0  15.0   1   1   1.8e-21   5.5e-21   72.0  11.4   146   471    80   400    63   402 0.82 -
NZ_JABUQZ010000001.1_3341-Haloterrigena_gelatinilytica   -            432 Amidohydro_3         PF07969.14   473   2.7e-24   82.9  13.3   1   1   1.2e-20   3.8e-20   69.2   9.0   238   472   169   401    91   402 0.85 -
NZ_KB913017.1_1633-Natronorubrum_tibetense               -            432 Amidohydro_3         PF07969.14   473   2.7e-24   82.9   9.4   1   1   3.9e-20   1.2e-19   67.6   6.0   239   471   174   400   102   402 0.82 -
NZ_QJOW01000003.1_61-Halosegnis_rubeus                   -            427 Amidohydro_3         PF07969.14   473   2.9e-24   82.8  21.0   1   1   4.1e-20   1.2e-19   67.5  15.0   152   472    91   397    64   398 0.82 -
PXQY01000019.1_4-Natronomonas_sp003021745                -            431 Amidohydro_3         PF07969.14   473   2.9e-24   82.8  22.1   1   1     4e-20   1.2e-19   67.5  17.7   156   472    96   400    71   401 0.80 -
NZ_BCMZ01000001.1_2558-Halobacterium_sp001485535         -            429 Amidohydro_3         PF07969.14   473   2.9e-24   82.8  17.8   1   1   2.1e-21   6.4e-21   71.8  13.4   211   472   126   399    83   400 0.79 -
NZ_CP101156.1_2083-Tc-Br11_sp024298845                   -            432 Amidohydro_3         PF07969.14   473   2.9e-24   82.8  13.8   1   1     4e-19   1.2e-18   64.2  11.1   240   472   173   401    95   402 0.85 -
NZ_AOLP01000009.1_249-Haloferax_denitrificans            -            430 Amidohydro_3         PF07969.14   473   3.1e-24   82.7  19.2   1   1   3.3e-19     1e-18   64.5  15.6   147   472    83   401    66   402 0.87 -
KI543180.1_235-A07HB70_sp000496195                       -            431 Amidohydro_3         PF07969.14   473   3.2e-24   82.6  14.4   1   1   1.4e-19   4.2e-19   65.8   9.4   226   472   139   401    95   402 0.81 -
NZ_FNFE01000002.1_455-Natronorubrum_texcoconense         -            430 Amidohydro_3         PF07969.14   473   3.3e-24   82.6  10.9   1   1   6.5e-20     2e-19   66.8   4.9   242   472   173   399    97   400 0.84 -
AOIR01000033.1_129-Natrinema_thermotolerans              -            432 Amidohydro_3         PF07969.14   473   3.4e-24   82.6  14.0   1   1   1.4e-19   4.3e-19   65.7   8.9   233   472   168   401    90   402 0.82 -
NZ_JALLPK010000001.1_2773-Halocatena_sp023276375         -            429 Amidohydro_3         PF07969.14   473   3.4e-24   82.6  14.3   1   1   8.5e-21   2.6e-20   69.7   9.3   240   472   171   399    75   400 0.79 -
NZ_WRXM01000002.1_816-Halomicroarcula_limicola           -            432 Amidohydro_3         PF07969.14   473   3.4e-24   82.5  16.1   1   1   8.7e-21   2.7e-20   69.7   9.2   235   472   170   401    86   402 0.78 -
NZ_CP045488.1_1119-Natronorubrum_aibiense                -            432 Amidohydro_3         PF07969.14   473   3.7e-24   82.4  11.8   1   1   2.4e-21   7.4e-21   71.5   5.8   243   472   176   401    99   402 0.84 -
NZ_WKJO01000001.1_902-Haloferax_litoreum                 -            430 Amidohydro_3         PF07969.14   473   3.7e-24   82.4  18.4   1   1   1.4e-19   4.3e-19   65.7  13.0   230   472   165   401    79   402 0.82 -
NZ_FNLC01000003.1_432-Natronobacterium_texcoconense      -            432 Amidohydro_3         PF07969.14   473   3.8e-24   82.4   8.7   1   1   4.4e-20   1.3e-19   67.4   5.8   240   472   173   401    91   402 0.82 -
NZ_CP064788.1_1926-Halapricum_desulfuricans              -            429 Amidohydro_3         PF07969.14   473   3.8e-24   82.4  17.2   1   1   7.8e-20   2.4e-19   66.6  10.2   238   472   171   399    72   400 0.82 -
NZ_JACKXD010000005.1_247-Halobellus_ruber                -            435 Amidohydro_3         PF07969.14   473   4.3e-24   82.2  22.0   1   1   4.4e-21   1.3e-20   70.7  14.5   238   472   177   405    95   406 0.84 -
PXRO01000004.1_102-Halomicrobium_sp003021685             -            433 Amidohydro_3         PF07969.14   473   4.3e-24   82.2  17.4   1   1   1.3e-19   3.8e-19   65.9  12.0   239   472   170   401    83   402 0.83 -
CP094974.1_4153-JALIQP01_sp022869805                     -            432 Amidohydro_3         PF07969.14   473   4.5e-24   82.1   9.7   1   1   2.1e-20   6.4e-20   68.5   5.9   234   472   169   401    91   402 0.82 -
SKSH01000098.1_20-SKSH01_sp007118075                     -            431 Amidohydro_3         PF07969.14   473   4.5e-24   82.1  11.7   1   1   1.9e-22   5.9e-22   75.2   4.3   239   472   170   401    93   402 0.83 -
NC_013967.1_165-Haloferax_volcanii                       -            430 Amidohydro_3         PF07969.14   473   4.8e-24   82.1  19.8   1   1   9.6e-20   2.9e-19   66.3  15.2   148   472    84   401    66   402 0.86 -
SKTU01000029.1_35-Natronomonas_sp007122455               -            432 Amidohydro_3         PF07969.14   473     5e-24   82.0  18.3   1   1   4.3e-21   1.3e-20   70.7  12.6   151   473    85   400    64   400 0.83 -
