assembly_accession,accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
GCF_000336955.1,RS_GCF_000336955.1,110,98.8,0.38,417,f__Halobacteriaceae (UID96),263,0.0,3238155,87.56626648076177,36,2294005,62.03638450359372,3697948,RS_GCF_000336955.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax larsenii,type strain of species,LPSN,f,5,5,740399,740399,59631,1,2799,NZ_AOLI01000013.1,59631,1,114,NZ_AOLI01000013.1,2799,5169,0,100,AOLI01000013.1.2804,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax larsenii JCM 13917,102720,102720,t,f,f,258651,258651,Contig,ASM33695v1,na,PRJNA224116,SAMN02471655,36,258651,none,2013-02-04,GCA_000336955.1,none,full,none,none,none,0,0,Haloferax larsenii JCM 13917,3614,na,5,none,none,none,none,none,2013/02/04,0,302484,1,JCM 13917,"University of California, Davis",1227460,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax larsenii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax larsenii;x__Haloferax larsenii JCM 13917,0,3697948,11,54,assembly from type material,3697948,0,AOLI00000000.1,3714,36,218211,1,1471,2717,0,100,563153,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloferax;s__,1473,NZ_AOLI01000021.1,1473,2721,0,100,AY838278.1.1473,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax larsenii,0,19,54,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax larsenii
GCF_000025685.1,RS_GCF_000025685.1,0,99.57,0.0,417,f__Halobacteriaceae (UID96),263,0.0,3442298,85.78080689775474,5,2627643,65.47990231503401,4012900,RS_GCF_000025685.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii,type strain of species,LPSN,t,1,1,2847757,2847757,2847757,2,2902,NC_013967.1,2847757,2,115,NC_013967.1,2902,5360,0,100,CP001956.1600047.1602961,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax volcanii DS2,802580,802580,t,f,f,2847757,2847757,Complete Genome,ASM2568v1,na,PRJNA224116,SAMN02604027,none,none,none,2010-03-23,GCA_000025685.1,none,full,none,none,none,5,0,Haloferax volcanii DS2,3964,representative genome,6,5,1,2847757,635786,437906,2010/03/23,0,2246,2,DS2,TIGR,309800,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii;x__Haloferax volcanii DS2,0,4012900,11,53,assembly from type material,4012900,0,none,4026,5,2847757,2,none,none,none,none,none,none,1473,NC_013967.1,1473,2721,0,100,CP001956.2770163.2771635,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax volcanii DS2,0,19,52,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax volcanii
GCF_900115675.1,RS_GCF_900115675.1,0,97.21,0.76,417,f__Halobacteriaceae (UID96),263,0.0,2796858,88.49043846596552,37,2120418,67.0883965332261,3160633,RS_GCF_900115675.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halolamina;s__Halolamina pelagica,type strain of species,LPSN,t,4,4,523073,523073,4948,1,2892,NZ_FOXI01000034.1,354421,1,105,NZ_FOXI01000003.1,2892,5341,0,100,FOXI01000034.55.2948,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halolamina;Halolamina pelagica,85422,85422,t,f,f,302032,302032,Contig,IMG-taxon 2663762745 annotated assembly,na,PRJNA224116,SAMN05216277,37,302032,none,2016-11-02,GCA_900115675.1,none,full,none,none,none,0,0,Halolamina pelagica,3130,representative genome,6,none,none,none,none,none,2016/11/02,0,699431,3,CGMCC 1.10329,DOE - JOINT GENOME INSTITUTE,699431,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halolamina;s__Halolamina pelagica,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halolamina;s__Halolamina pelagica,0,3160633,11,45,assembly from type material,3160633,0,FOXI00000000.1,3218,37,4948,3,1469,2697,0,99.796,598007,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halolamina;s__,1471,NZ_FOXI01000034.1,1471,2712,0,99.932,AB663389.1.1472,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halolamina;Halolamina pelagica,0,19,45,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina pelagica
GCA_000224475.1,GB_GCA_000224475.1,0,97.28,1.71,417,f__Halobacteriaceae (UID96),263,0.0,3138251,86.1409524374183,3,2272629,62.38074220223224,3643158,GB_GCA_000224475.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halolamina;s__Halolamina sp000224475,not type material,none,f,1,1,2913689,2913689,2913689,2,2895,CP002988.1,2913689,2,106,CP002988.1,2892,5341,0,100,CP002988.929979.932878,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halolamina;halophilic archaeon DL31,1214386,1214386,t,f,f,2913689,2913689,Complete Genome,ASM22447v1,na,PRJNA52855,SAMN02232027,none,none,none,2011-08-26,GCA_000224475.1,none,full,none,none,none,3,0,halophilic archaeon DL31,none,na,6,3,1,2913689,2913689,705810,2011/08/26,0,756883,2,DL31,DOE Joint Genome Institute,756883,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__;g__;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;x__unclassified Haloferacales;s__halophilic archaeon DL31,0,3643158,11,45,none,3643158,0,none,3754,3,2913689,2,none,none,none,none,none,none,1473,CP002988.1,1473,2721,0,100,CP002988.2130478.2131950,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halolamina;halophilic archaeon DL31,0,19,46,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina sp000224475
GCF_002355655.1,RS_GCF_002355655.1,0,99.38,0.51,417,f__Halobacteriaceae (UID96),263,0.0,2638363,85.65560212181096,3,2113891,68.62839056827173,3080199,RS_GCF_002355655.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum trapanicum_A,not type material,none,f,1,1,2835595,2835595,2835595,2,2907,NZ_AP017569.1,2835595,2,117,NZ_AP017569.1,2902,5360,0,100,AP017569.1616226.1619131,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum trapanicum,1026733,1026733,t,f,f,2835595,2835595,Complete Genome,ASM235565v1,na,PRJNA224116,SAMD00053811,none,none,none,2016-07-01,GCA_002355655.1,none,full,none,solar salt,none,3,0,Halorubrum trapanicum,2926,na,6,3,1,2835595,2835595,2835595,2016/07/01,0,29284,2,CBA1232,Korea Basic Science Institute,29284,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum trapanicum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum trapanicum,0,3080199,11,48,none,3080199,0,none,2963,3,2835595,2,none,none,none,none,none,none,1469,NZ_AP017569.1,1457,2691,0,100,AP017569.1619663.1621119,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum trapanicum,0,19,48,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum trapanicum A
GCF_000455345.1,RS_GCF_000455345.1,0,99.62,0.24,417,f__Halobacteriaceae (UID96),263,20.0,3349020,85.73240998534699,11,2580576,66.0643353721664,3906364,RS_GCF_000455345.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halopiger_A;s__Halopiger_A goleimassiliensis,type strain of species,LPSN,f,3,1,1202953,3025424,5102,2,2830,NZ_HG315692.1,3025424,3,115,NZ_HG315690.1,2814,5197,0,100,CBMB010000011.11.2824,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halopiger;Halopiger goleimassiliensis,355105,1302121,t,f,f,588788,3025424,Scaffold,Halgo,na,PRJNA224116,SAMEA2272090,11,588788,none,2013-08-20,GCA_000455345.1,none,full,none,none,none,0,0,Halopiger goleimassiliensis,3756,representative genome,5,3,1,3025424,3025424,875838,2013/08/20,8,1293048,1,IIH3,ebi,1293048,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halopiger;s__Halopiger goleimassiliensis,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halopiger;s__Halopiger goleimassiliensis,208,3906364,11,48,assembly from type material,3906156,0,CBMB000000000.1,3853,3,5102,1,1471,2435,0,96.601,4176865,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halopiger;s__xanaduensis,1471,NZ_HG315692.1,1459,2695,0,100,CBMB010000011.3283.4741,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halopiger;Halopiger goleimassiliensis,208,19,47,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger A,Halopiger A goleimassiliensis
GCF_013342145.1,RS_GCF_013342145.1,0,99.54,0.24,417,f__Halobacteriaceae (UID96),263,0.0,3823765,84.00177504198699,3,2990879,65.70465102740441,4552005,RS_GCF_013342145.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena gelatinilytica,type strain of species,LPSN,f,1,1,4294945,4294945,4294945,3,2908,NZ_JABUQZ010000001.1,4294945,4,116,NZ_JABUQZ010000001.1,2904,5112,0,98.45,CP001860.515397.518307,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena turkmenica DSM 5511,1517335,1517335,t,f,f,4294945,4294945,Contig,ASM1334214v1,na,PRJNA224116,SAMN15098898,3,4294945,China,2020-06-14,GCA_013342145.1,none,full,none,salt lake sediment,42.686816 N 89.330891 E,0,0,Haloterrigena sp. SYSU A558-1,none,na,10,none,none,none,none,none,2020/06/14,0,2741724,3,SYSU A558-1,Sun Yat-Sen University,2741724,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena gelatinilytica,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena gelatinilytica,0,4552005,11,52,none,4552005,0,JABUQZ000000000.1,4541,3,4294945,3,none,none,none,none,none,none,1474,NZ_JABUQZ010000001.1,1474,2612,0,98.643,AB663448.1.1475,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena salina,0,19,51,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena gelatinilytica
GCF_003977755.1,RS_GCF_003977755.1,0,99.62,0.05,417,f__Halobacteriaceae (UID96),263,0.0,4120895,83.07085352286039,14,3198909,64.48854232395176,4960699,RS_GCF_003977755.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena salifodinae,type strain of species,LPSN,f,3,2,1204032,1750488,1193,1,1183,NZ_RQWN01000011.1,1750488,5,116,NZ_RQWN01000001.1,1183,2180,0,99.915,CP001860.1945910.1948820,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena turkmenica DSM 5511,354316,450972,f,f,t,735057,1204032,Scaffold,ASM397775v1,na,PRJNA224116,SAMN10475404,14,735057,China: Yunnan,2018-12-28,GCA_003977755.1,none,full,none,Salt mine,26.10 N 99.78 E,0,0,Haloterrigena salifodinae,none,na,8,11,2,1204032,460411,236221,2018/12/28,3,2675099,0,ZY19,Anhui University,2675099,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena salifodinae,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena salifodinae,269,4960699,11,49,assembly from type material,4960430,0,RQWN00000000.1,4779,11,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,269,19,48,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena salifodinae
GCF_000337495.1,RS_GCF_000337495.1,201,99.17,0.0,417,f__Halobacteriaceae (UID96),263,0.0,4038374,83.40978522213803,71,3155120,65.16949828211061,4841607,RS_GCF_000337495.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena salina,type strain of species,LPSN,f,11,11,368680,368680,21379,4,3332,NZ_AOIS01000069.1,21379,3,248,NZ_AOIS01000069.1,2864,5260,0,100,AOIS01000069.18056.20919,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena salina JCM 13891,68191,68191,t,f,f,151334,151334,Contig,ASM33749v1,na,PRJNA224116,SAMN02471629,71,151334,none,2013-02-04,GCA_000337495.1,none,full,none,none,none,0,0,Haloterrigena salina JCM 13891,4540,representative genome,11,none,none,none,none,none,2013/02/04,0,504937,2,JCM 13891,"University of California, Davis",1227488,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena salina,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena salina;x__Haloterrigena salina JCM 13891,0,4841607,11,53,assembly from type material,4841607,0,AOIS00000000.1,4652,71,68569,2,1033,1881,0,99.516,4350275,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloterrigena;s__,1903,NZ_AOIS01000019.1,1521,2802,0,100,AOIS01000019.66658.68178,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena salina JCM 13891,0,19,52,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena salina
GCF_000025325.1,RS_GCF_000025325.1,0,99.49,0.95,417,f__Halobacteriaceae (UID96),263,0.0,4468249,82.12512466038889,7,3496479,64.26427304016225,5440782,RS_GCF_000025325.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena turkmenica,type strain of species,LPSN,t,1,1,3889038,3889038,3889038,3,2909,NC_013743.1,3889038,4,116,NC_013743.1,2904,5363,0,100,CP001860.1945910.1948820,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena turkmenica DSM 5511,777254,777254,t,f,f,3889038,3889038,Complete Genome,ASM2532v1,na,PRJNA224116,SAMN02598471,none,none,none,2010-01-19,GCA_000025325.1,none,full,none,none,none,7,0,Haloterrigena turkmenica DSM 5511,5168,representative genome,10,7,1,3889038,698495,413648,2010/01/19,0,62320,3,DSM 5511,US DOE Joint Genome Institute (JGI-PGF),543526,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena turkmenica,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena turkmenica;x__Haloterrigena turkmenica DSM 5511,0,5440782,11,50,assembly from type material,5440782,0,none,5224,7,3889038,3,none,none,none,none,none,none,1474,NC_013743.1,1474,2723,0,100,CP001860.513463.514937,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena turkmenica DSM 5511,0,19,50,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena turkmenica
GCF_003430825.1,RS_GCF_003430825.1,0,99.13,0.0,395,f__Halobacteriaceae (UID85),250,0.0,3211355,84.74746016636745,3,2363174,62.36401594691189,3789323,RS_GCF_003430825.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrarchaeobaculum;s__Natrarchaeobaculum sulfurireducens,type strain of species,LPSN,t,1,1,3521804,3521804,3521804,3,2908,NZ_CP024047.1,3521804,3,335,NZ_CP024047.1-#3,2903,5361,0,100,CP024047.151019.153928,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halopiger;Natronolimnobius sp. AArc1,1263107,1263107,t,f,f,3521804,3521804,Complete Genome,ASM343082v1,na,PRJNA224116,SAMN07764453,none,none,Russia: Kulunda Steppe; Altai,2018-08-28,GCA_003430825.1,none,full,none,Kulunda Steppe hypersaline lake,51.39 N 79.46 E,3,0,Natrarchaeobaculum sulfurireducens,none,representative genome,10,3,1,3521804,3521804,3521804,2018/08/28,0,2044521,3,AArc1,C.N.R. - Institute for Coastal Marine Environment (IAMC),2044521,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrarchaeobaculum;s__Natrarchaeobaculum sulfurireducens,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrarchaeobaculum;s__Natrarchaeobaculum sulfurireducens,0,3789323,11,50,assembly from type material,3789323,0,none,3711,3,3521804,3,none,none,none,none,none,none,1471,NZ_CP024047.1,1471,2717,0,100,CP024047.3366608.3368079,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronolimnobius;Natronolimnobius sp. AArc1,0,19,50,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum sulfurireducens
GCF_003841465.1,RS_GCF_003841465.1,0,99.3,1.27,417,f__Halobacteriaceae (UID96),263,0.0,3870597,83.87937535757008,69,2946962,63.86336055200152,4614480,RS_GCF_003841465.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrarchaeobius;s__Natrarchaeobius chitinivorans_A,not type material,none,f,6,6,572219,572219,5506,1,2907,NZ_REFZ01000044.1,5506,1,109,NZ_REFZ01000044.1,2913,4569,0,95.057,CBMA010000055.2206.5118,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halopiger;Halopiger djelfimassiliensis,66876,66876,t,f,f,300304,300304,Contig,ASM384146v1,na,PRJNA224116,SAMN10160503,69,300304,Russia: Kulunda steppe,2018-11-26,GCA_003841465.1,none,full,none,sediment,51.7000 N 79.7000 E,0,0,Natrarchaeobius chitinivorans,none,na,3,none,none,none,none,none,2018/11/26,0,1679083,1,AArcht7,Winogradsky Institute of Microbiology,1679083,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrarchaeobius;s__Natrarchaeobius chitinivorans,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrarchaeobius;s__Natrarchaeobius chitinivorans,0,4614480,11,48,none,4614480,0,REFZ00000000.1,4499,69,5506,1,none,none,none,none,none,none,1472,NZ_REFZ01000044.1,1473,2423,0,96.402,KF620482.1.1472,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena sp. TRM20010-31,0,19,48,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobius,Natrarchaeobius chitinivorans A
GCF_000731985.1,RS_GCF_000731985.1,0,99.57,0.0,417,f__Halobacteriaceae (UID96),263,0.0,3188032,84.47053430786127,20,2436518,64.55831601148343,3774135,RS_GCF_000731985.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema altunense,type strain of species,LPSN,f,4,4,837556,837556,5125,1,2909,NZ_JNCS01000019.1,155216,1,306,NZ_JNCS01000007.1,2909,5373,0,100,JNCS01000019.2088.5004,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema altunense,188706,188706,t,f,f,425349,425349,Contig,ASM73198v1,na,PRJNA224116,SAMN02800870,20,425349,China: Xinjiang,2014-07-21,GCA_000731985.1,none,full,none,Ayakekum salt lake - low temperature; low nutrient levels; abundant sunlight and remote geographical location; pH of the water was approximately pH 7-8,37.62 N 89.48 E,0,0,Natrinema altunense,3688,representative genome,4,none,none,none,none,none,2014/07/21,0,222984,1,AJ2,Zhejiang University,222984,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema altunense,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema altunense,0,3774135,11,52,assembly from type material,3774135,0,JNCS00000000.1,3794,20,5125,1,1471,2678,0,99.524,4338136,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloterrigena;s__,1473,NZ_JNCS01000019.1,1473,2715,0,99.932,AB663460.1.1474,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema altunense,0,19,52,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema altunense
GCF_000337175.1,RS_GCF_000337175.1,144,99.3,0.13,417,f__Halobacteriaceae (UID96),263,0.0,3361953,83.55393504274184,88,2563909,63.72259011201059,4023692,RS_GCF_000337175.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema gari,type strain of species,LPSN,f,11,11,275461,275461,226394,11,1237,NZ_AOIJ01000049.1,129856,2,273,NZ_AOIJ01000058.1,1191,2172,0,99.58,CP003412.2539654.2542564,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema sp. J7-2,45723,45723,f,f,t,126340,126340,Contig,ASM33717v1,na,PRJNA224116,SAMN02471627,88,126340,none,2013-02-04,GCA_000337175.1,none,full,none,none,none,0,0,Natrinema gari JCM 14663,3997,representative genome,18,none,none,none,none,none,2013/02/04,0,419186,3,JCM 14663,"University of California, Davis",1230459,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema gari,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema gari;x__Natrinema gari JCM 14663,0,4023692,11,51,assembly from type material,4023692,0,AOIJ00000000.1,4149,88,275461,3,606,1090,0,99.175,545758,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloterrigena;s__gari,858,NZ_AOIJ01000051.1,606,1109,0,99.67,CP003412.577.2050,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema sp. J7-2,0,19,51,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema gari
