query	target	evalue	bits	tstart	tend
WP_042691587.1	WP_083772480.1@GCF_000145295.1	3.007E-24	119	89	418
WP_042691587.1	KXH72834.1@GCA_001563325.1	3.007E-24	119	120	463
WP_042691587.1	WP_211251521.1@GCF_000784355.1	4.031E-24	119	75	317
WP_042691587.1	WP_226891211.1@GCF_014889545.1	4.031E-24	119	89	421
WP_042691587.1	MBU4501211.1@GCA_018894775.1	7.243E-24	118	4	279
WP_042691587.1	WP_245923795.1@GCF_003264935.1	7.243E-24	118	122	468
WP_042691587.1	DACV01000002.1_75@GCA_002494885.1	7.243E-24	118	126	472
WP_042691587.1	WP_013826286.1@GCF_000214725.1	7.243E-24	118	141	486
WP_042691587.1	UJG44058.1@GCA_021513715.1	9.708E-24	117	75	371
WP_042691587.1	DAXV01000046.1_4@GCA_002506595.1	9.708E-24	117	139	469
WP_042691587.1	UCH05925.1@GCA_020355105.1	9.708E-24	117	119	462
WP_042691587.1	WP_225807254.1@GCF_020386975.1	9.708E-24	117	124	399
WP_042691587.1	UJG41272.1@GCA_021513695.1	1.301E-23	117	122	374
WP_042691587.1	MBN1978808.1@GCA_016931785.1	1.743E-23	117	35	360
WP_042691587.1	JAIOAS010000043.1_22@GCA_019873725.1	1.743E-23	117	35	360
WP_042691587.1	MBN1661100.1@GCA_016929795.1	1.743E-23	117	135	387
WP_042691587.1	RLF83768.1@GCA_003663525.1	1.743E-23	117	127	461
WP_042691587.1	WP_237698505.1@GCF_000211475.1	1.743E-23	117	148	482
WP_042691587.1	RLE92780.1@GCA_003649445.1	2.336E-23	116	117	373
WP_042691587.1	WP_116669719.1@GCF_003111605.1	2.336E-23	116	117	448
WP_042691587.1	WP_011011767.1@GCF_000007305.1	2.336E-23	116	144	478
WP_042691587.1	WP_078477212.1@GCF_002021095.1	3.129E-23	116	18	334
WP_042691587.1	DBFQ01000065.1_3@GCA_002294665.1	3.129E-23	116	35	225
WP_042691587.1	WP_084689092.1@GCF_000745485.1	3.129E-23	116	110	456
WP_042691587.1	NHV96704.1@GCA_011605775.1	3.129E-23	116	115	498
WP_042691587.1	WP_237268669.1@GCF_002214365.1	3.129E-23	116	137	471
WP_042691587.1	WP_012466814.1@GCF_000020465.1	4.192E-23	115	11	345
WP_042691587.1	JABCTC010000005.1_50@GCA_018238545.1	5.615E-23	115	111	369
WP_042691587.1	MBC7259977.1@GCA_014360805.1	5.615E-23	115	129	386
WP_042691587.1	WP_209625108.1@GCF_017873625.1	5.615E-23	115	110	388
WP_042691587.1	CAIQQN010000077.1_29@GCA_903873975.1	7.519E-23	115	22	357
WP_042691587.1	MCL0089584.1@GCA_023271215.1	7.519E-23	115	45	251
WP_042691587.1	MCD4741723.1@GCA_021107575.1	7.519E-23	115	34	361
WP_042691587.1	BPTO01000121.1_2@GCA_023705985.1	7.519E-23	115	86	344
WP_042691587.1	DAVZ01000067.1_37@GCA_002505765.1	7.519E-23	115	126	461
WP_042691587.1	JAKJAC010000119.1_11@GCA_022707705.1	1.007E-22	114	35	225
WP_042691587.1	WP_048053233.1@GCF_000011105.1	1.007E-22	114	147	481
WP_042691587.1	DYIT01000050.1_3@GCA_020723505.1	1.348E-22	114	14	350
WP_042691587.1	MCK5132538.1@GCA_023139045.1	1.348E-22	114	5	350
WP_042691587.1	DBFQ01000032.1_4@GCA_002294665.1	1.348E-22	114	37	216
WP_042691587.1	JAJRQX010000034.1_1@GCA_024280065.1	1.348E-22	114	2	324
WP_042691587.1	JAHLWE010000262.1_8@GCA_019058135.1	1.348E-22	114	117	397
WP_042691587.1	DAJU01000010.1_63@GCA_002499005.1	1.348E-22	114	144	483
WP_042691587.1	DIXU01000001.1_232@GCA_002436105.1	2.417E-22	113	37	364
WP_042691587.1	MCL7455257.1@GCA_023544525.1	2.417E-22	113	135	387
WP_042691587.1	WP_054858712.1@GCF_001316325.1	3.235E-22	113	31	221
WP_042691587.1	KXH73049.1@GCA_001563335.1	3.235E-22	113	106	399
WP_042691587.1	DAHH01000004.1_30@GCA_002498385.1	3.235E-22	113	137	482
WP_042691587.1	WP_068577252.1@GCF_002214605.1	3.235E-22	113	128	462
WP_042691587.1	WP_013467634.1@GCF_000151105.2	3.235E-22	113	127	457
WP_042691587.1	CAIPYV010000118.1_15@GCA_903869365.1	5.794E-22	112	11	343
WP_042691587.1	MCK5003969.1@GCA_023136725.1	5.794E-22	112	34	360
WP_042691587.1	OGF08010.1@GCA_001777915.1	5.794E-22	112	108	366
WP_042691587.1	MCR4406357.1@GCA_024653325.1	5.794E-22	112	128	386
WP_042691587.1	DAQY01000028.1_69@GCA_002503105.1	5.794E-22	112	115	350
WP_042691587.1	JAEYPF010000001.1_121@GCA_023411115.1	5.794E-22	112	123	468
WP_042691587.1	MCE4607594.1@GCA_015522625.1	5.794E-22	112	149	478
WP_042691587.1	NLF11916.1@GCA_012514775.1	7.753E-22	111	135	314
WP_042691587.1	MBD3350147.1@GCA_014729055.1	7.753E-22	111	134	400
WP_042691587.1	DBRR01000047.1_15@GCA_002306055.1	1.037E-21	111	19	344
WP_042691587.1	DCVK01000029.1_11@GCA_002335385.1	1.037E-21	111	18	345
WP_042691587.1	MBN2394489.1@GCA_016934645.1	1.037E-21	111	35	360
WP_042691587.1	MCK4954697.1@GCA_023136245.1	1.037E-21	111	110	368
WP_042691587.1	MBN1136247.1@GCA_016926595.1	1.388E-21	111	42	387
WP_042691587.1	WP_245634930.1@GCF_001639285.1	1.388E-21	111	127	412
WP_042691587.1	NLH12091.1@GCA_012516935.1	1.857E-21	110	22	227
WP_042691587.1	JAHLWR010000001.1_54@GCA_019057815.1	1.857E-21	110	110	368
WP_042691587.1	DYKX01000019.1_21@GCA_020722375.1	2.483E-21	110	7	211
WP_042691587.1	MCE4623938.1@GCA_015523575.1	2.483E-21	110	147	338
WP_042691587.1	MCD6082300.1@GCA_021158725.1	2.483E-21	110	102	435
WP_042691587.1	OHB70044.1@GCA_001828445.1	3.321E-21	109	16	183
WP_042691587.1	MCD6553951.1@GCA_021162125.1	3.321E-21	109	119	377
WP_042691587.1	TEU18706.1@GCA_004377365.1	3.321E-21	109	128	386
WP_042691587.1	MBN1891001.1@GCA_016931085.1	3.321E-21	109	35	360
WP_042691587.1	DAZI01000075.1_2@GCA_002507245.1	4.441E-21	109	124	378
WP_042691587.1	OQY89893.1@GCA_002050125.1	5.939E-21	109	22	338
WP_042691587.1	JAHDSS010000060.1_3@GCA_018432565.1	5.939E-21	109	37	363
WP_042691587.1	DXJF01000032.1_49@GCA_019057375.1	5.939E-21	109	110	368
WP_042691587.1	JAJZTR010000170.1_3@GCA_021848775.1	5.939E-21	109	165	417
WP_042691587.1	MCL4344314.1@GCA_023381255.1	5.939E-21	109	150	499
WP_042691587.1	MCD6457211.1@GCA_021161825.1	7.940E-21	108	117	371
WP_042691587.1	JADBJK010000074.1_14@GCA_014874485.1	7.940E-21	108	129	386
WP_042691587.1	MCD4803145.1@GCA_021108255.1	7.940E-21	108	111	393
WP_042691587.1	AXV41011.1@GCA_003491305.1	7.940E-21	108	89	435
WP_042691587.1	HIP65737.1@GCA_015662475.1	1.061E-20	108	120	273
WP_042691587.1	MCL5112111.1@GCA_023473425.1	1.061E-20	108	77	362
WP_042691587.1	MBC7249921.1@GCA_014360845.1	1.061E-20	108	128	386
WP_042691587.1	JAEWYL010000123.1_15@GCA_023395675.1	1.061E-20	108	145	397
WP_042691587.1	JAEZRD010000072.1_11@GCA_023440975.1	1.061E-20	108	124	458
WP_042691587.1	OYV03101.1@GCA_002256535.1	1.061E-20	108	115	448
WP_042691587.1	MCJ7423276.1@GCA_022865885.1	1.419E-20	108	125	382
WP_042691587.1	NLG73703.1@GCA_012516075.1	1.419E-20	108	157	455
WP_042691587.1	OYT66917.1@GCA_002255105.1	1.896E-20	107	3	305
WP_042691587.1	MCK4770250.1@GCA_023270155.1	1.896E-20	107	110	368
WP_042691587.1	SLHN01000133.1_4@GCA_007136145.1	2.534E-20	107	25	274
WP_042691587.1	MBN1273511.1@GCA_016927475.1	2.534E-20	107	37	237
WP_042691587.1	NCD21414.1@GCA_009930415.1	2.534E-20	107	37	384
WP_042691587.1	DBMK01000147.1_33@GCA_002298885.1	2.534E-20	107	126	392
WP_042691587.1	JAENZD010000001.1_1288@GCA_016841445.1	2.534E-20	107	124	390
WP_042691587.1	UCE28985.1@GCA_020348865.1	3.386E-20	106	133	387
WP_042691587.1	UCE26873.1@GCA_020348885.1	3.386E-20	106	127	387
WP_042691587.1	UCG36163.1@GCA_020352645.1	4.525E-20	106	62	316
WP_042691587.1	MBD3385519.1@GCA_014728085.1	4.525E-20	106	22	357
WP_042691587.1	MBN1244932.1@GCA_016927015.1	4.525E-20	106	120	383
WP_042691587.1	MBN1297496.1@GCA_016927515.1	6.045E-20	106	4	210
WP_042691587.1	MCK5143325.1@GCA_023139025.1	6.045E-20	106	110	368
WP_042691587.1	MBS7631564.1@GCA_018396695.1	6.045E-20	106	127	381
WP_042691587.1	HEY73151.1@GCA_011192155.1	6.045E-20	106	127	387
WP_042691587.1	MBU1575844.1@GCA_018821925.1	6.045E-20	106	125	383
WP_042691587.1	JAGVNJ010000024.1_4@GCA_020053305.1	6.045E-20	106	125	383
WP_042691587.1	WP_080460757.1@GCF_002072215.1	6.045E-20	106	117	306
WP_042691587.1	WP_010877387.1@GCF_000008645.1	8.075E-20	105	1	320
WP_042691587.1	CAIWCT010000211.1_6@GCA_903911225.1	8.075E-20	105	36	353
WP_042691587.1	MBI4927244.1@GCA_016213455.1	8.075E-20	105	136	388
WP_042691587.1	RLE63153.1@GCA_003649235.1	1.079E-19	105	117	319
WP_042691587.1	JAEXTI010000324.1_1@GCA_023406965.1	1.079E-19	105	38	283
WP_042691587.1	DHHC01000012.1_16@GCA_002403095.1	1.079E-19	105	1	345
WP_042691587.1	UCF44734.1@GCA_020350385.1	1.079E-19	105	120	383
WP_042691587.1	QRN83499.1@GCA_016887485.1	1.079E-19	105	137	435
WP_042691587.1	WP_083522509.1@GCF_001050235.1	1.079E-19	105	125	437
WP_042691587.1	TDA64734.1@GCA_004347695.1	1.079E-19	105	156	463
WP_042691587.1	CDG64819.1@GCA_000499765.1	1.079E-19	105	131	311
WP_042691587.1	MBD3400654.1@GCA_014728225.1	1.079E-19	105	178	463
WP_042691587.1	UCC32840.1@GCA_020344435.1	1.923E-19	104	93	403
WP_042691587.1	MBN1581957.1@GCA_016929205.1	1.923E-19	104	134	386
WP_042691587.1	NPV85931.1@GCA_013178295.1	1.923E-19	104	88	385
WP_042691587.1	WP_062189940.1@GCF_001050195.2	1.923E-19	104	127	439
WP_042691587.1	WP_244987871.1@GCF_019669925.1	1.923E-19	104	117	306
WP_042691587.1	UCC57687.1@GCA_020344315.1	2.568E-19	104	124	383
WP_042691587.1	MBS3753902.1@GCA_018335275.1	2.568E-19	104	141	457
WP_042691587.1	WP_019267131.1@GCF_023617305.1	2.568E-19	104	121	406
WP_042691587.1	MBN2398993.1@GCA_016934745.1	3.429E-19	103	30	378
WP_042691587.1	MCD6425456.1@GCA_021161345.1	3.429E-19	103	88	355
WP_042691587.1	MBN1357995.1@GCA_016927895.1	3.429E-19	103	120	383
WP_042691587.1	HEY61080.1@GCA_011176615.1	3.429E-19	103	125	391
WP_042691587.1	MBY8999573.1@GCA_019894795.1	4.577E-19	103	49	301
WP_042691587.1	MCC6956020.1@GCA_020853835.1	4.577E-19	103	15	232
WP_042691587.1	MBU1748021.1@GCA_018823415.1	4.577E-19	103	36	298
WP_042691587.1	OGN75141.1@GCA_001796355.1	4.577E-19	103	109	416
WP_042691587.1	CAIUPH010000069.1_28@GCA_903901015.1	4.577E-19	103	120	383
WP_042691587.1	MBI5806299.1@GCA_016235665.1	4.577E-19	103	125	383
WP_042691587.1	MBN1264383.1@GCA_016927115.1	4.577E-19	103	136	434
WP_042691587.1	PKO18571.1@GCA_002840755.1	4.577E-19	103	155	407
WP_042691587.1	JAIOAX010000054.1_7@GCA_019873645.1	6.110E-19	102	31	210
WP_042691587.1	KON32174.1@GCA_001273335.1	6.110E-19	102	92	355
WP_042691587.1	QQO53778.1@GCA_016745215.1	8.155E-19	102	19	267
WP_042691587.1	CAJAXH010000106.1_11@GCA_903946935.1	8.155E-19	102	19	268
WP_042691587.1	CADATZ010000036.1_34@GCA_902791025.1	8.155E-19	102	131	385
WP_042691587.1	MBM3145075.1@GCA_016865865.1	8.155E-19	102	121	435
WP_042691587.1	JANTFR010000016.1_16@GCA_024763355.1	8.155E-19	102	112	380
WP_042691587.1	DDWR01000020.1_86@GCA_002347655.1	1.088E-18	102	11	364
WP_042691587.1	WP_054521147.1@GCF_001306145.1	1.088E-18	102	125	431
WP_042691587.1	TET26040.1@GCA_004376385.1	1.452E-18	101	135	389
WP_042691587.1	WP_062418826.1@GCF_001306035.1	1.452E-18	101	132	384
WP_042691587.1	NLI46790.1@GCA_012517875.1	1.937E-18	101	19	288
WP_042691587.1	MCP4895659.1@GCA_024229275.1	1.937E-18	101	20	268
WP_042691587.1	MBN2085054.1@GCA_016932475.1	1.937E-18	101	107	370
WP_042691587.1	JAGVOD010000098.1_5@GCA_020052935.1	1.937E-18	101	71	245
WP_042691587.1	HHV04988.1@GCA_012839565.1	1.937E-18	101	124	376
WP_042691587.1	MBN1784214.1@GCA_016930555.1	1.937E-18	101	124	383
WP_042691587.1	UCC92707.1@GCA_020343715.1	1.937E-18	101	103	397
WP_042691587.1	MBQ6503858.1@GCA_017432685.1	1.937E-18	101	129	383
WP_042691587.1	WP_255603117.1@GCF_019599295.1	2.585E-18	100	5	267
WP_042691587.1	MBN1564445.1@GCA_016929355.1	2.585E-18	100	21	355
WP_042691587.1	WGAD01000229.1_1@GCA_015489255.1	2.585E-18	100	43	352
WP_042691587.1	NCA81149.1@GCA_009928955.1	2.585E-18	100	37	354
WP_042691587.1	DIXG01000009.1_17@GCA_002436005.1	2.585E-18	100	120	316
WP_042691587.1	JAGDWU010000045.1_3@GCA_023256115.1	3.448E-18	100	1	224
WP_042691587.1	OGO50736.1@GCA_001796965.1	3.448E-18	100	71	383
WP_042691587.1	JAGVUP010000116.1_2@GCA_019136215.1	3.448E-18	100	122	374
WP_042691587.1	DHNY01000007.1_9@GCA_002409625.1	3.448E-18	100	124	304
WP_042691587.1	MBQ4513449.1@GCA_017417055.1	3.448E-18	100	131	385
WP_042691587.1	CACYHU010000006.1_58@GCA_902774215.1	3.448E-18	100	131	385
WP_042691587.1	JAENYZ010000001.1_522@GCA_016841525.1	3.448E-18	100	114	435
WP_042691587.1	WP_041065680.1@GCF_000828615.1	4.599E-18	100	19	267
WP_042691587.1	NSW52221.1@GCA_013314735.1	4.599E-18	100	121	330
WP_042691587.1	TRO53726.1@GCA_007050895.1	4.599E-18	100	147	410
WP_042691587.1	MBZ0103138.1@GCA_019911865.1	6.133E-18	99	20	269
WP_042691587.1	JAHDGS010000029.1_7@GCA_020627505.1	6.133E-18	99	19	276
WP_042691587.1	MBP7355753.1@GCA_017996955.1	6.133E-18	99	137	435
WP_042691587.1	MBN1640093.1@GCA_016929775.1	6.133E-18	99	134	386
WP_042691587.1	MBP9676429.1@GCA_018060515.1	6.133E-18	99	161	413
WP_042691587.1	BCY18967.1@GCA_024363285.1	6.133E-18	99	168	420
WP_042691587.1	UCE16353.1@GCA_020348945.1	8.178E-18	99	125	383
WP_042691587.1	DHVS01000037.1_35@GCA_002412795.1	8.178E-18	99	125	383
WP_042691587.1	CADACE010000012.1_51@GCA_902786265.1	1.090E-17	98	131	385
WP_042691587.1	RCK76116.1@GCA_003327455.1	1.090E-17	98	143	401
WP_042691587.1	RZV54273.1@GCA_004283055.1	1.454E-17	98	19	296
WP_042691587.1	UCH70461.1@GCA_020356305.1	1.454E-17	98	131	385
WP_042691587.1	MCG6870705.1@GCA_022340345.1	1.938E-17	98	20	293
WP_042691587.1	JAGUVP010000112.1_8@GCA_020062805.1	1.938E-17	98	21	255
WP_042691587.1	MCI9448826.1@GCA_022800625.1	1.938E-17	98	35	391
WP_042691587.1	MBR9988199.1@GCA_018224305.1	1.938E-17	98	42	225
WP_042691587.1	DDXR01000076.1_22@GCA_002347565.1	1.938E-17	98	129	386
WP_042691587.1	NIT37324.1@GCA_011773985.1	1.938E-17	98	126	315
WP_042691587.1	HEY42993.1@GCA_011174845.1	1.938E-17	98	132	384
WP_042691587.1	MBN2548126.1@GCA_016935755.1	1.938E-17	98	135	401
WP_042691587.1	JAJYIW010000006.1_26@GCA_021789855.1	1.938E-17	98	142	463
WP_042691587.1	JAHDQE010000054.1_20@GCA_018433975.1	1.938E-17	98	140	438
WP_042691587.1	MBN1425865.1@GCA_016928395.1	2.583E-17	97	11	370
WP_042691587.1	OGO63434.1@GCA_001795335.1	2.583E-17	97	111	304
WP_042691587.1	NPV75952.1@GCA_013178185.1	2.583E-17	97	64	394
WP_042691587.1	GBE08124.1@GCA_002897635.1	3.443E-17	97	19	263
WP_042691587.1	MCK5055838.1@GCA_023137075.1	3.443E-17	97	36	240
WP_042691587.1	OGO15309.1@GCA_001795115.1	3.443E-17	97	109	407
WP_042691587.1	PLNS01000004.1_48@GCA_003141855.1	3.443E-17	97	116	379
WP_042691587.1	TET64753.1@GCA_004376975.1	3.443E-17	97	124	383
WP_042691587.1	UCH79443.1@GCA_020356085.1	3.443E-17	97	126	315
WP_042691587.1	WP_066059432.1@GCF_001983995.1	4.588E-17	96	23	266
WP_042691587.1	MCK5115148.1@GCA_023138735.1	4.588E-17	96	22	353
WP_042691587.1	HEC11921.1@GCA_011052015.1	4.588E-17	96	21	200
WP_042691587.1	RLC83367.1@GCA_003648085.1	4.588E-17	96	135	387
WP_042691587.1	RJS88788.1@GCA_003601775.1	4.588E-17	96	132	386
WP_042691587.1	UCF58377.1@GCA_020350305.1	4.588E-17	96	133	387
WP_042691587.1	MBV8601897.1@GCA_019233165.1	6.114E-17	96	10	193
WP_042691587.1	DGEO01000043.1_13@GCA_002385985.1	6.114E-17	96	122	318
WP_042691587.1	JAGVAB010000104.1_30@GCA_020060485.1	6.114E-17	96	135	316
WP_042691587.1	MBP7295116.1@GCA_017996395.1	8.146E-17	96	19	267
WP_042691587.1	PWSY01000166.1_1@GCA_003563055.1	8.146E-17	96	115	331
WP_042691587.1	WP_200285495.1@GCF_016583795.1	8.146E-17	96	81	258
WP_042691587.1	MBT3296672.1@GCA_018648805.1	8.146E-17	96	32	357
WP_042691587.1	MCK4243407.1@GCA_023128135.1	8.146E-17	96	135	389
WP_042691587.1	NIS82794.1@GCA_011772595.1	8.146E-17	96	131	429
WP_042691587.1	JAHELW010000066.1_9@GCA_024643985.1	1.085E-16	95	19	266
WP_042691587.1	MBU1809143.1@GCA_018823705.1	1.085E-16	95	27	273
WP_042691587.1	MBE0513224.1@GCA_014859755.1	1.085E-16	95	125	383
WP_042691587.1	NNE20270.1@GCA_013002645.1	1.446E-16	95	19	189
WP_042691587.1	RUM40409.1@GCA_003978695.1	1.446E-16	95	19	271
WP_042691587.1	MBL7064097.1@GCA_016783285.1	1.446E-16	95	127	315
WP_042691587.1	WFRY01000471.1_2@GCA_015486315.1	1.925E-16	94	13	270
WP_042691587.1	HED16958.1@GCA_011052255.1	1.925E-16	94	19	263
WP_042691587.1	NUQ86390.1@GCA_013360875.1	1.925E-16	94	8	194
WP_042691587.1	DIWN01000054.1_34@GCA_002423495.1	1.925E-16	94	111	374
WP_042691587.1	WP_007195735.1@GCF_000223985.1	2.564E-16	94	22	198
WP_042691587.1	MBN1371749.1@GCA_016927865.1	2.564E-16	94	147	392
WP_042691587.1	MBI4726488.1@GCA_016208585.1	3.415E-16	94	1	271
WP_042691587.1	CAJQKF010000139.1_9@GCA_905478855.1	3.415E-16	94	19	268
WP_042691587.1	MBU1201578.1@GCA_018819065.1	3.415E-16	94	64	247
WP_042691587.1	JALHEL010000550.1_3@GCA_022837205.1	4.547E-16	93	10	180
WP_042691587.1	NLH11274.1@GCA_012516935.1	4.547E-16	93	19	265
WP_042691587.1	NWG08170.1@GCA_013388855.1	4.547E-16	93	8	194
WP_042691587.1	JACTMI010000043.1_7@GCA_014584695.1	4.547E-16	93	21	277
WP_042691587.1	NMC28468.1@GCA_012797975.1	4.547E-16	93	118	308
WP_042691587.1	NLI44161.1@GCA_012517865.1	4.547E-16	93	131	309
WP_042691587.1	NPV40210.1@GCA_013178095.1	4.547E-16	93	62	448
WP_042691587.1	MCJ7535179.1@GCA_022865865.1	4.547E-16	93	136	402
WP_042691587.1	DCUZ01000043.1_49@GCA_002327305.1	6.054E-16	93	19	259
WP_042691587.1	HEY59625.1@GCA_011176685.1	6.054E-16	93	129	381
WP_042691587.1	UCF60032.1@GCA_020350285.1	6.054E-16	93	132	299
WP_042691587.1	MCP5129127.1@GCA_024234815.1	8.059E-16	93	19	267
WP_042691587.1	NOZ10993.1@GCA_013152415.1	8.059E-16	93	21	200
WP_042691587.1	HAE86286.1@GCA_003445715.1	8.059E-16	93	93	260
WP_042691587.1	MBL7064202.1@GCA_016783285.1	8.059E-16	93	150	410
WP_042691587.1	MCA9529105.1@GCA_020430775.1	1.073E-15	92	21	272
WP_042691587.1	NWF86199.1@GCA_013388905.1	1.428E-15	92	126	299
WP_042691587.1	JADGDO010000002.1_75@GCA_016744855.1	1.428E-15	92	13	319
WP_042691587.1	MBZ0112300.1@GCA_019911795.1	1.428E-15	92	22	278
WP_042691587.1	MCD6424084.1@GCA_021161345.1	1.428E-15	92	31	214
WP_042691587.1	MBN2388182.1@GCA_016934715.1	1.428E-15	92	134	386
WP_042691587.1	HDQ74144.1@GCA_011046405.1	1.428E-15	92	150	410
WP_042691587.1	OGO67624.1@GCA_001797105.1	1.428E-15	92	137	443
WP_042691587.1	RWX52450.1@GCA_004028495.1	1.900E-15	91	19	268
WP_042691587.1	DLAJ01000006.1_41@GCA_002493905.1	1.900E-15	91	9	188
WP_042691587.1	HBX71259.1@GCA_003513015.1	1.900E-15	91	127	294
WP_042691587.1	NLH47478.1@GCA_012517325.1	1.900E-15	91	125	385
WP_042691587.1	KPV65312.1@GCA_001399805.1	1.900E-15	91	126	380
WP_042691587.1	DHUW01000036.1_10@GCA_002409365.1	1.900E-15	91	126	304
WP_042691587.1	JAHEIA010000180.1_8@GCA_024639625.1	2.529E-15	91	22	197
WP_042691587.1	MBN1955295.1@GCA_016931695.1	2.529E-15	91	2	280
WP_042691587.1	MBK8170305.1@GCA_016712745.1	2.529E-15	91	19	265
WP_042691587.1	PLNY01000346.1_4@GCA_003141915.1	2.529E-15	91	30	214
WP_042691587.1	NHI93679.1@GCA_011365055.1	2.529E-15	91	165	389
WP_042691587.1	RMH17306.1@GCA_003697015.1	3.365E-15	91	19	197
WP_042691587.1	WP_097655224.1@GCF_002532075.1	3.365E-15	91	89	354
WP_042691587.1	DYGV01000043.1_8@GCA_020724505.1	4.476E-15	90	31	215
WP_042691587.1	NWG05240.1@GCA_013388855.1	4.476E-15	90	71	245
WP_042691587.1	DYJB01000116.1_2@GCA_020723365.1	4.476E-15	90	152	332
WP_042691587.1	MCB1826576.1@GCA_020445045.1	5.955E-15	90	20	271
WP_042691587.1	DDUX01000147.1_4@GCA_002345025.1	1.054E-14	89	118	295
WP_042691587.1	WP_129673517.1@GCF_004138165.1	1.401E-14	89	152	417
WP_042691587.1	MCK4497935.1@GCA_023131555.1	1.401E-14	89	129	383
WP_042691587.1	MBT3338113.1@GCA_018648605.1	1.863E-14	88	30	200
WP_042691587.1	JABAAB010000096.1_4@GCA_014238945.1	1.863E-14	88	41	219
WP_042691587.1	WAJV01000091.1_1@GCA_015523725.1	4.379E-14	87	2	226
WP_042691587.1	RKSL01000002.1_36@GCA_008633435.1	4.379E-14	87	19	238
WP_042691587.1	NPV56203.1@GCA_013177815.1	7.738E-14	86	136	388
WP_042691587.1	MBK8640065.1@GCA_016714645.1	1.367E-13	85	13	269
WP_042691587.1	WP_184870585.1@GCF_014203355.1	5.466E-12	80	38	175
WP_051482183.1	WP_051482183.1@GCF_000585495.1	8.311E-142	452	1	230
WP_051482183.1	WP_157895742.1@GCF_002214365.1	8.547E-93	311	1	227
WP_051482183.1	WP_049684515.1@GCF_000763575.1	2.114E-66	235	1	206
WP_051482183.1	CP033580.1_877@GCA_003722315.1	3.967E-66	234	1	206
WP_051482183.1	WP_072966919.1@GCF_900129115.1	7.442E-66	233	1	206
WP_051482183.1	WP_045174441.1@GCF_000955725.1	2.652E-62	223	1	206
WP_051482183.1	WP_041723172.1@GCF_000166355.1	4.495E-61	220	1	206
WP_051482183.1	WP_011917013.1@GCF_000016545.1	6.156E-61	219	1	206
WP_051482183.1	WP_073249923.1@GCF_900129265.1	5.562E-60	216	1	212
WP_051482183.1	WP_015790102.1@GCF_000023945.1	2.712E-53	197	22	227
WP_051482183.1	WP_135821802.1@GCF_004785955.1	2.445E-52	194	1	208
WP_051482183.1	WP_008523941.1@GCF_000470655.1	7.736E-51	190	23	227
WP_051482183.1	WP_203933106.1@GCF_016863655.1	2.201E-48	183	5	206
WP_051482183.1	WP_134321663.1@GCF_004382795.1	1.980E-47	180	1	204
WP_051482183.1	WP_220365537.1@GCF_019550915.1	3.709E-47	179	5	206
WP_051482183.1	WP_030144342.1@GCF_000719515.1	6.947E-47	179	5	206
WP_051482183.1	WP_167250065.1@GCF_014127285.1	3.335E-46	177	5	206
WP_051482183.1	NUS44072.1@GCA_013362555.1	1.600E-45	175	5	206
WP_051482183.1	WP_204009357.1@GCF_016863635.1	2.190E-45	174	5	206
WP_051482183.1	WP_062982931.1@GCF_001613085.1	2.997E-45	174	5	206
WP_051482183.1	MCA3748930.1@GCA_020253895.1	2.997E-45	174	7	220
WP_051482183.1	WP_199684750.1@GCF_016481275.1	4.101E-45	173	5	227
WP_051482183.1	WP_149767489.1@GCF_010994095.1	5.612E-45	173	5	206
WP_051482183.1	WP_241994780.1@GCF_004345365.1	5.612E-45	173	21	234
WP_051482183.1	MPZ26738.1@GCA_009377645.1	1.051E-44	172	5	206
WP_051482183.1	WP_149431401.1@GCF_008297975.1	1.051E-44	172	5	216
WP_051482183.1	CADDZO010000040.1_13@GCA_902812395.1	1.051E-44	172	22	224
WP_051482183.1	WP_035769147.1@GCF_000430705.1	1.438E-44	172	11	206
WP_051482183.1	WP_166352811.1@GCF_011320225.1	1.438E-44	172	5	206
WP_051482183.1	WP_020524668.1@GCF_000379685.1	2.692E-44	171	5	227
WP_051482183.1	WP_197735449.1@GCF_007164525.1	2.692E-44	171	17	218
WP_051482183.1	MBO0871633.1@GCA_017354595.1	3.683E-44	171	5	206
WP_051482183.1	MPZ95105.1@GCA_009379735.1	5.040E-44	170	5	227
WP_051482183.1	WP_187235146.1@GCF_014323665.1	6.896E-44	170	16	216
WP_051482183.1	WP_015884556.1@GCF_000023105.1	9.436E-44	169	25	236
WP_051482183.1	DYEY01000069.1_15@GCA_020725465.1	1.291E-43	169	5	206
WP_051482183.1	WP_095566912.1@GCF_002285795.1	1.291E-43	169	5	206
WP_051482183.1	WP_140742542.1@GCF_006438965.1	2.417E-43	168	7	208
WP_051482183.1	WP_077018657.1@GCF_001984195.1	3.307E-43	168	20	233
WP_051482183.1	WP_231438727.1@GCF_021129305.1	3.307E-43	168	20	213
WP_051482183.1	WP_019044667.1@GCF_900637185.1	4.524E-43	168	5	216
WP_051482183.1	WP_121160295.1@GCF_003633685.1	4.524E-43	168	5	227
WP_051482183.1	JAHRHA010000010.1_45@GCA_020027875.1	4.524E-43	168	5	206
WP_051482183.1	WP_089962332.1@GCF_900110955.1	6.190E-43	167	2	203
WP_051482183.1	WP_053205263.1@GCF_001270745.1	6.190E-43	167	5	216
WP_051482183.1	WP_132104863.1@GCF_004349105.1	6.190E-43	167	5	216
WP_051482183.1	WP_059383431.1@GCF_900187265.1	6.190E-43	167	24	228
